,Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year,Lat,Long,Type,Rating,Rating Count
151,ARCO IRIS PRIVATE CLUB,Routine,6/19/2019,89,310,BECKLEY,,75203,310 S BECKLEY AVE,6/1/2019,FY2019,32.7430576,-96.8226517,Restaurant,3.7,458
152,ARELLANOS SNACK SHACK,Routine,1/28/2019,94,3525,ASH,#100,75223,3525 ASH LN #100,1/1/2019,FY2019,32.7815384,-96.7688489,Restaurant,4.2,17
153,ARENA MART,Routine,11/7/2019,93,4340,HARRY HINES,,75219,4340 HARRY HINES BLVD,11/1/2019,FY2020,32.805546,-96.825417,,,
154,AREPA TX,Routine,10/17/2019,86,5940,ROYAL,,75243,5940 ROYAL LN,10/1/2019,FY2020,32.8944415,-96.8054576,Restaurant,4.3,87
155,ARIF CAFE,Routine,12/4/2019,92,8367,PARK,,75231,8367 PARK LN,12/1/2019,FY2020,32.8713168,-96.7605451,Restaurant,4.9,20
156,ARLINGTON HALL,Routine,7/31/2019,93,3400,TURTLE CREEK,,75219,3400 TURTLE CREEK BLVD,7/1/2019,FY2019,32.808656,-96.804254,,,
157,ARLINGTON PARK,Routine,10/4/2019,100,5606,WAYSIDE,,75235,5606 WAYSIDE DR,10/1/2019,FY2020,32.8153063,-96.8522717,,,
158,ARS,Routine,6/17/2019,93,10939,SHADY,#C,75220,10939 SHADY TRL #C,6/1/2019,FY2019,32.8797708,-96.8911966,,,
159,ASCENSION COFFEE,Routine,1/9/2020,82,1601,ELM,#120,75201,1601 ELM ST #120,1/1/2020,FY2020,32.7819269,-96.798179,Restaurant,4.5,271
160,ASCENSION COFFEE,Routine,8/15/2019,89,3121,OLYMPUS,#170,75207,3121 OLYMPUS BLVD #170,8/1/2019,FY2019,32.9366833,-96.9833965,Restaurant,4.3,105
161,ASCENSION COFFEE,Routine,2/15/2019,96,1621,OAK LAWN,#A,75207,1621 OAK LAWN AVE #A,2/1/2019,FY2019,32.7970083,-96.8201522,Bar,4.5,1679
162,ASCENSION COFFEE,Routine,1/23/2019,82,200,CRESCENT,#40,75201,200 CRESCENT CT #40,1/1/2019,FY2019,32.7936538,-96.8039079,Cafe,4.4,335
163,ASI ES MI TIERRA,Routine,8/21/2018,91,2215,OATES,#C,75228,2215 OATES DR #C,8/1/2018,FY2018,32.8218047,-96.6775535,Restaurant,4.3,12
164,ASIA STAR,Routine,1/8/2020,89,5365,SPRING VALLEY,#140,75254,5365 SPRING VALLEY RD #140,1/1/2020,FY2020,32.9398943,-96.8155165,Restaurant,4.4,389
165,ASIA WOK,Routine,12/9/2019,82,901,MAIN,#C122,75202,901 MAIN ST #C122,12/1/2019,FY2020,32.7801861,-96.8034924,Restaurant,4.5,104
166,ASIAN GROCERY,Routine,9/24/2019,80,9191,FOREST,#3,75243,9191 FOREST LN #3,9/1/2019,FY2019,32.9095931,-96.7437958,Restaurant,4.2,154
167,ASIAN MINT,Routine,11/19/2019,88,5450,LOVERS,#222,75209,5450 W LOVERS LN #222,11/1/2019,FY2020,32.8506131,-96.8192736,,,
168,ASIAN MINT,Routine,7/1/2019,85,11617,CENTRAL,#135,75243,11617 N CENTRAL EXPW #135,7/1/2019,FY2019,32.9083912,-96.7714134,Restaurant,4.5,1123
169,ASIAN STAR BUFFET,Routine,12/4/2019,86,9208,RL THORNTON,#112,75228,9208 E RL THORNTON FRWY #112,12/1/2019,FY2020,32.7951937,-96.6869278,Restaurant,3.7,459
170,ASMARA GROCERY,Routine,1/15/2019,92,5338,LINDSLEY,,75223,5338 LINDSLEY AVE,1/1/2019,FY2019,32.7944336,-96.752703,,,
171,ASO ROCK MARKET,Routine,10/15/2019,80,10061,WHITEHURST,#101,75243,10061 WHITEHURST DR #101,10/1/2019,FY2020,32.8998066,-96.7195896,,,
172,ASO ROCK RESTAURANT & LOUNGE,Follow-up,9/6/2019,85,9220,SKILLMAN,#115,75243,9220 SKILLMAN ST #115,9/1/2019,FY2019,32.9021992,-96.7143254,Restaurant,4,178
173,ATOMIC PIE,Routine,1/3/2019,84,9660,AUDELIA,#117,75238,9660 AUDELIA RD STE #117,1/1/2019,FY2019,32.877936,-96.7165143,Restaurant,5,8
174,ATRIO BAR,Routine,1/29/2019,99,2727,STEMMONS,,75207,2727 N STEMMONS FRWY,1/1/2019,FY2019,32.8077698,-96.8448572,,,
175,ATRIUM RESTURANT,Routine,9/30/2019,98,1717,HARWOOD,,75201,1717 N HARWOOD ST,9/1/2019,FY2019,32.7875631,-96.8010237,,,
176,AU BON PAIN,Routine,11/1/2018,83,7777,FOREST,D-210,75230,7777 FOREST LN D-210,11/1/2018,FY2019,32.9113881,-96.7734463,Bakery,4,21
177,AU BON PAIN,Routine,9/13/2017,93,1445,ROSS,#500,75202,1445 ROSS AVE #500,9/1/2017,FY2017,32.7848396,-96.8026985,,,
178,AU BON PAIN - JACKSON CAFE,Routine,4/16/2019,90,8198,WALNUT HILL,G100,75231,8198 WALNUT HILL LN STE G100,4/1/2019,FY2019,32.8800172,-96.7641223,,,
179,AU BON PAIN - KIOSK,Routine,3/20/2019,92,8200,WALNUT HILL,,75231,8200 WALNUT HILL LN,3/1/2019,FY2019,32.8794383,-96.7632008,,,
180,AUNT IRENE'S KITCHEN,Routine,2/28/2018,92,2913,ERVAY,,75215,2913 S ERVAY ST,2/1/2018,FY2018,32.7618865,-96.7779919,,,
181,AUNT IRENE'S KITCHEN & CATERING,Routine,9/18/2019,90,3309,MALCOLM X,#A,75216,3309 S MALCOLM X BLVD #A,9/1/2019,FY2019,32.766612,-96.765867,Restaurant,4.5,1700
182,AUNT MARY'S SNACK BAR,Routine,2/15/2019,94,7815,GREAT TRINITY FOREST,,75217,7815 GREAT TRINITY FOREST WAY,2/1/2019,FY2019,32.713316,-96.6877702,,,
183,AUNTE ANNE'S SOFT PRETZELS,Routine,2/12/2019,97,8687,CENTRAL,#2410,75206,8687 N CENTRAL EXPW #2410,2/1/2019,FY2019,,,,,
184,AUNTIE ANNE'S,Routine,2/11/2019,94,13350,DALLAS,#3290,75240,13350 DALLAS PKWY #3290,2/1/2019,FY2019,32.9290218,-96.8200386,Bar,4.5,651
185,AUTRY'S GROCERY,Routine,10/28/2019,82,4903,LANCASTER,,75216,4903 S LANCASTER RD,10/1/2019,FY2020,32.6885549,-96.7911265,Restaurant,4.2,825
186,AVANTI RISTORANTI,Routine,9/18/2019,90,2720,MCKINNEY,,75204,2720 MCKINNEY AVE,9/1/2019,FY2019,32.7980902,-96.8009078,Bar,4.5,306
187,AVENTURAS CONVENIENCE,Routine,1/9/2019,95,4864,BUCKNER,#A,75227,4864 S BUCKNER BLVD #A,1/1/2019,FY2019,32.7820653,-96.6822785,,,
188,AVENUE,Routine,7/6/2018,94,2912,MCKINNEY,,75204,2912 MCKINNEY AVE,7/1/2018,FY2018,32.8000928,-96.8004901,Bar,4.5,630
189,AVILA'S MEXICAN RESTAURANT,Routine,8/15/2019,87,4714,MAPLE,,75219,4714 MAPLE AVE,8/1/2019,FY2019,32.8142446,-96.825521,Restaurant,4.5,865
190,AVOCA COFFEE,Routine,10/6/2016,96,750,ST. PAUL,#150,75201,750 N ST. PAUL ST #150,10/1/2016,FY2017,32.7860112,-96.7997259,,,
191,AW SHUCKS,Routine,8/14/2019,85,3601,GREENVILLE,,75206,3601 GREENVILLE AVE,8/1/2019,FY2019,32.8310141,-96.7703297,Restaurant,4.5,1417
192,AWAD DAIQUIRI AND MORE,Routine,10/24/2019,80,8008,POLK,#101,75232,8008 S POLK ST #101,10/1/2019,FY2020,32.6495723,-96.8395806,,,
193,AZ FOOD MART,Routine,3/5/2019,88,300,MARSALIS,,75203,300 S MARSALIS AVE,3/1/2019,FY2019,32.7447197,-96.8151372,,,
194,AZ FOOD MART,Routine,12/5/2018,87,19059,MARSH LANE,,75287,19059 MARSH LANE,12/1/2018,FY2019,33.011349,-96.857787,Restaurant,5,25
195,AZETCA MEXICAN BAKERY,Routine,11/14/2018,97,11555,FERGUSON,#500,75228,11555 FERGUSON RD #500,11/1/2018,FY2019,32.852932,-96.6531634,,,
196,AZUCAR ICE CREAM,Routine,10/16/2019,95,269,BISHOP,,75208,269 N BISHOP AVE,10/1/2019,FY2020,32.7469075,-96.8284073,Restaurant,4.2,169
197,B & B NEWS & MORE,Routine,2/13/2019,98,13350,DALLAS,#3395,75240,13350 DALLAS PKWY #3395,2/1/2019,FY2019,32.9290218,-96.8200386,Bar,4.5,651
198,B & K SMOKEHOUSE,Routine,7/8/2019,84,5002,HOHEN,,75215,5002 HOHEN AVE,7/1/2019,FY2019,32.747449,-96.760063,Restaurant,4.8,12
199,B & P SNACKS,Routine,9/11/2019,88,13440,TI,#5,75243,13440 TI BLVD #5,9/1/2019,FY2019,32.9306899,-96.7483538,Meal_Takeaway,3.9,94
200,B C ICE CREAM A,Routine,10/25/2019,91,735,WESTMORELAND,,75211,735 N WESTMORELAND RD,10/1/2019,FY2020,32.750956,-96.8751368,,,
201,B CAKE CAFE,Routine,10/28/2019,80,9780,WALNUT,#280,75243,9780 WALNUT ST #280,10/1/2019,FY2020,32.9216441,-96.719405,Restaurant,4.3,2106
202,B-Z MART,Routine,9/11/2019,88,5455,JIM MILLER,,75227,5455 N JIM MILLER RD,9/1/2019,FY2019,32.7910962,-96.7004485,Meal_Takeaway,3.1,129
203,B-Z SHOP,Routine,1/18/2019,91,7602,GREAT TRINITY FOREST,,75217,7602 GREAT TRINITY FOREST WAY,1/1/2019,FY2019,32.712311,-96.6912575,Restaurant,,
204,B'S DONUTS,Routine,12/12/2019,96,11738,MARSH,,75229,11738 MARSH LN,12/1/2019,FY2020,32.9087473,-96.8556422,Restaurant,4.4,482
205,BABB'S BBQ,Routine,8/22/2019,90,3015,GULDEN,#105,75212,3015 GULDEN #105,8/1/2019,FY2019,32.7799436,-96.8281532,Bar,4.3,928
206,BABOUSH,Routine,8/12/2019,87,3636,MCKINNEY,#160,75204,3636 MCKINNEY AVE #160,8/1/2019,FY2019,32.8073188,-96.7966329,Restaurant,4,437
207,BABY BACK SHAK,Routine,11/22/2019,87,1800,AKARD,,75215,1800 S AKARD ST,11/1/2019,FY2020,32.7679146,-96.7898787,Bar,4.5,682
208,BABYDOLL'S TOPLESS SALOON,Routine,12/12/2019,83,10250,SHADY,,75220,10250 SHADY TRL,12/1/2019,FY2020,32.8635578,-96.8895164,Night_Club,2.8,184
209,BACHMAN LAKE CHEVRON,Routine,6/19/2019,96,3311,NORTHWEST,,75220,3311 W NORTHWEST HWY,6/1/2019,FY2019,32.8563552,-96.8647544,Restaurant,4.3,137
210,BACK COUNTRY BAR B Q,Routine,8/29/2019,95,6940,GREENVILLE,,75231,6940 GREENVILLE AVE,8/1/2019,FY2019,32.8724567,-96.7634065,Spa,5,7
211,BACK HOME BARBECUE,Follow-up,7/16/2018,80,5014,ROSS,,75206,5014 ROSS AVE,7/1/2018,FY2018,32.8072428,-96.7742317,,,
212,BAHAMA BEACH CONCESSIONS,Routine,8/18/2017,80,1895,CAMPFIRE,,75232,1895 CAMPFIRE CIR,8/1/2017,FY2017,32.6833322,-96.8536526,,,
213,BAHAMA BUCKS,Routine,12/3/2019,98,6780,ABRAMS,#107,75231,6780 ABRAMS RD #107,12/1/2019,FY2020,32.8673669,-96.7415428,Restaurant,3.9,276
214,BAHAMA BUCKS,Routine,10/9/2019,99,6033,CAMPBELL,,75248,6033 CAMPBELL RD,10/1/2019,FY2020,32.9837813,-96.8033256,,,
215,BAILEY'S CAFE,Routine,11/28/2018,94,2525,INWOOD,#123,75235,2525 INWOOD RD #123,11/1/2018,FY2019,32.8220933,-96.836398,Restaurant,5,5
216,BAJA FOOD MART,Routine,3/9/2019,88,5606,RL THORNTON,,75223,5606 E RL THORNTON FRWY,3/1/2019,FY2019,32.7906985,-96.7460989,,,
217,BAKER BROS AMERICA DELI,Routine,10/19/2016,88,14060,DALLAS,#B,75240,14060 DALLAS PKWY STE #B,10/1/2016,FY2017,32.9385538,-96.8206133,,,
218,BAKER BROS AMERICAN DELI,Routine,3/14/2019,86,5500,GREENVILLE,#1102,75206,5500 GREENVILLE AVE #1102,3/1/2019,FY2019,32.8521485,-96.7683882,Restaurant,3.8,458
219,BAKERS RIBS,Routine,8/19/2019,86,6516,NORTHWEST,,75231,6516 E NORTHWEST HWY,8/1/2019,FY2019,32.8564641,-96.7486821,Meal_Delivery,4.3,357
220,BAKERS RIBS,Routine,5/16/2018,85,3033,MAIN,,75226,3033 MAIN ST,5/1/2018,FY2018,32.7849266,-96.7792278,,,
221,BAKERY,Routine,10/10/2019,97,4062,LBJ,,76244,4062 LBJ FRWY,10/1/2019,FY2020,32.9218256,-96.8431324,Cafe,,
222,BAKERY,Routine,10/28/2019,95,4241,CAPITOL,,75204,4241 CAPITOL AVE,10/1/2019,FY2020,32.8066446,-96.7889715,,,
223,BAKERY,Routine,1/9/2019,99,7075,WHEATLAND,,75249,7075 W WHEATLAND RD,1/1/2019,FY2019,32.6494753,-96.9445654,,,
224,BAKERY/DELI,Routine,11/5/2019,89,15757,COIT,,75248,15757 COIT RD,11/1/2019,FY2020,32.9633575,-96.7707255,,,
225,BAKERY/DELI,Routine,6/14/2017,82,7007,ARAPAHO,,75248,7007 ARAPAHO RD,6/1/2017,FY2017,32.9633883,-96.7877162,,,
226,BALE I RESTAURANT,Routine,1/14/2020,85,11404,SHILOH,#101,75228,11404 SHILOH RD #101,1/1/2020,FY2020,32.8499653,-96.665232,Restaurant,4.4,27
227,BALEADAS BY LILI'S BAR AND GRILL,Routine,12/16/2019,93,3215,SHEILA,,75220,3215 SHEILA LN,12/1/2019,FY2020,32.8557301,-96.8676355,Restaurant,3.9,638
228,BANANA LEAF THAI CUISINE,Routine,10/14/2019,95,17370,PRESTON,#500,75252,17370 PRESTON RD #500,10/1/2019,FY2020,32.9890394,-96.801289,Restaurant,4.4,674
229,BANDERA CLUB,Routine,3/13/2018,88,10815,FERGUSON,,75228,10815 FERGUSON RD,3/1/2018,FY2018,32.843209,-96.6644385,,,
230,BANGKOK CITY ON GREENVILLE,Routine,12/19/2019,80,4503,GREENVILLE,,75206,4503 GREENVILLE AVE,12/1/2019,FY2020,32.8422611,-96.7704402,Restaurant,4.2,288
231,BANGKOK CITY RESTAURANT,Routine,9/12/2019,86,4301,BRYAN,#101,75204,4301 BRYAN ST #101,9/1/2019,FY2019,32.7993012,-96.7795551,Restaurant,4.4,566
232,BANGKOK INN,Routine,8/21/2019,81,6033,ORAM,,75206,6033 ORAM ST,8/1/2019,FY2019,32.814166,-96.7622597,Restaurant,4.4,171
233,BANGKOK THAI CUISINE RESTAURANT,Routine,9/11/2019,83,10207,CENTRAL,,75230,10207 N CENTRAL EXPW,9/1/2019,FY2019,32.8857848,-96.7709573,Restaurant,4.4,326
234,BANH MI STATION,Routine,9/5/2019,94,1818,SYLVAN,#C100,75208,1818 SYLVAN AVE #C100,9/1/2019,FY2019,32.7681328,-96.8355187,Restaurant,4.6,100
235,BANNER PLACE SANDWICH SHOP,Routine,12/7/2018,87,12770,COIT,#160,75251,12770 COIT RD #160,12/1/2018,FY2019,32.9216334,-96.7683458,Meal_Takeaway,5,4
236,BANQUET KITCHEN - BALLROOM LEVEL,Routine,10/4/2019,92,1530,MAIN,,75201,1530 MAIN ST,10/1/2019,FY2020,32.7807089,-96.7984434,Restaurant,4.1,1745
237,BAR,Routine,1/29/2019,98,1000,AUSTIN,,75215,1000 S AUSTIN ST,1/1/2019,FY2019,32.768741,-96.799554,,,
238,BAR,Routine,9/27/2018,100,3025,MAIN,#100,75226,3025 MAIN ST #100,9/1/2018,FY2018,32.7848883,-96.7799061,Restaurant,4.8,187
239,BAR LOUIE,Routine,12/19/2019,96,8166,PARK,#C310,75231,8166 PARK LN #C310,12/1/2019,FY2020,,,,,
240,BAR/KITCHEN(ICE MACHINE ONLY),Routine,2/28/2019,94,2605,ELM,,75226,2605 ELM ST,2/1/2019,FY2019,32.7842786,-96.7863379,Cafe,4,442
241,BARACK OBAMA MALE LEADERSHIP ACADE,Routine,9/12/2019,95,4730,LANCASTER,,75216,4730 S LANCASTER RD,9/1/2019,FY2019,32.6915366,-96.7908127,,,
242,BARBACOA AGAVE,Routine,8/27/2019,88,9515,C F HAWN,,75217,9515 C F HAWN FRWY,8/1/2019,FY2019,32.7018271,-96.6582369,Restaurant,4.1,489
243,BARBACOA AGAVE HIDALGUENSE,Routine,1/6/2020,85,4525,MAPLE,,75219,4525 MAPLE AVE,1/1/2020,FY2020,32.8119833,-96.8237351,Restaurant,4.1,139
244,BARBEC'S RESTAURANT,Routine,7/10/2019,83,8949,GARLAND,,75218,8949 GARLAND RD,7/1/2019,FY2019,32.8276867,-96.7103109,Restaurant,4.3,758
245,BARBI'S BAR,Routine,11/23/2018,93,3238,SAMUELL,,75223,3238 SAMUELL BLVD,11/1/2018,FY2019,32.7927417,-96.7388892,Restaurant,4.1,23
246,BARCADIA,Routine,9/16/2019,97,1917,HENDERSON,,75224,1917 N HENDERSON,9/1/2019,FY2019,32.8116459,-96.775207,Bar,4,631
247,BARNES & NOBLE,Routine,3/19/2019,99,5959,ROYAL,#616,75230,5959 ROYAL LN #616,3/1/2019,FY2019,32.8958022,-96.805795,Cafe,4.2,125
248,BARNES & NOBLE CAFE,Routine,10/14/2019,97,5301,BELTLINE,#118,75240,5301 BELTLINE RD #118,10/1/2019,FY2020,32.956218,-96.8159636,,,
249,BARRY'S BOOTCAMP,Routine,2/28/2019,98,3600,MCKINNEY,#150,75204,3600 MCKINNEY AVE #150,2/1/2019,FY2019,32.8070117,-96.7973477,,,
250,BARUCH HASHEM CONGREGATION,Routine,3/4/2019,100,6304,BELTLINE,,75248,6304 BELTLINE RD,3/1/2019,FY2019,32.9493124,-96.7968387,,,
251,BASEMENT,Routine,12/13/2019,100,1303,MAIN,,75202,1303 MAIN ST,12/1/2019,FY2020,32.7804885,-96.8006992,Meal_Delivery,4.2,507
252,BASKIN ROBBIN'S,Routine,4/18/2019,98,11700,PRESTON,#670,75230,11700 PRESTON RD #670,4/1/2019,FY2019,32.9083556,-96.8028336,,,
253,BASKIN ROBBINS,Routine,1/9/2020,96,2433,KIEST,,75233,2433 W KIEST BLVD,1/1/2020,FY2020,32.7063347,-96.8582392,Bar,4.5,643
254,BASKIN ROBBINS,Routine,11/22/2019,92,5500,GREENVILLE,#501,75206,5500 GREENVILLE AVE #501,11/1/2019,FY2020,32.8521485,-96.7683882,Restaurant,3.8,458
255,BASKIN ROBBINS,Routine,12/18/2018,93,8411,PRESTON,#120,75225,8411 PRESTON RD #120,12/1/2018,FY2019,32.8650835,-96.8047058,Restaurant,,
256,BASKIN ROBBINS TEXPRESS GOURMET,Routine,3/27/2019,94,8008,HERB KELLEHER,C2215,75235,8008 HERB KELLEHER WAY C2215,3/1/2019,FY2019,32.8481029,-96.8512063,,,
257,BASKIN ROBINS / TEXSPRESS,Routine,3/27/2019,92,8008,CEDAR SPRINGS,C2521,75235,8008 CEDAR SPRINGS RD C2521,3/1/2019,FY2019,32.8444583,-96.849846,Bakery,2.6,37
258,BAWA SHELL,Routine,5/9/2019,94,5607,RL THORNTON,,75223,5607 E RL THORNTON FRWY,5/1/2019,FY2019,32.7922246,-96.7461143,,,
259,BAYLOR HOSPITAL CAFETERIA,Routine,8/16/2019,85,909,WASHINGTON,,75201,909 N WASHINGTON AVE,8/1/2019,FY2019,32.791682,-96.7804763,,,
260,BAYLOR UNIVERSITY MED CTR BAKERY,Routine,8/21/2019,94,3500,GASTON,,75246,3500 GASTON AVE,8/1/2019,FY2019,32.7899372,-96.7805931,Restaurant,3.7,3
261,BAYMONT INN & SUITES,Routine,7/17/2019,92,2370,NORTHWEST,,75220,2370 W NORTHWEST HWY,7/1/2019,FY2019,32.858991,-96.8864247,,,
262,BBBOP,Routine,9/4/2019,81,5323,GREENVILLE,#5,75206,5323 GREENVILLE AVE #5,9/1/2019,FY2019,,,,,
263,BBBOP,Routine,6/4/2018,80,2023,GREENVILLE,#130,75206,2023 GREENVILLE RD #130,6/1/2018,FY2018,32.8152285,-96.7706047,Restaurant,4.4,77
264,BBBOP SEOUL KITCHEN,Routine,12/23/2019,80,828,DAVIS,,75208,828 W DAVIS ST,12/1/2019,FY2020,32.7493402,-96.8368866,Restaurant,4.6,639
265,BBVA COMPASS CORNERSTONE CENTRALIZATION,Routine,12/11/2019,88,8080,CENTRAL,#120,75206,8080 N CENTRAL EXPW #120,12/1/2019,FY2020,32.8605101,-96.7693885,Meal_Takeaway,,
266,BE RAW FOOD & JUICE RESTAURANT,Routine,7/11/2018,83,6005,BERKSHIRE,,75225,6005 BERKSHIRE LN,7/1/2018,FY2018,32.8650936,-96.8081557,Restaurant,4.3,63
267,BE YOU NUTRITION,Routine,3/7/2019,87,5626,MAPLE,#150,75225,5626 MAPLE AVE #150,3/1/2019,FY2019,32.8695051,-96.7895574,,,
268,BEAUTY BAR DALLAS,Routine,5/9/2018,90,1924,HENDERSON,,75206,1924 N HENDERSON AVE,5/1/2018,FY2018,32.8119495,-96.7749363,Bar,4,631
269,BECKLEY DONUTS,Routine,1/28/2019,80,2319,BECKLEY,,75216,2319 S BECKLEY AVE,1/1/2019,FY2019,32.719766,-96.8232457,Restaurant,3.5,387
270,BECKS PRIME,Routine,7/15/2019,100,5931,FOREST,,75230,5931 FOREST LN,7/1/2019,FY2019,32.9098879,-96.8049343,Restaurant,4.4,410
271,BEER TO GO,Routine,12/7/2018,90,4821,COLUMBIA,#A,75226,4821 COLUMBIA AVE #A,12/1/2018,FY2019,32.7950366,-96.7641698,,,
272,BELLAGREEN,Routine,7/15/2019,91,8041,WALNUT HILL,,75231,8041 WALNUT HILL LN,7/1/2019,FY2019,32.8814555,-96.7680529,Restaurant,4.3,499
273,BELLATRINO PIZZERIA & CUCINA,Routine,4/16/2019,86,920,HARWOOD,#201,75201,920 S HARWOOD ST #201,4/1/2019,FY2019,32.77747,-96.7900856,Restaurant,4.4,355
274,BELLINI'S ITALIAN CAFE,Routine,6/28/2018,80,3810,CONGRESS,#109,75219,3810 CONGRESS AVE #109,6/1/2018,FY2018,32.8076105,-96.8111313,,,
275,BELMENT CAFE,Routine,1/14/2019,86,9751,WALNUT,#122,75243,9751 WALNUT ST #122,1/1/2019,FY2019,32.9239514,-96.7189877,Restaurant,4.1,50
276,BELMONTS CAFE ON BACHMAN CREEK,Routine,11/14/2019,91,3880,NORTHWEST,,75220,3880 W NORTHWEST HWY,11/1/2019,FY2020,32.8614103,-96.850066,,,
277,BELO CULINAIRE,Routine,9/23/2019,90,2101,ROSS,,75201,2101 ROSS AVE,9/1/2019,FY2019,32.788352,-96.7986379,,,
278,BELOW ZERO,Routine,8/22/2019,89,4444,ILLINOIS,#120,75211,4444 ILLINOIS AVE #120,8/1/2019,FY2019,32.7201045,-96.8929566,,,
279,BELZIES BAR,Routine,7/10/2018,94,10260,FERGUSON,,75228,10260 FERGUSON RD,7/1/2018,FY2018,32.833435,-96.6736753,,,
280,BENDERS SPORTS & SPIRITS,Routine,4/24/2019,95,18110,MIDWAY,#188,75287,18110 MIDWAY RD #188,4/1/2019,FY2019,32.9962566,-96.8426795,Restaurant,3.9,96
281,BENIHANA,Routine,10/22/2019,83,7775,BANNER,,75251,7775 BANNER DR,10/1/2019,FY2020,32.9216471,-96.7729473,Restaurant,4.2,2025
282,BENNY BAGELS LAKEWOOD,Routine,7/8/2019,88,1901,SKILLMAN,,75206,1901 SKILLMAN,7/1/2019,FY2019,32.8128105,-96.762176,Cafe,4.7,313
283,BENNY'S BAGELS,Routine,1/24/2019,89,6911,FRANKFORD,#500,75252,6911 FRANKFORD RD #500,1/1/2019,FY2019,32.9983209,-96.7839923,Bakery,4.4,190
284,BENNY'S BAGELS,Routine,10/16/2018,93,1700,PACIFIC,C106,75201,1700 PACIFIC AVE C106,10/1/2018,FY2019,32.782268,-96.7967576,Meal_Takeaway,3.5,6
285,BENNY'S BAGELS,Routine,12/19/2017,76,1901,SKILLMAN,,75206,1901 SKILLMAN ST,12/1/2017,FY2018,32.8128105,-96.762176,Cafe,4.7,313
286,BENNY'S FOOD & MART,Routine,10/15/2019,99,5942,ABRAMS,,75231,5942 ABRAMS RD,10/1/2019,FY2020,32.8576889,-96.7480359,Cafe,3.6,683
287,BENNYS CLASSIC GRILL,Routine,7/18/2019,88,10302,GARLAND,,75218,10302 GARLAND RD,7/1/2019,FY2019,32.8413486,-96.6923215,Restaurant,4.4,334
288,BENT TREE CC LAKE,Routine,1/17/2019,98,5201,WESTGROVE,,75248,5201 WESTGROVE DR,1/1/2019,FY2019,32.9816724,-96.8213623,,,
289,BENT TREE EXXON/ICE CREAM,Routine,2/5/2019,100,16110,DALLAS,,75287,16110 DALLAS PKWY,2/1/2019,FY2019,32.9689136,-96.8209691,Meal_Takeaway,4.2,65
290,BENTON LOUNGE,Routine,7/15/2019,91,4814,SECOND,,75210,4814 SECOND AVE,7/1/2019,FY2019,32.7613666,-96.7445273,,,
291,BERKSHIRE CAFE,Routine,8/1/2019,92,5950,BERKSHIRE,#175,75225,5950 BERKSHIRE LN #175,8/1/2019,FY2019,32.8645845,-96.8107313,,,
292,BERNIE'S,Routine,11/26/2019,97,6211,NORTHWEST,#C150,75225,6211 W NORTHWEST HWY #C150,11/1/2019,FY2020,32.8662169,-96.800016,,,
293,BERRY NAKED,Routine,1/18/2019,89,5560,LOVERS,#251,75209,5560 LOVERS LN #251,1/1/2019,FY2019,32.8501457,-96.8182246,Bar,4.3,376
294,BERTA'S RESTAURANTE Y PANADERIA,Routine,12/27/2019,86,11363,DENTON,#207,75229,11363 DENTON DR #207,12/1/2019,FY2020,32.8968242,-96.8895533,Restaurant,4.7,55
295,BESA'S PIZZA & PASTA,Routine,9/25/2019,84,14856,PRESTON,#110,75254,14856 PRESTON RD #110,9/1/2019,FY2019,32.9508704,-96.8028234,Restaurant,4.4,188
296,BESSIE'S CATERING,Routine,1/25/2018,93,2636,SWISS,,75204,2636 SWISS AVE,1/1/2018,FY2018,32.7870239,-96.787709,,,
297,BEST BURGER,Routine,1/17/2019,96,2031,BUCKNER,#B,75217,2031 S BUCKNER BLVD #B,1/1/2019,FY2019,32.7477157,-96.6834436,Restaurant,4.3,217
298,BEST DRINKS EVER,Routine,6/23/2018,100,10606,SHADY,#113,75720,10606 SHADY TRL #113,6/1/2018,FY2018,32.8695839,-96.8896195,,,
299,BEST KING CHINA/GOLDEN CHICK,Routine,8/12/2019,88,9531,C F HAWN,#A,75217,9531 C F HAWN FRWY SUIT #A,8/1/2019,FY2019,32.7015579,-96.6576946,Meal_Takeaway,3.8,294
300,BEST TACO,Routine,8/1/2018,81,1805,SYLVAN,,75208,1805 SYLVAN AVE,8/1/2018,FY2018,32.7680373,-96.8364014,Restaurant,4.1,294
301,BEST THAI DINER,Follow-up,1/16/2018,90,9170,LBJ,,75243,9170 LBJ FRWY,1/1/2018,FY2018,32.9162469,-96.7447576,,,
302,BEST THAI RESTAURANT,Routine,10/27/2017,100,5959,ROYAL,#540,75230,5959 ROYAL LN #540,10/1/2017,FY2018,32.8960989,-96.8056247,Restaurant,4.6,35
303,BEST THAI SIGNATURE,Routine,8/14/2019,87,18352,DALLAS,#112,75287,18352 DALLAS PKWY #112,8/1/2019,FY2019,32.9994863,-96.8282889,Restaurant,4.5,325
304,BETO & SON REAL MEXICAN FOOD,Routine,11/19/2019,81,3011,GULDEN,#108,75212,3011 GULDEN LN #108,11/1/2019,FY2020,32.7793722,-96.8289924,Bar,4.2,455
305,BETTY RINGER ICE CREAM,Routine,6/14/2018,93,750,FORT WORTH,#H120,75209,750 FORT WORTH AVE #H120,6/1/2018,FY2018,32.7692322,-96.8346844,,,
