restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year
"""LET'S DO LUNCH""",Routine,8/28/19,100,1720,REGAL,#105,75235,1720 REGAL ROW #105,8/1/19,FY2019
$ STUFF & MORE,Routine,12/28/18,93,4702,EAST GRAND,,75223,4702 EAST GRAND AVE,12/1/18,FY2019
A & A MART,Routine,5/14/19,81,309,MARSALIS,,75203,309 S MARSALIS AVE,5/1/19,FY2019
A & J BAKERY,Routine,4/30/19,92,3515,OAK LAWN,,75219,3515 OAK LAWN AVE,4/1/19,FY2019
A & K MART,Routine,2/7/19,98,5723,SINGLETON,,75212,5723 SINGLETON BLVD,2/1/19,FY2019
A AND A'S QUICKSTOP,Routine,12/11/19,90,4307,DUNCANVILLE,#101,75236,4307 DUNCANVILLE RD #101,12/1/19,FY2020
A DONUT,Routine,12/20/18,91,2829,WEBB CHAPEL,102A,75238,2829 WEBB CHAPEL EXT 102A,12/1/18,FY2019
A LA CARTE CAKES AND CATE,Routine,12/4/19,80,2750,NORTHAVEN,#304,75220,2750 NORTHAVEN RD #304,12/1/19,FY2020
A LOUISIANA WING COMPANY,Routine,1/3/20,89,2860,LEDBETTER,,75216,2860 E LEDBETTER DR,1/1/20,FY2020
A MOTIONS FOOD MART,Routine,2/22/18,80,829,CORINTH ST,,75203,829 S CORINTH ST RD,2/1/18,FY2018
A PLUS GROCERY BEER & WINE,Routine,2/14/19,82,4407,MOCKINGBIRD,,75209,4407 W MOCKINGBIRD LN,2/1/19,FY2019
A SANDWICH SHOP,Routine,1/28/19,92,8333,DOUGLAS,#C140,75225,8333 DOUGLAS AVE #C140,1/1/19,FY2019
A STEP UP,Routine,2/27/19,97,3720,WALNUT HILL,#115,75229,3720 WALNUT HILL LN #115,2/1/19,FY2019
A TASTE OF WAYS CATERING,Routine,12/11/19,97,2949,KIEST,#A,75216,2949 E KIEST BLVD #A,12/1/19,FY2020
A TO Z FOOD MART,Routine,6/17/19,97,2120,ST AUGUSTINE,#130,75227,2120 N ST AUGUSTINE RD #130,6/1/19,FY2019
A W BROWN FELLOWSHIP CHURCH,Routine,10/23/19,98,6901,WESTMORELAND,,75237,6901 S WESTMORELAND RD,10/1/19,FY2020
A WOK EXPRESS,Routine,12/3/19,80,10349,FERGUSON,,75228,10349 FERGUSON RD,12/1/19,FY2020
A-MOTION FOOD MART,Routine,3/14/19,80,829,CORINTH,,75203,829 S CORINTH,3/1/19,FY2019
A-PLUS EXPRESS KIOSK,Routine,12/7/17,99,1500,MARILLA,1ST,75201,1500 MARILLA ST 1ST,12/1/17,FY2018
A.W. BROWN,Routine,11/11/19,98,5701,REDBIRD CENTER,,75115,5701 REDBIRD CENTER DR,11/1/19,FY2020
A&A PIZZA,Routine,9/30/19,92,900,CORINTH,,75203,900 S CORINTH ST,9/1/19,FY2019
A&R REVELES MEXICAN BAKERY,Routine,3/31/19,88,2610,SYLVAN,,75212,2610 SYLVAN AVE,3/1/19,FY2019
AA SHELL,Routine,2/15/19,90,11404,STEMMONS,,75229,11404 N STEMMONS FRWY,2/1/19,FY2019
AB WINGS,Routine,12/2/19,91,3628,FRANKFORD,#290,75287,3628 FRANKFORD RD #290,12/1/19,FY2020
ABACUS,Routine,3/19/19,81,4511,MCKINNEY,,75205,4511 MCKINNEY AVE,3/1/19,FY2019
ABBY RESTAURANT,Routine,4/13/19,97,10788,HARRY HINES,#G-08,75220,10788 HARRY HINES BLVD #G-08,4/1/19,FY2019
ABHIRUCHI CURRIES,Routine,3/24/17,80,19021,MIDWAY,#200,75287,19021 MIDWAY RD #200,3/1/17,FY2017
ABRAMS DELI,Routine,2/14/19,88,9330,LBJ,#100,75231,9330 LBJ FRWY #100,2/1/19,FY2019
ABRAMS FOOD & BEER WINE,Routine,5/7/19,88,12121,ABRAMS,,75243,12121 ABRAMS RD,5/1/19,FY2019
ABRAMS FOOD MART,Routine,7/9/19,85,9730,ABRAMS,#114,75243,9730 ABRAMS RD #114,7/1/19,FY2019
ABRAMS MOBIL,Routine,2/20/19,95,6500,NORTHWEST,,75231,6500 E NORTHWEST HWY,2/1/19,FY2019
ABUELITA PANADERIA,Routine,7/5/18,96,3701,NORTHWEST,#186,75220,3701 W NORTHWEST HWY #186,7/1/18,FY2018
ABUGEDA GROCERY,Routine,11/14/19,94,12101,GREENVILLE,#107,75243,12101 GREENVILLE AVE #107,11/1/19,FY2020
ABYSSINIA MARKET,Routine,10/3/19,93,9191,FOREST,#1A,75243,9191 FOREST LN #1A,10/1/19,FY2020
AC RESIDENCE INN BAR,Routine,12/2/19,92,5460,JAMES TEMPLE,,75240,5460 JAMES TEMPLE DR,12/1/19,FY2020
ACA LAS TORTAS,Routine,7/3/19,80,4420,WORTH,,75246,4420 WORTH ST,7/1/19,FY2019
ACADEMIA DE LA SALUD,Routine,3/6/19,92,14215,COIT,#124,75234,14215 COIT RD #124,3/1/19,FY2019
ACADIA ASSISTED LIVING,Routine,6/19/19,95,3344,FOREST,,75234,3344 FOREST LN,6/1/19,FY2019
ACAPULCO,Routine,9/24/19,85,300,LEDBETTER,#100,75216,300 E LEDBETTER DR #100,9/1/19,FY2019
ACENSION COFFEE ROASTERS LP,Routine,1/8/19,97,2500,FARRINGTON,#180,75207,2500 FARRINGTON ST #180,1/1/19,FY2019
ACTION NUTRITION,Routine,10/19/16,90,3701,NORTHWEST,#250,75220,3701 W NORTHWEST HWY #250,10/1/16,FY2017
ADAIR'S CAFE,Routine,11/25/19,95,2624,COMMERCE,,75226,2624 COMMERCE ST,11/1/19,FY2020
ADAM'S KABOB & GRILL,Routine,2/27/19,94,8024,SPRING VALLEY,,75240,8024 SPRING VALLEY RD,2/1/19,FY2019
ADELFA BOTELLO CALLEJO,Routine,11/21/19,90,7817,MILITARY,,75228,7817 MILITARY PKWY,11/1/19,FY2020
ADELMO'S,Routine,9/5/19,81,5450,LOVERS,#225,75209,5450 W LOVERS LN #225,9/1/19,FY2019
ADERRT GRILL & SALAD,Routine,8/29/19,75,13410,PRESTON,#J,75240,13410 PRESTON RD #J,8/1/19,FY2019
ADI'S SHELL,Routine,6/13/19,86,2313,BUCKNER,#100,75227,2313 S BUCKNER BLVD #100,6/1/19,FY2019
ADMIRALS CONCRETE FOUNDATION CLUB,Routine,2/19/19,100,2500,VICTORY,,75205,2500 VICTORY AVE,2/1/19,FY2019
ADVENTURE LANDING,Routine,10/15/19,97,17717,COIT,,75252,17717 COIT RD,10/1/19,FY2020
AFC SUSHI,Routine,9/16/19,98,1441,BECKLEY,,75208,1441 N BECKLEY AVE,9/1/19,FY2019
AFC SUSHI,Routine,9/5/19,100,1935,MEDICAL DISTRICT,,75235,1935 MEDICAL DISTRICT DR,9/1/19,FY2019
AFC SUSHI,Routine,5/1/19,95,3757,FOREST,,75244,3757 FOREST LN,5/1/19,FY2019
AFRICAN AMERICAN MUSEUM,Routine,5/31/19,100,3536,GRAND,,75210,3536 GRAND AVE,5/1/19,FY2019
AFRICAN KITCHEN,Routine,9/20/19,89,4515,VILLAGE FAIR,#E-4,75224,4515 VILLAGE FAIR DR #E-4,9/1/19,FY2019
AFRIKA FUSION,Routine,12/27/19,86,18900,DALLAS,#125,75287,18900 N DALLAS PKWY #125,12/1/19,FY2020
AGA'S BIRYANI & BBQ,Routine,10/28/19,80,11276,HARRY HINES,#103,75229,11276 HARRY HINES BLVD #103,10/1/19,FY2020
AGOZA GEBYA,Routine,12/16/19,89,5528,ALPHA,#105,75240,5528 ALPHA RD #105,12/1/19,FY2020
AGU A RAMEN BISTRO,Routine,8/28/19,88,5331,MOCKINGBIRD,125,75206,5331 E MOCKINGBIRD 125,8/1/19,FY2019
AGUAS FRESCAS Y MAS,Routine,11/20/18,87,803,BEACON,#300,75223,803 S BEACON ST #300,11/1/18,FY2019
AI GOODS,Routine,3/28/18,92,4858,EAST GRAND,#A,75223,4858 EAST GRAND AVE #A,3/1/18,FY2018
AI SUSHI SAKE GRILL,Routine,9/26/19,86,4123,CEDAR SPRINGS,#102,75219,4123 CEDAR SPRINGS RD #102,9/1/19,FY2019
AIDS INTERFAITH NETWORK,Routine,6/14/18,90,2707,STEMMONS,#140,75207,2707 N STEMMONS FRWY #140,6/1/18,FY2018
AIN,Routine,9/24/19,95,2600,STEMMONS,#160,75207,2600 N STEMMONS FRWY #160,9/1/19,FY2019
AIR CULINAIRE,Routine,9/5/19,82,8001,LEMMON,,75209,8001 LEMMON AVE,9/1/19,FY2019
AJ DONUTS,Routine,4/19/19,84,2231,LEDBETTER,#260,75224,2231 W LEDBETTER DR #260,4/1/19,FY2019
AJOOMMA,Routine,1/10/19,89,2240,ROYAL,#306,75229,2240 ROYAL LN #306,1/1/19,FY2019
AJOOMMA SUNDAE,Routine,7/1/19,81,2240,ROYAL,#304,75229,2240 ROYAL LN #304,7/1/19,FY2019
AL BIERNAT'S NORTH,Routine,1/2/20,86,5251,SPRING VALLEY,,75254,5251 SPRING VALLEY RD,1/1/20,FY2020
AL CHILE,Routine,12/31/19,86,2643,HAMPTON,,75224,2643 S HAMPTON RD,12/1/19,FY2020
AL FOOD MART/ GROCERY,Routine,12/9/19,93,7150,CHAUCER,#108,75232,7150 CHAUCER PL #108,12/1/19,FY2020
AL KABOB GRILL & CAFE,Follow-up,11/13/19,80,11357,HARRY HINES,,75220,11357 HARRY HINES BLVD,11/1/19,FY2020
AL'S PIZZERIA,Routine,9/18/19,97,3701,NORTHWEST,#309,75220,3701 W NORTHWEST HWY #309,9/1/19,FY2019
AL'S PIZZERIA,Routine,10/5/18,88,3701,NORTHWEST,#309,75220,3701 W NORTHWEST HWY STE #309,10/1/18,FY2019
ALAMO CLUB,Routine,9/16/19,96,1919,GREENVILLE,,75206,1919 GREENVILLE AVE,9/1/19,FY2019
ALAMO DRAFTHOUSE BAR,Routine,12/3/19,97,6770,ABRAMS,,75231,6770 ABRAMS,12/1/19,FY2020
ALDEEZ SPORTS BAR AND LOUNGE,Routine,8/29/19,74,7879,SPRING VALLEY,#115,75254,7879 SPRING VALLEY RD #115,8/1/19,FY2019
ALDI,Routine,12/2/19,100,3632,FRANKFORD,,75287,3632 FRANKFORD RD,12/1/19,FY2020
ALDI,Routine,11/20/18,93,2440,ILLINOIS,,75233,2440 W ILLINOIS AVE,11/1/18,FY2019
ALEX ICE CREAM,Routine,11/14/18,95,2800,SHARON,,75211,2800 SHARON AVE,11/1/18,FY2019
ALEXANDRE'S,Routine,2/28/19,100,4026,CEDAR SPRINGS,#B,75219,4026 CEDAR SPRINGS RD #B,2/1/19,FY2019
ALFONSO'S ITALIAN RESTAUR,Routine,10/11/19,88,718,BUCKNER,#222,75218,718 N BUCKNER BLVD #222,10/1/19,FY2020
ALFREDO'S PIZZA & PASTA,Routine,9/18/19,89,4043,TRINITY MILLS,#108,75252,4043 TRINITY MILLS RD #108,9/1/19,FY2019
ALICE,Follow-up,7/10/19,80,1623,HALL,#103,75204,1623 N HALL ST #103,7/1/19,FY2019
ALICE HALL CATERING,Routine,1/6/20,82,11390,GRISSON,,75234,11390 GRISSON LN,1/1/20,FY2020
ALL N GO,Routine,2/10/19,89,3025,WEBB CHAPEL,,75220,3025 WEBB CHAPEL EXT,2/1/19,FY2019
ALL SAINTS CATHOLIC CHURCH,Routine,2/27/19,100,5231,MEADOWCREEK,,75248,5231 MEADOWCREEK DR,2/1/19,FY2019
ALL THE BALLS,Routine,1/13/20,95,1618,COMMERCE,,75208,1618 W COMMERCE ST,1/1/20,FY2020
ALLEN'S GROCERY,Routine,9/19/19,88,2500,LAWRENCE,,75215,2500 LAWRENCE ST,9/1/19,FY2019
ALLIGATOR JACKS BEER & WINE,Routine,12/13/18,89,5310,LAMAR,,75215,5310 S LAMAR ST,12/1/18,FY2019
ALOFT DALLAS,Routine,6/27/19,92,1033,YOUNG,#100,75202,1033 YOUNG ST #100,6/1/19,FY2019
ALOFT/ELEMENT BREAKFAST AREA- PREP AREA,Routine,7/10/19,96,2333,MOCKINGBIRD,,75235,2333 W MOCKINGBIRD LN,7/1/19,FY2019
ALOHA BAR-B-QUE,Routine,8/1/19,80,5610,LEMMON,#A1,75209,5610 LEMMON AVE #A1,8/1/19,FY2019
ALONTI CAFE,Routine,9/13/19,86,1150,EMPIRE CENTRAL,#100,75247,1150 EMPIRE CENTRAL DR #100,9/1/19,FY2019
ALONTI CAFE & CATERING,Routine,5/7/19,92,11411,CENTRAL,,75243,11411 N CENTRAL EXPW,5/1/19,FY2019
ALONTI DELI,Routine,12/12/18,96,901,MAIN,#C-10,75202,901 MAIN ST #C-10,12/1/18,FY2019
ALPHA FOOD MART,Follow-up,9/17/19,82,5626,ALPHA,,75240,5626 ALPHA RD,9/1/19,FY2019
AM DONUT AND COFFEE,Routine,5/23/19,97,115,ILLINOIS,,75224,115 W ILLINOIS AVE,5/1/19,FY2019
AMAZING DONUTS BAKERY,Routine,1/29/19,80,10355,FERGUSON,#150,75228,10355 FERGUSON RD #150,1/1/19,FY2019
AMAZING OCCASION CAKES,Routine,10/9/19,89,1149,RED BIRD,,75241,1149 E RED BIRD LN,10/1/19,FY2020
AMAZING ROSA SNACK STOP,Routine,2/23/17,82,3662,CAMP WISDOM,C1054,75237,3662 W CAMP WISDOM RD STE C1054,2/1/17,FY2017
AMAZING THAI,Routine,1/5/17,93,13021,COIT,#100,75240,13021 COIT RD #100,1/1/17,FY2017
AMAZING WRAP,Routine,12/5/19,89,901,MAIN,C106A,75202,901 MAIN ST C106A,12/1/19,FY2020
AMBALA GRILL,Routine,10/19/16,85,11641,HARRY HINES,#201,75229,11641 HARRY HINES BLVD #201,10/1/16,FY2017
AMBER JAX,Routine,8/26/19,83,3011,GULDEN,#107,75212,3011 GULDEN LN #107,8/1/19,FY2019
AMERICA'S BEST WINGS,Routine,9/3/19,85,4333,GANNON,#113,75237,4333 GANNON LN #113,9/1/19,FY2019
AMERICAN BUTCHERS,Routine,1/22/19,93,920,HARWOOD,#156,75201,920 S HARWOOD ST #156,1/1/19,FY2019
AMERICAN DOLLAR +,Routine,2/12/19,97,9770,FOREST,,75243,9770 FOREST LN,2/1/19,FY2019
AMERICAN GIRL BOUTIQUES AND BISTRO,Routine,1/13/20,96,13464,DALLAS,,75240,13464 DALLAS PKWY,1/1/20,FY2020
AMERICAS BEST WINGS,Routine,8/27/19,90,655,ILLINOIS,#729,75224,655 W ILLINOIS AVE #729,8/1/19,FY2019
AMICO'S PIZZA,Routine,7/30/19,95,4032,CEDAR SPRINGS,,75219,4032 CEDAR SPRINGS RD,7/1/19,FY2019
AMIGO SUPERMART,Routine,1/14/20,80,3726,DAVIS,,75211,3726 W DAVIS ST,1/1/20,FY2020
AMIGO'S FAST FOOD,Routine,12/6/19,80,7048,MILITARY,,75227,7048 MILITARY PKWY,12/1/19,FY2020
AMIGO'S GROCERY,Routine,6/17/19,94,2259,ANSON,,75235,2259 ANSON AVE,6/1/19,FY2019
AMIGOS LOCOS,Routine,6/5/19,80,2780,ROYAL,#A,75229,2780 ROYAL LN #A,6/1/19,FY2019
AMIGOS SNACKS,Routine,12/5/19,81,1150,KIEST,#222,75224,1150 W KIEST BLVD #222,12/1/19,FY2020
AMNESIA,Routine,4/30/19,97,1707,LAMAR,,75215,1707 S LAMAR ST,4/1/19,FY2019
ANA'S TAQUERIA,Routine,10/5/17,85,4438,MAPLE,#5,75219,4438 MAPLE AVE STE #5,10/1/17,FY2018
ANATOLE (JADE WATERS BAR & GRILL),Routine,12/27/19,99,2201,STEMMONS,,75207,2201 N STEMMONS FRWY,12/1/19,FY2020
ANDERSON'S BBQ,Routine,11/19/19,92,5410,HARRY HINES,,75235,5410 HARRY HINES BLVD,11/1/19,FY2020
ANDREAS RESTAURANT,Routine,5/16/19,87,7260,GASTON,,75214,7260 GASTON AVE,5/1/19,FY2019
ANDY'S FOOD MART,Routine,7/25/19,80,2403,FITZHUGH,,75204,2403 N FITZHUGH AVE,7/1/19,FY2019
ANDY'S FROZEN CUSTARD,Routine,5/10/19,82,9655,AUDELIA,,75238,9655 AUDELIA RD,5/1/19,FY2019
ANGEL CHICKEN KITCHEN,Routine,1/6/20,94,7632,CAMPBELL,#314,75248,7632 CAMPBELL RD #314,1/1/20,FY2020
ANGELA'S CAFE & DELI,Routine,6/27/19,89,7979,INWOOD,#121,75209,7979 INWOOD RD #121,6/1/19,FY2019
ANGELICA'S MEXICAN RESTAURANT,Routine,1/10/20,91,951,BELTLINE,B,75253,951 S BELTLINE RD B,1/1/20,FY2020
ANGELIKA CAFE,Routine,1/16/19,92,5321,MOCKINGBIRD,#201A,75206,5321 E MOCKINGBIRD LN #201A,1/1/19,FY2019
ANGELO & VITO'S PIZZERIA,Routine,9/13/19,93,4520,FRANKFORD,#400,75287,4520 FRANKFORD RD #400,9/1/19,FY2019
ANGRY DOG,Routine,9/16/19,93,2726,COMMERCE,,75226,2726 COMMERCE ST,9/1/19,FY2019
ANISA'S KITCHEN,Routine,12/20/19,91,7777,FOREST,#A-72,75230,7777 FOREST LN #A-72,12/1/19,FY2020
ANN MOODY PLACE KITCHEN,Routine,8/12/19,89,2241,BUTLER,,75235,2241 BUTLER ST,8/1/19,FY2019
ANNA'S DELI,Routine,3/25/19,80,7777,FOREST,C-A92,75230,7777 FOREST LN # C-A92,3/1/19,FY2019
ANNIE'S CULINARY CREATIONS,Routine,6/7/18,95,1908,HENDERSON,,75206,1908 N HENDERSON AVE E,6/1/18,FY2018
ANOTHER BROKEN EGG CAFE,Routine,8/14/19,95,4520,FRANKFORD,#100,75287,4520 FRANKFORD RD #100,8/1/19,FY2019
ANOTHER BROKEN EGG CAFE,Routine,12/27/18,92,1152,BUCKNER,101H,75218,1152 N BUCKNER BLVD STE 101H,12/1/18,FY2019
ANTHONY'S EATALIAN PIZZA,Routine,7/9/19,88,3751,FOREST,,75244,3751 FOREST LN,7/1/19,FY2019
ANTOGITOS REGIOS,Routine,10/12/18,81,735,WESTMORELAND,#C107,75211,735 N WESTMORELAND RD #C107,10/1/18,FY2019
ANTOINE'S OF DALLAS FOOD,Routine,11/5/19,88,4234,HARRY HINES,A,75219,4234 HARRY HINES BLVD A,11/1/19,FY2020
ANTOJITO'S JALISCO,Routine,1/20/19,93,428,JEFFERSON,#105,75203,428 E JEFFERSON BLVD #105,1/1/19,FY2019
ANTOJITOS AZTECA,Routine,5/20/19,80,2838,CLARENDON,,75211,2838 W CLARENDON DR,5/1/19,FY2019
ANTOJITOS LUPITA PUPUSERIA Y TAQUERIA,Routine,7/22/19,88,301,JEFFERSON,,75203,301 E JEFFERSON BLVD,7/1/19,FY2019
ANVIL PUB,Routine,9/25/19,90,2638,ELM,,75201,2638 ELM ST,9/1/19,FY2019
APATZINGAN TAQUERIA,Routine,7/18/19,96,9732,WEBB CHAPEL,,75220,9732 WEBB CHAPEL RD,7/1/19,FY2019
APPLEBEE'S,Routine,9/19/19,91,3426,ILLINOIS,,75211,3426 W ILLINOIS AVE,9/1/19,FY2019
APPLEBEE'S NEIGHBORHOOD BAR & GRILL,Routine,11/22/19,86,6464,NORTHWEST,510,75225,6464 W NORTHWEST HWY 510,11/1/19,FY2020
APPLEBEE'S NEIGHBORHOOD BAR & GRILL,Routine,8/15/19,96,3565,FRANKFORD,,75287,3565 FRANKFORD RD,8/1/19,FY2019
AQUA COCKTAIL RESTAURANT,Routine,6/22/19,93,2143,JOE FIELD,,75229,2143 JOE FIELD RD,6/1/19,FY2019
AQUI ME QUEDO,Routine,12/9/19,80,7840,LAKE JUNE,#B,75217,7840 LAKE JUNE RD STE #B,12/1/19,FY2020
ARAMARK CHRIST FOR THE NATIONS,Routine,7/18/19,80,350,KIEST,,75224,350 W KIEST BLVD,7/1/19,FY2019
ARBOR KITCHEN,Routine,9/18/19,93,2101,STEMMONS,,75207,2101 N STEMMONS FRWY,9/1/19,FY2019
ARBY'S,Routine,12/13/19,98,5350,HARRY HINES,,75235,5350 HARRY HINES BLVD,12/1/19,FY2020
ARCADIA WINE & SPIRITS,Routine,10/4/16,98,5626,RL THORNTON,,75235,5626 E RL THORNTON FRWY,10/1/16,FY2017
ARCO IRIS PRIVATE CLUB,Routine,6/19/19,89,310,BECKLEY,,75203,310 S BECKLEY AVE,6/1/19,FY2019
ARELLANOS SNACK SHACK,Routine,1/28/19,94,3525,ASH,#100,75223,3525 ASH LN #100,1/1/19,FY2019
ARENA MART,Routine,11/7/19,93,4340,HARRY HINES,,75219,4340 HARRY HINES BLVD,11/1/19,FY2020
AREPA TX,Routine,10/17/19,86,5940,ROYAL,,75243,5940 ROYAL LN,10/1/19,FY2020
ARIF CAFE,Routine,12/4/19,92,8367,PARK,,75231,8367 PARK LN,12/1/19,FY2020
ARLINGTON HALL,Routine,7/31/19,93,3400,TURTLE CREEK,,75219,3400 TURTLE CREEK BLVD,7/1/19,FY2019
ARLINGTON PARK,Routine,10/4/19,100,5606,WAYSIDE,,75235,5606 WAYSIDE DR,10/1/19,FY2020
ARS,Routine,6/17/19,93,10939,SHADY,#C,75220,10939 SHADY TRL #C,6/1/19,FY2019
ASCENSION COFFEE,Routine,1/9/20,82,1601,ELM,#120,75201,1601 ELM ST #120,1/1/20,FY2020
ASCENSION COFFEE,Routine,8/15/19,89,3121,OLYMPUS,#170,75207,3121 OLYMPUS BLVD #170,8/1/19,FY2019
ASCENSION COFFEE,Routine,2/15/19,96,1621,OAK LAWN,#A,75207,1621 OAK LAWN AVE #A,2/1/19,FY2019
ASCENSION COFFEE,Routine,1/23/19,82,200,CRESCENT,#40,75201,200 CRESCENT CT #40,1/1/19,FY2019
ASI ES MI TIERRA,Routine,8/21/18,91,2215,OATES,#C,75228,2215 OATES DR #C,8/1/18,FY2018
ASIA STAR,Routine,1/8/20,89,5365,SPRING VALLEY,#140,75254,5365 SPRING VALLEY RD #140,1/1/20,FY2020
ASIA WOK,Routine,12/9/19,82,901,MAIN,#C122,75202,901 MAIN ST #C122,12/1/19,FY2020
ASIAN GROCERY,Routine,9/24/19,80,9191,FOREST,#3,75243,9191 FOREST LN #3,9/1/19,FY2019
ASIAN MINT,Routine,11/19/19,88,5450,LOVERS,#222,75209,5450 W LOVERS LN #222,11/1/19,FY2020
ASIAN MINT,Routine,7/1/19,85,11617,CENTRAL,#135,75243,11617 N CENTRAL EXPW #135,7/1/19,FY2019
ASIAN STAR BUFFET,Routine,12/4/19,86,9208,RL THORNTON,#112,75228,9208 E RL THORNTON FRWY #112,12/1/19,FY2020
ASMARA GROCERY,Routine,1/15/19,92,5338,LINDSLEY,,75223,5338 LINDSLEY AVE,1/1/19,FY2019
ASO ROCK MARKET,Routine,10/15/19,80,10061,WHITEHURST,#101,75243,10061 WHITEHURST DR #101,10/1/19,FY2020
ASO ROCK RESTAURANT & LOUNGE,Follow-up,9/6/19,85,9220,SKILLMAN,#115,75243,9220 SKILLMAN ST #115,9/1/19,FY2019
ATOMIC PIE,Routine,1/3/19,84,9660,AUDELIA,#117,75238,9660 AUDELIA RD STE #117,1/1/19,FY2019
ATRIO BAR,Routine,1/29/19,99,2727,STEMMONS,,75207,2727 N STEMMONS FRWY,1/1/19,FY2019
ATRIUM RESTURANT,Routine,9/30/19,98,1717,HARWOOD,,75201,1717 N HARWOOD ST,9/1/19,FY2019
AU BON PAIN,Routine,11/1/18,83,7777,FOREST,D-210,75230,7777 FOREST LN D-210,11/1/18,FY2019
AU BON PAIN,Routine,9/13/17,93,1445,ROSS,#500,75202,1445 ROSS AVE #500,9/1/17,FY2017
AU BON PAIN - JACKSON CAFE,Routine,4/16/19,90,8198,WALNUT HILL,G100,75231,8198 WALNUT HILL LN STE G100,4/1/19,FY2019
AU BON PAIN - KIOSK,Routine,3/20/19,92,8200,WALNUT HILL,,75231,8200 WALNUT HILL LN,3/1/19,FY2019
AUNT IRENE'S KITCHEN,Routine,2/28/18,92,2913,ERVAY,,75215,2913 S ERVAY ST,2/1/18,FY2018
AUNT IRENE'S KITCHEN & CATERING,Routine,9/18/19,90,3309,MALCOLM X,#A,75216,3309 S MALCOLM X BLVD #A,9/1/19,FY2019
AUNT MARY'S SNACK BAR,Routine,2/15/19,94,7815,GREAT TRINITY FOREST,,75217,7815 GREAT TRINITY FOREST WAY,2/1/19,FY2019
AUNTE ANNE'S SOFT PRETZELS,Routine,2/12/19,97,8687,CENTRAL,#2410,75206,8687 N CENTRAL EXPW #2410,2/1/19,FY2019
AUNTIE ANNE'S,Routine,2/11/19,94,13350,DALLAS,#3290,75240,13350 DALLAS PKWY #3290,2/1/19,FY2019
AUTRY'S GROCERY,Routine,10/28/19,82,4903,LANCASTER,,75216,4903 S LANCASTER RD,10/1/19,FY2020
AVANTI RISTORANTI,Routine,9/18/19,90,2720,MCKINNEY,,75204,2720 MCKINNEY AVE,9/1/19,FY2019
AVENTURAS CONVENIENCE,Routine,1/9/19,95,4864,BUCKNER,#A,75227,4864 S BUCKNER BLVD #A,1/1/19,FY2019
AVENUE,Routine,7/6/18,94,2912,MCKINNEY,,75204,2912 MCKINNEY AVE,7/1/18,FY2018
AVILA'S MEXICAN RESTAURANT,Routine,8/15/19,87,4714,MAPLE,,75219,4714 MAPLE AVE,8/1/19,FY2019
AVOCA COFFEE,Routine,10/6/16,96,750,ST. PAUL,#150,75201,750 N ST. PAUL ST #150,10/1/16,FY2017
AW SHUCKS,Routine,8/14/19,85,3601,GREENVILLE,,75206,3601 GREENVILLE AVE,8/1/19,FY2019
AWAD DAIQUIRI AND MORE,Routine,10/24/19,80,8008,POLK,#101,75232,8008 S POLK ST #101,10/1/19,FY2020
AZ FOOD MART,Routine,3/5/19,88,300,MARSALIS,,75203,300 S MARSALIS AVE,3/1/19,FY2019
AZ FOOD MART,Routine,12/5/18,87,19059,MARSH LANE,,75287,19059 MARSH LANE,12/1/18,FY2019
AZETCA MEXICAN BAKERY,Routine,11/14/18,97,11555,FERGUSON,#500,75228,11555 FERGUSON RD #500,11/1/18,FY2019
AZUCAR ICE CREAM,Routine,10/16/19,95,269,BISHOP,,75208,269 N BISHOP AVE,10/1/19,FY2020
B & B NEWS & MORE,Routine,2/13/19,98,13350,DALLAS,#3395,75240,13350 DALLAS PKWY #3395,2/1/19,FY2019
B & K SMOKEHOUSE,Routine,7/8/19,84,5002,HOHEN,,75215,5002 HOHEN AVE,7/1/19,FY2019
B & P SNACKS,Routine,9/11/19,88,13440,TI,#5,75243,13440 TI BLVD #5,9/1/19,FY2019
B C ICE CREAM A,Routine,10/25/19,91,735,WESTMORELAND,,75211,735 N WESTMORELAND RD,10/1/19,FY2020
B CAKE CAFE,Routine,10/28/19,80,9780,WALNUT,#280,75243,9780 WALNUT ST #280,10/1/19,FY2020
B-Z MART,Routine,9/11/19,88,5455,JIM MILLER,,75227,5455 N JIM MILLER RD,9/1/19,FY2019
B-Z SHOP,Routine,1/18/19,91,7602,GREAT TRINITY FOREST,,75217,7602 GREAT TRINITY FOREST WAY,1/1/19,FY2019
B'S DONUTS,Routine,12/12/19,96,11738,MARSH,,75229,11738 MARSH LN,12/1/19,FY2020
BABB'S BBQ,Routine,8/22/19,90,3015,GULDEN,#105,75212,3015 GULDEN #105,8/1/19,FY2019
BABOUSH,Routine,8/12/19,87,3636,MCKINNEY,#160,75204,3636 MCKINNEY AVE #160,8/1/19,FY2019
BABY BACK SHAK,Routine,11/22/19,87,1800,AKARD,,75215,1800 S AKARD ST,11/1/19,FY2020
BABYDOLL'S TOPLESS SALOON,Routine,12/12/19,83,10250,SHADY,,75220,10250 SHADY TRL,12/1/19,FY2020
BACHMAN LAKE CHEVRON,Routine,6/19/19,96,3311,NORTHWEST,,75220,3311 W NORTHWEST HWY,6/1/19,FY2019
BACK COUNTRY BAR B Q,Routine,8/29/19,95,6940,GREENVILLE,,75231,6940 GREENVILLE AVE,8/1/19,FY2019
