restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year
NEIMAN MARCUS FRESH MARKET,Routine,11/16/16,100,1605,COMMERCE,,75201,1605 COMMERCE ST,11/1/16,FY2017
NEIMAN MARCUS MERMAID BAR,Routine,8/7/19,94,400,NORTHPARK,1ST F,75225,400 NORTHPARK S/C 1ST F,8/1/19,FY2019
NELSON'S,Routine,7/18/19,93,17602,PRESTON,,75252,17602 PRESTON RD,7/1/19,FY2019
NELSON'S DONUT SHOP,Routine,3/8/19,93,12700,MIDWAY,#101,75234,12700 MIDWAY RD #101,3/1/19,FY2019
NEO PIZZA NAPOLETANA,Routine,7/24/19,82,2340,VICTORY PARK,,75201,2340 VICTORY PARK LN,7/1/19,FY2019
NEON COWBOYS,Routine,4/30/19,85,10420,C F HAWN,,75217,10420 C F HAWN FRWY,4/1/19,FY2019
NESPRESSO BOUTIQUE,Routine,10/25/19,95,8687,CENTRAL,#1224,75225,8687 N CENTRAL EXPW #1224,10/1/19,FY2020
NESTLE TOLLHOUSE CAFE,Routine,2/11/19,96,13350,DALLAS,#2655,75082,13350 DALLAS PKWY #2655,2/1/19,FY2019
NESTLE TOLLHOUSE CAFE BY CHIP -KIOSK,Routine,2/11/19,94,13350,DALLAS,#2255,75240,13350 DALLAS PKWY #2255,2/1/19,FY2019
NETWORK BAR,Routine,10/31/19,80,331,SINGLETON,#130,75212,331 SINGLETON BLVD #130,10/1/19,FY2020
NEUHAUS,Routine,10/30/19,94,5959,ROYAL,#626,75230,5959 ROYAL LN #626,10/1/19,FY2020
NEVERIA EL REGIO,Routine,2/21/19,97,9334,RL THORNTON,#B,75228,9334 E RL THORNTON FRWY #B,2/1/19,FY2019
NEVERIA LA MEXICANA,Routine,12/11/19,77,1322,CLARENDON,,75208,1322 W CLARENDON DR,12/1/19,FY2020
NEVERIA LA MEXICANA,Routine,3/9/18,81,801,JEFFERSON,A,75208,801 W JEFFERSON BLVD STE A,3/1/18,FY2018
NEVERIA LA MEXICANA,Routine,7/11/17,84,203,JEFFERSON,,75208,203 W JEFFERSON BLVD,7/1/17,FY2017
NEVERIA TROPICANA,Routine,7/16/19,89,9430,LARGA,#201,75220,9430 LARGA DR #201,7/1/19,FY2019
NEVERIA Y FRUTERIA LA FRESITA,Routine,5/14/19,95,8433,LAKE JUNE,,75217,8433 LAKE JUNE RD,5/1/19,FY2019
NEW BUFFET,Routine,9/30/19,87,4424,DALLAS FT WORTH TPKE,,75211,4424 DALLAS FT WORTH TPKE,9/1/19,FY2019
NEW CHINA CAFE,Routine,10/9/19,87,2850,DAVIS,,75211,2850 W DAVIS ST,10/1/19,FY2020
NEW CHINA GRILLE,Routine,2/1/17,86,13331,PRESTON,#2114,75240,13331 PRESTON RD #2114,2/1/17,FY2017
NEW CHOICES LEADERSHIP,Routine,8/19/19,99,18106,MARSH,,75280,18106 MARSH LN,8/1/19,FY2019
NEW DAIRY WAY,Routine,1/9/20,94,1551,CENTERVILLE,,75228,1551 CENTERVILLE RD,1/1/20,FY2020
NEW EZ FOOD MART,Routine,11/21/18,91,10911,DENNIS,#407,75229,10911 DENNIS RD #407,11/1/18,FY2019
NEW HAUS EXPRESS,Routine,12/4/19,89,600,PEARL,#G203,75201,600 N PEARL EXPW #G203,12/1/19,FY2020
NEW LIFE CHURCH,Routine,10/9/17,88,4107,CAMP WISDOM,#225,75237,4107 W CAMP WISDOM RD #225,10/1/17,FY2018
NEW O'MALLEY'S,Routine,11/11/19,91,2720,ZANG,,75224,2720 S ZANG BLVD,11/1/19,FY2020
NEW ORLEANS SEAFOOD CO,Routine,10/24/18,86,7634,GREAT TRINITY FOREST,,75217,7634 GREAT TRINITY FOREST WAY,10/1/18,FY2019
NEW RUSH HOUR FOOD MART GROCERY,Routine,11/20/18,95,8912,LAKE JUNE,,75217,8912 LAKE JUNE RD,11/1/18,FY2019
NEW SPEEDY BEER & WINE,Routine,1/18/19,95,1951,SINGLETON,#100,75212,1951 SINGLETON BLVD #100,1/1/19,FY2019
NEW TOP,Routine,4/29/19,82,418,ERVAY,,75201,418 S ERVAY ST,4/1/19,FY2019
NEW WEST,Routine,1/11/19,91,6532,NORTHWEST,,75231,6532 E NORTHWEST HWY,1/1/19,FY2019
NEW WOK EXPRESS,Routine,8/14/19,89,1212,BUCKNER,,75217,1212 S BUCKNER BLVD,8/1/19,FY2019
NEW YORK BAKERY,Routine,12/13/18,83,2240,ROYAL,#104,75229,2240 ROYAL LN #104,12/1/18,FY2019
NEW YORK EATS,Routine,12/13/19,90,13531,MONTFORT,#109,75240,13531 MONTFORT DR #109,12/1/19,FY2020
NICK & RYE,Routine,5/24/19,83,2523,MCKINNEY,#A,75201,2523 MCKINNEY AVE #A,5/1/19,FY2019
NICK & SAM'S GRILL,Routine,9/12/19,85,8111,PRESTON,#150,75225,8111 PRESTON RD #150,9/1/19,FY2019
NICK & SAM'S STEAK & FISH,Routine,9/30/19,82,3008,MAPLE,,75201,3008 MAPLE AVE,9/1/19,FY2019
NIKKEI,Routine,3/25/17,94,2404,CEDAR SPRINGS,#400,75201,2404 CEDAR SPRINGS RD #400,3/1/17,FY2017
NINES BAR,Routine,2/28/19,100,2911,MAIN,,75226,2911 MAIN ST,2/1/19,FY2019
NIWA JAPANESE BBQ,Routine,6/27/19,95,2939,MAIN,,75226,2939 MAIN ST,6/1/19,FY2019
NO RA ZO,Routine,11/24/19,93,11311,HARRY HINES,#506,75220,11311 HARRY HINES BLVD #506,11/1/19,FY2020
NOBILITEA,Routine,2/20/19,93,13350,DALLAS,#2615,75240,13350 DALLAS PKWY #2615,2/1/19,FY2019
NOBLE REY BREWING CO.,Routine,12/19/18,100,920,HARWOOD,#125,75201,920 S HARWOOD ST #125,12/1/18,FY2019
NOBLE REY BREWING COMPANY,Routine,1/8/19,97,2636,FARRINGTON,,75207,2636 FARRINGTON ST,1/1/19,FY2019
NOBU,Routine,9/30/19,92,400,CRESCENT,#300,75201,400 CRESCENT CT #300,9/1/19,FY2019
NODDING DONKEY,Routine,7/22/19,85,2900,THOMAS,,75204,2900 THOMAS AVE,7/1/19,FY2019
NOLA BRASSERIE,Routine,12/3/19,86,1201,MAIN,#100,75202,1201 MAIN ST #100,12/1/19,FY2020
NOLLOWA BAR & GRILL,Routine,7/12/19,84,2560,ROYAL,#102,75229,2560 ROYAL LN #102,7/1/19,FY2019
NOODLE NEXUS,Routine,12/15/17,91,325,ST PAUL,#B-30,75201,325 N ST PAUL ST #B-30,12/1/17,FY2018
NOORANI FAST FOOD & CATERING,Routine,3/21/19,85,11422,HARRY HINES,#120,75229,11422 HARRY HINES BLVD #120,3/1/19,FY2019
NORDSTROM BAZILLE,Routine,10/25/19,80,8687,CENTRAL,#2000,75231,8687 N CENTRAL EXPW #2000,10/1/19,FY2020
NORDSTROM CAFE/GARDEN,Routine,8/15/19,94,5220,ALPHA,,75240,5220 ALPHA RD,8/1/19,FY2019
NORI HANDROLL BAR,Routine,7/17/19,95,2814,ELM,,75226,2814 ELM ST,7/1/19,FY2019
NORMA'S CAFE,Routine,1/8/20,80,9100,CENTRAL,#151,75231,9100 N CENTRAL EXPW #151,1/1/20,FY2020
NORMA'S CAFE,Routine,8/28/19,80,1123,DAVIS,,75208,1123 W DAVIS ST,8/1/19,FY2019
NORMA'S CAFE,Routine,7/3/19,88,17721,DALLAS,#130,75287,17721 DALLAS PKWY #130,7/1/19,FY2019
NORTENA MEAT MARKET,Routine,12/28/16,79,10718,GARLAND,,75218,10718 GARLAND RD,12/1/16,FY2017
NORTH BUCKNER BINGO,Routine,5/24/18,84,3120,BUCKNER,,75227,3120 N BUCKNER BLVD,5/1/18,FY2018
NORTH ITALIA,Routine,12/31/19,96,2301,AKARD,#280,75201,2301 N AKARD ST #280,12/1/19,FY2020
NORTH TEXAS FOOD BANK,Routine,11/27/18,95,1502,PENNSYLVANIA,,75215,1502 PENNSYLVANIA AVE,11/1/18,FY2019
NORTH TEXAS FOOD BANK,Routine,1/26/17,97,1010,PEARL,,75201,1010 S PEARL EXPW,1/1/17,FY2017
NORTHBROOK CAFE,Routine,8/12/19,89,2351,NORTHWEST,#1103,75234,2351 W NORTHWEST HWY #1103,8/1/19,FY2019
NORTHPARK MALL FOOD COURT TRAY WASH ROOM,Routine,12/12/19,100,8687,CENTRAL,Y224,75225,8687 N CENTRAL EXPW Y224,12/1/19,FY2020
NORTHPOINT DELI,Routine,12/6/19,86,12005,FORD,#170,75234,12005 FORD RD #170,12/1/19,FY2020
NORTHPOINT FRESH MARKET D,Routine,3/1/18,98,9229,LBJ,#136,75243,9229 LBJ FRWY #136,3/1/18,FY2018
NORTHWEST DRIVE IN,Routine,12/26/19,97,6537,NORTHWEST,,75231,6537 E NORTHWEST HWY,12/1/19,FY2020
NORTHWEST HIGHWAY FIVE GRILL,Routine,3/23/17,83,5858,NORTHWEST,,75225,5858 W NORTHWEST HWY,3/1/17,FY2017
NORTHWEST HWY QUICK STOP,Routine,11/20/19,87,2745,NORTHWEST,,75220,2745 W NORTHWEST HWY,11/1/19,FY2020
NORTHWOOD CC EMPLOYEE LUNCHROOM,Routine,8/28/19,98,6315,ALPHA,,75240,6315 ALPHA RD,8/1/19,FY2019
NORTHWOOD CLUB,Routine,11/20/19,92,6625,ALPHA,,75240,6625 ALPHA RD,11/1/19,FY2020
NORTHWOOD CLUB FITNESS FACILITY,Routine,2/26/19,88,6524,ALPHA,,75240,6524 ALPHA RD,2/1/19,FY2019
NORTHWOOD HILLS ELEM,Routine,10/2/19,95,14532,MEANDERING,,75254,14532 MEANDERING WAY,10/1/19,FY2020
NOTHING BUNDT CAKES,Routine,3/16/19,82,9440,GARLAND,#114,75218,9440 GARLAND RD #114,3/1/19,FY2019
NOTHING BUNDT CAKES,Routine,11/26/18,94,10720,PRESTON,1101B,75230,10720 PRESTON RD 1101B,11/1/18,FY2019
NOVA,Routine,9/22/19,92,1417,DAVIS,,75208,1417 W DAVIS ST,9/1/19,FY2019
NRGIZE AT TAC,Routine,1/14/20,94,13900,CENTRAL,,75243,13900 N CENTRAL EXPW,1/1/20,FY2020
NUBIAS COCINA,Routine,6/17/19,90,4007,URBAN,,75227,4007 URBAN AVE,6/1/19,FY2019
NUEVA ESPRANZA CHURCH,Routine,4/23/18,88,3100,CROSSMAN,,75212,3100 CROSSMAN AVE,4/1/18,FY2018
NURUNGJI CHICKEN,Routine,9/6/19,86,11407,EMERALD,#115,75229,11407 EMERALD ST #115,9/1/19,FY2019
NUTRITIONAL PRODUCTS OF T,Routine,10/28/19,88,1111,LEDBETTER,#575,75244,1111 W LEDBETTER DR #575,10/1/19,FY2020
NUTRITIONAL PRODUCTS OF TEXAS,Routine,1/9/20,95,3312,BUCKNER,205,75228,3312 N BUCKNER BLVD 205,1/1/20,FY2020
NUTRITIONAL PRODUCTS OF TEXAS,Routine,3/7/19,99,8702,LANCASTER,100,75241,8702 S LANCASTER RD 100,3/1/19,FY2019
NY PIZZA PALACE,Routine,1/8/20,87,5403,ARAPAHO,#115,75248,5403 ARAPAHO RD #115,1/1/20,FY2020
O C MEXICAN FOOD,Routine,9/9/19,80,1015,VERMONT,,75216,1015 E VERMONT AVE,9/1/19,FY2019
O DONUT,Routine,5/31/17,93,10155,LAKE JUNE,#119,75217,10155 LAKE JUNE RD #119,5/1/17,FY2017
O SUSHI,Routine,11/5/19,86,400,ST PAUL,#105,75201,400 N ST PAUL ST STE #105,11/1/19,FY2020
O T TAVERN,Routine,8/14/19,88,3606,GREENVILLE,#A,75206,3606 GREENVILLE AVE #A,8/1/19,FY2019
O-DONUT OF DALLAS,Routine,1/25/19,80,1117,CAMP WISDOM,,75232,1117 W CAMP WISDOM RD,1/1/19,FY2019
O.E. PENGUIN,Routine,12/22/19,94,1404,MAIN,,75202,1404 1/2 MAIN ST,12/1/19,FY2020
O'RILEY'S PUB,Routine,12/17/18,84,8989,FOREST,#120,75243,8989 FOREST LN #120,12/1/18,FY2019
OAK,Routine,9/28/19,94,1628,OAK LAWN,#A,75207,1628 OAK LAWN AVE #A,9/1/19,FY2019
OAK CLIFF BIBLE FELLOWSHIP,Routine,10/23/19,91,1821,CAMP WISDOM,,75232,1821 W CAMP WISDOM RD,10/1/19,FY2020
OAK CLIFF BIBLE FELLOWSHIP  KITCHEN,Routine,10/23/19,95,1660,CAMP WISDOM,,75232,1660 W CAMP WISDOM RD,10/1/19,FY2020
OAK CLIFF COFFEE,Routine,2/14/19,91,819,DAVIS,#100,75208,819 W DAVIS ST #100,2/1/19,FY2019
OAK CLIFF DONUTS,Routine,1/22/19,86,2402,HAMPTON,,75224,2402 S HAMPTON RD,1/1/19,FY2019
OAK CLIFF SHELL,Routine,5/6/19,83,515,BECKLEY,,75208,515 S BECKLEY AVE,5/1/19,FY2019
OAK CLIFF SOCIAL CLUB,Routine,6/18/19,89,238,DAVIS,,75208,238 W DAVIS ST,6/1/19,FY2019
OAK GARDENS CHURCH OF CHRIST,Routine,10/3/19,90,4008,POLK,,75224,4008 S POLK ST,10/1/19,FY2020
OAK HIGHLANDS BREWERY,Routine,6/26/19,98,10484,BROCKWOOD,,75238,10484 BROCKWOOD,6/1/19,FY2019
OAK LAWN COFFEE,Routine,11/1/17,83,2720,OAK LAWN,A,75219,2720 OAK LAWN AVE STE A,11/1/17,FY2018
OAK LAWN MART,Routine,10/28/16,99,3810,CONGRESS,#101,75219,3810 CONGRESS AVE #101,10/1/16,FY2017
OAKCLIFF TACO GARAGE,Routine,11/18/19,86,2518,BECKLEY,#1,75224,2518 S BECKLEY AVE #1,11/1/19,FY2020
OASIS CAFE,Routine,8/23/19,96,5945,GREENVILLE,,75206,5945 GREENVILLE AVE,8/1/19,FY2019
OCEAN PRIME,Routine,12/30/19,88,2101,CEDAR SPRINGS,#150,75201,2101 CEDAR SPRINGS RD #150,12/1/19,FY2020
OCEAN SHAK,Routine,3/14/18,84,3444,IRVING,,75247,3444 IRVING BLVD,3/1/18,FY2018
ODDFELLOW'S,Routine,5/23/19,80,316,SEVENTH,,75208,316 W SEVENTH ST,5/1/19,FY2019
ODOMS' BBQ,Routine,8/20/19,87,1971,SINGLETON,,75212,1971 SINGLETON BLVD,8/1/19,FY2019
OFF THE BONE,Routine,11/21/19,88,1734,LAMAR,,75215,1734 S LAMAR ST,11/1/19,FY2020
OFF THE CUFF,Routine,6/25/17,95,2901,ELM,,75226,2901 ELM ST,6/1/17,FY2017
OFF THE RECORD,Routine,2/26/19,100,2716,ELM,,75226,2716 ELM ST,2/1/19,FY2019
OFFSHORE'S NEXT DOOR,Routine,3/24/17,87,9660,AUDELIA,#305,75238,9660 AUDELIA RD #305,3/1/17,FY2017
OH DONUTS,Routine,1/31/19,98,2236,BUCKNER,,75217,2236 S BUCKNER BLVD,1/1/19,FY2019
OH SUSHI,Routine,8/8/19,80,2053,NORTHWEST,#90,75220,2053 W NORTHWEST HWY #90,8/1/19,FY2019
OISHII,Routine,8/21/19,82,2525,WYCLIFF,#110,75219,2525 WYCLIFF AVE STE #110,8/1/19,FY2019
OJEDA'S,Routine,8/14/19,89,4617,MAPLE,,75219,4617 MAPLE AVE,8/1/19,FY2019
OJOS LOCOS,Routine,4/23/19,80,10230,TECHNOLOGY,E,75220,10230 TECHNOLOGY BLVD E,4/1/19,FY2019
OK BEER & WINE,Routine,3/9/19,87,1101,BEACON,#100,75223,1101 S BEACON ST #100,3/1/19,FY2019
OK FOOD MART,Routine,12/16/19,91,4343,CAMP WISDOM,#124,75237,4343 W CAMP WISDOM RD #124,12/1/19,FY2020
OLD CHICAGO RESTAURANT,Routine,8/30/19,84,5319,MOCKINGBIRD,#100,75206,5319 E MOCKINGBIRD LN STE #100,8/1/19,FY2019
OLD MILL INN,Routine,9/17/19,100,3611,GRAND,,75210,3611 GRAND AVE,9/1/19,FY2019
OLD WARSAW RESTAURANT,Routine,9/30/19,80,2512,MAPLE,,75201,2512 MAPLE AVE,9/1/19,FY2019
OLGA'S RESTAURANT,Routine,5/27/17,94,520,CORINTH,,75207,520 CORINTH ST,5/1/17,FY2017
OLGA'S TTC RESTAURANT/TACO BAR,Routine,11/28/18,95,2310,MLK,#101,75215,2310 MLK BLVD #101,11/1/18,FY2019
OLIVE GARDEN,Routine,12/17/19,87,10280,TECHNOLOGY,,75220,10280 E TECHNOLOGY BLVD,12/1/19,FY2020
OLIVE GARDEN,Routine,12/23/19,93,3351,CANYON BLUFF,,75238,3351 CANYON BLUFF BLVD,12/1/19,FY2020
OLIVE GARDEN,Routine,12/17/19,94,9079,VANTAGE POINT,,75243,9079 VANTAGE POINT DR,12/1/19,FY2020
OLIVELLAS LAKEWOOD,Routine,9/11/19,88,6465,MOCKINGBIRD,525,75214,6465 E MOCKINGBIRD LN 525,9/1/19,FY2019
OLIVER WENDELL HOLMES,Routine,11/19/19,97,2001,KIEST,,75216,2001 E KIEST BLVD,11/1/19,FY2020
OLIVER'S EATERY,Routine,12/16/19,93,4727,FRANKFORD,#373,75287,4727 FRANKFORD RD #373,12/1/19,FY2020
OMAHA STEAKS,Routine,4/10/19,100,10854,PRESTON,,75230,10854 PRESTON RD,4/1/19,FY2019
OMAR EXPRESS FOOD,Routine,7/30/19,90,8618,LANCASTER,,75241,8618 S LANCASTER RD,7/1/19,FY2019
ON ROTATION,Routine,1/11/20,99,7328,GASTON,#110,75214,7328 GASTON AVE #110,1/1/20,FY2020
ONE MAIN SUN DRY,Routine,12/6/19,100,1201,MAIN,P-290,75202,1201 MAIN ST P-290,12/1/19,FY2020
ONE NOSTALGIA PLACE,Routine,7/9/19,95,6521,ABRAMS,,75231,6521 ABRAMS RD,7/1/19,FY2019
ONE PERCENT,Routine,8/3/19,80,11441,STEMMONS,#107,75229,11441 N STEMMONS FRWY #107,8/1/19,FY2019
ONE SETTE,Routine,12/31/19,100,2614,MCKINNEY,,75204,2614 MCKINNEY AVE,12/1/19,FY2020
ONE SOURCE VIRTUAL,Routine,3/20/19,100,9001,CYPRESS WATERS,,75063,9001 CYPRESS WATERS,3/1/19,FY2019
ONE STAR DONUTS,Routine,7/7/18,99,9496,WEBB CHAPEL,,75220,9496 WEBB CHAPEL RD,7/1/18,FY2018
ONE STOP DICKEY'S,Routine,9/4/19,88,2324,MCKINNEY,,75201,2324 MCKINNEY AVE,9/1/19,FY2019
ONE STOP FOOD,Follow-up,9/6/19,91,10560,NEW CHURCH,,75238,10560 NEW CHURCH RD,9/1/19,FY2019
ONE STOP LUCKY FOOD MART,Routine,11/26/18,90,2412,LEDBETTER,,75233,2412 W LEDBETTER DR,11/1/18,FY2019
ONENTWO CHICKEN,Routine,7/12/19,94,2558,ROYAL,,75229,2558 ROYAL LN,7/1/19,FY2019
ONI RAMEN,Routine,8/27/19,96,2822,ELM,,75226,2822 ELM ST,8/1/19,FY2019
OPEN MARKET,Routine,7/23/19,97,400,OLIVE,FL 2,75201,400 N OLIVE ST FL 2,7/1/19,FY2019
OPEN SESAME LEBANESE GRILL,Routine,1/13/20,88,2615,OAK LAWN,#104,75219,2615 OAK LAWN AVE #104,1/1/20,FY2020
OPENING BELL COFFEE,Routine,11/21/19,84,1409,LAMAR,#012,75215,1409 S LAMAR ST #012,11/1/19,FY2020
OPUS CATERING - IN BACK ROOM,Routine,7/25/19,88,2431,SHORECREST,#C,75235,2431 SHORECREST DR #C,7/1/19,FY2019
ORACLE FOOD MART,Routine,8/16/19,88,9702,BROCKBANK,#110,75220,9702 BROCKBANK DR #110,8/1/19,FY2019
ORALE FOOD MART,Routine,8/16/19,82,9702,BROCKBANK,#100,75220,9702 BROCKBANK DR #100,8/1/19,FY2019
ORALE TAQUERIA,Follow-up,8/17/18,62,11770,FERGUSON,A,75228,11770 FERGUSON RD A,8/1/18,FY2018
ORANGE CAFE,Routine,10/11/19,93,7777,FOREST,B-A86,75230,7777 FOREST LN B-A86,10/1/19,FY2020
ORANGE CHICKEN EXPRESS CHINESE FOOD,Routine,9/3/19,80,2303,MOUNTAIN LAKE,#100,75224,2303 MOUNTAIN LAKE RD #100,9/1/19,FY2019
ORIGIN NATURAL FOOD,Routine,8/21/19,86,4438,MCKINNEY,150,75205,4438 MCKINNEY AVE 150,8/1/19,FY2019
ORIGINAL SKEWERS,Routine,10/19/16,91,15250,DALLAS,#500,75248,15250 DALLAS PKWY #500,10/1/16,FY2017
ORNO,Routine,9/25/19,86,3908,CEDAR SPRINGS,,75219,3908 CEDAR SPRINGS RD,9/1/19,FY2019
ORS OCEAN RESOURCE SEAFOOD,Routine,11/20/18,100,1805,CHESTNUT,,75226,1805 CHESTNUT ST,11/1/18,FY2019
OSK OFF SITE KITCHEN,Routine,12/24/19,99,331,SINGLETON,#100,75212,331 SINGLETON #100,12/1/19,FY2020
OSOS NEVERIA,Routine,1/6/18,92,2534,ROYAL,D-13,75229,2534 ROYAL LN D-13,1/1/18,FY2018
OSTION AZUL,Routine,10/28/19,85,5221,JEFFERSON,,75211,5221 W JEFFERSON BLVD,10/1/19,FY2020
OTTO'S,Routine,12/7/18,100,1321,COMMERCE,,75202,1321 COMMERCE ST,12/1/18,FY2019
OUR CALLING CHURCH,Routine,4/16/19,93,1702,CESAR CHAVEZ,,75215,1702 S CESAR CHAVEZ BLVD,4/1/19,FY2019
OUR LADY OF PERPETUAL,Routine,12/4/19,93,7625,CORTLAND,,75235,7625 CORTLAND AVE,12/1/19,FY2020
OUR REDEEMER LUTHERAN CHURCH,Routine,1/8/19,97,7611,PARK,,75225,7611 PARK LN,1/1/19,FY2019
OUTBACK STEAKHOUSE,Routine,12/12/19,94,9049,VANTAGE POINT,,75243,9049 VANTAGE POINT,12/1/19,FY2020
OUTFIT BREWERY,Routine,12/27/19,95,7135,JOHN W. CARPENTER,#180,75247,7135 JOHN W. CARPENTER FRWY #180,12/1/19,FY2020
OVEN & CELLAR,Routine,11/1/16,100,1900,ELM,#102,75201,1900 ELM ST #102,11/1/16,FY2017
OVERTON TEXACO,Routine,11/7/18,87,3926,OVERTON,,75216,3926 E OVERTON RD,11/1/18,FY2019
OZONA GRILL AND BAR,Routine,12/16/19,85,4615,GREENVILLE,,75206,4615 GREENVILLE AVE,12/1/19,FY2020
P F CHANG'S CHINA BISTRO,Routine,1/6/20,87,225,NORTHPARK,,75225,225 NORTHPARK S/C,1/1/20,FY2020
P F CHANG'S CHINA BISTRO,Routine,9/9/19,91,18323,DALLAS,,75287,18323 N DALLAS PKWY,9/1/19,FY2019
P S CATERING,Routine,7/9/19,89,10118,RYLIE,,75217,10118 RYLIE RD,7/1/19,FY2019
PACIFIC DECK-DALLAS,Routine,10/11/19,80,1910,PACIFIC,#1400,75201,1910 PACIFIC #1400,10/1/19,FY2020
PACIFIC GIFT CONVENIENCE,Routine,1/31/19,97,1700,PACIFIC,#107,75201,1700 PACIFIC AVE #107,1/1/19,FY2019
PACIFIC SPICE,Routine,10/15/19,90,15203,KNOLL TRAIL,#110,75248,15203 KNOLL TRAIL DR #110,10/1/19,FY2020
PACIUGO,Routine,7/23/19,92,5600,LOVERS,#143,75209,5600 W LOVERS LN #143,7/1/19,FY2019
PACIUGO,Routine,2/8/19,89,13350,DALLAS,#1485,75240,13350 DALLAS PKWY #1485,2/1/19,FY2019
PACIUGO GELATO & CAFFE,Routine,2/28/19,93,3699,MCKINNEY,#101B,75204,3699 MCKINNEY AVE #101B,2/1/19,FY2019
"PACIUGO GELATO, AUNTIE ANNE'S",Routine,3/21/19,87,8008,HERB KELLEHER,C2321,75235,8008 HERB KELLEHER WAY C2321,3/1/19,FY2019
PACIUGO LAKEWOOD,Routine,8/19/19,97,2113,ABRAMS,,75214,2113 ABRAMS RD,8/1/19,FY2019
PACIUGO NORTHPARK MALL,Routine,10/24/19,80,8687,CENTRAL,#2404,75225,8687 N CENTRAL EXPW #2404,10/1/19,FY2020
PACKING HOUSE MARKET,Routine,2/27/19,94,3117,MALCOLM X,,75215,3117 S MALCOLM X BLVD,2/1/19,FY2019
PAESANOS CAFE,Routine,9/18/19,90,8360,LBJ,#125,75243,8360 LBJ FRWY STE #125,9/1/19,FY2019
PAISANITA TAQUERIA,Routine,9/23/19,80,2930,DAVIS,,75211,2930 W DAVIS ST,9/1/19,FY2019
PAK PAO,Routine,8/1/19,85,7859,WALNUT HILL,#150,75230,7859 WALNUT HILL LN #150,8/1/19,FY2019
PAKPAO,Routine,11/4/19,72,1628,OAK LAWN,,75207,1628 OAK LAWN AVE,11/1/19,FY2020
PAL'S FOOD MART,Routine,11/26/18,88,2307,ANN ARBOR,,75216,2307 E ANN ARBOR AVE,11/1/18,FY2019
PALACE CABARET,Routine,11/23/18,98,9125,RL THORNTON,,75227,9125 E RL THORNTON FRWY,11/1/18,FY2019
PALAPAS SEAFOOD BAR,Routine,10/16/19,80,1418,GREENVILLE,,75206,1418 GREENVILLE AVE,10/1/19,FY2020
PALETERIA DELICIAS,Routine,11/15/18,84,2008,CLARENDON,#120,75211,2008 W CLARENDON DR #120,11/1/18,FY2019
PALETERIA EL REY,Routine,12/26/19,82,3900,BUCKNER,,75227,3900 S BUCKNER BLVD,12/1/19,FY2020
PALETERIA LA AZTECA,Routine,1/10/20,85,8320,SCYENE,,75227,8320 SCYENE RD,1/1/20,FY2020
PALETERIA LA ESTRELLA,Routine,1/22/19,99,409,CENTRE,,75208,409 CENTRE ST,1/1/19,FY2019
PALETERIA LA FABULOSA,Routine,11/21/19,91,4121,EASTSIDE,,75226,4121 EASTSIDE AVE,11/1/19,FY2020
PALETERIA LA MEXICANA,Routine,1/29/19,86,525,JEFFERSON,#D,75203,525 E JEFFERSON BLVD #D,1/1/19,FY2019
PALETERIA LA SUPER,Routine,1/10/20,80,3317,DAVIS,B,75211,3317 W DAVIS ST B,1/1/20,FY2020
PALETERIA LA SUPER,Routine,1/28/19,91,3439,BANNING,,75233,3439 BANNING ST,1/1/19,FY2019
PALETERIA MEXICO,Routine,6/10/19,87,327,MOCKINGBRIRD,,75247,327 W MOCKINGBRIRD LN,6/1/19,FY2019
PALETERIA MEXTY,Routine,1/8/20,77,8145,BRUTON,,75217,8145 BRUTON RD,1/1/20,FY2020
PALETERIA MICHOCANA,Routine,2/28/19,89,4420,GASTON,,75246,4420 GASTON AVE,2/1/19,FY2019
PALETERIA POLAR,Routine,11/16/18,86,4225,ROSS,,75204,4225 ROSS AVE,11/1/18,FY2019
PALETERIA SAN MARCOS,Routine,9/26/19,98,2955,ANODE,,75220,2955 ANODE LN,9/1/19,FY2019
PALETERIA SAN MARCOS,Routine,2/6/19,87,14203,COIT,#100,75240,14203 COIT RD #100,2/1/19,FY2019
PALETERIA Y NEVERIA COCO BONGO,Routine,11/7/18,95,1819,BUCKNER,#120,75217,1819 S BUCKNER BLVD #120,11/1/18,FY2019
PALETERIA Y NEVERIA LA MICHOACANA,Routine,2/5/19,84,8086,SPRING VALLEY,,75240,8086 SPRING VALLEY RD,2/1/19,FY2019
PALETERIA Y TAQUERIA TREBOL,Routine,12/19/19,100,4902,GRAND,,75223,4902 E GRAND AVE,12/1/19,FY2020
PALMIERI CAFE,Routine,1/25/19,96,920,HARWOOD,#100,75201,920 S HARWOOD #100,1/1/19,FY2019
PALOMA SNOWCONES & GRILL,Routine,11/19/18,94,7112,LAKE JUNE,,75217,7112 LAKE JUNE RD,11/1/18,FY2019
PANADERA LA HACIENDA,Routine,3/7/19,88,316,JEFFERSON,,75208,316 W JEFFERSON BLVD,3/1/19,FY2019
PANADERIA & RESTAURANT GUATEMALTECA,Routine,12/23/19,75,11055,DENNIS,#17,75229,11055 DENNIS RD #17,12/1/19,FY2020
PANADERIA EL ARTESANO,Routine,2/7/19,94,525,JEFFERSON,#C,75203,525 E JEFFERSON BLVD #C,2/1/19,FY2019
