,index,Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year,Lat,Long,Type,Rating,Rating Count
25,975,BELMONT VILLAGE TURTLE CREEK TENANT,Routine,05/30/2019,94,3535,HALL,,75219,3535 N HALL ST,05/1/19,FY2019,32.8076365,-96.80542489999999,,,
26,1031,STARBUCKS,Routine,06/11/2019,99,4780,MAPLE,,75219,4780 MAPLE AVE,06/1/19,FY2019,32.8149832,-96.8263327,Bar,3.8,15
27,1069,HOLY TRINITY SCHOOL,Routine,05/21/2019,94,3815,OAK LAWN,,75219,3815 OAK LAWN AVE,05/1/19,FY2019,32.8156176,-96.8034315,,,
28,1105,WINGSTOP,Routine,05/15/2019,98,4411,LEMMON,#100,75219,4411 LEMMON AVE #100,05/1/19,FY2019,32.8181643,-96.8134559,Restaurant,3.9,380
29,1112,DICKEY'S BARBECUE PIT,Routine,06/12/2019,92,2525,WYCLIFF,#130,75219,2525 WYCLIFF AVE #130,06/1/19,FY2019,32.8110156,-96.81914789999999,Restaurant,4,232
30,1136,DIBS,Routine,10/15/2019,94,2401,VICTORY PARK,#190,75219,2401 VICTORY PARK LN #190,10/1/19,FY2020,32.788122,-96.81001099999999,Bar,4.1,124
31,1143,EATZI'S MARKET CHEF CAFE,Routine,06/19/2019,95,3403,OAK LAWN,,75219,3403 OAK LAWN AVE,06/1/19,FY2019,32.8116132,-96.80659039999999,Bakery,4.6,1990
32,1194,JIMMY JOHN'S GOURMET,Routine,10/14/2019,78,2416,VICTORY PARK,#C7,75219,2416 VICTORY PARK LN #C7,10/1/19,FY2020,32.7880212,-96.809156,Restaurant,4.1,100
33,1212,THE KATY COFFEE SHOP,Routine,10/15/2019,91,3111,HOUSTON,#100,75219,3111 N HOUSTON ST #100,10/1/19,FY2020,32.7944337,-96.81340929999999,,,
34,1213,CAFE' VICTORIA,Routine,10/14/2019,89,2422,VICTORY PARK,#100,75219,2422 VICTORY PARK LN #100,10/1/19,FY2020,32.7882983,-96.80918559999999,Bar,4,103
35,1244,SUSHI AXIOM,Routine,10/24/2019,85,3211,OAK LAWN,#C,75219,3211 OAK LAWN AVE STE #C,10/1/19,FY2020,32.810312,-96.8083284,Restaurant,4.4,277
36,1251,IT'SUGAR,Routine,10/15/2019,97,2401,VICTORY PARK,#170,75219,2401 VICTORY PARK LN #170,10/1/19,FY2020,32.788122,-96.81001099999999,Bar,4.1,124
37,1260,MAPLE AND MOTOR,Routine,10/29/2019,88,4810,MAPLE,,75219,4810 MAPLE AVE,10/1/19,FY2020,32.8151944,-96.8270549,Restaurant,4.6,1872
38,1271,MAGNUM DALLAS,Routine,10/24/2019,98,1820,MOCKINGBIRD,#34,75219,1820 W MOCKINGBIRD LN #34,10/1/19,FY2020,32.8216964,-96.85410979999999,Restaurant,4.6,714
39,1273,CANTINA EL CUBETAZO,Routine,01/24/2019,100,4736,MAPLE,,75219,4736 MAPLE AVE,01/1/19,FY2019,32.814693,-96.8262578,Bar,3.8,15
40,1334,WARWICK MELROSE HOTEL EMPLOYEE CAFE,Routine,10/09/2019,94,3015,OAK LAWN,,75219,3015 OAK LAWN AVE,10/1/19,FY2020,32.8089131,-96.80943260000001,Bar,4.5,143
41,1407,BUDA JUICE,Routine,10/14/2019,92,2422,VICTORY PARK,,75219,2422 VICTORY PARK LN,10/1/19,FY2020,32.7882983,-96.80918559999999,Bar,4,103
42,1476,AFC SUSHI,Routine,09/23/2018,99,3878,OAKLAWN,#180B,75219,3878 OAKLAWN AVE #180B,09/1/18,FY2018,32.8154852,-96.8006898,Restaurant,4.2,334
43,1497,MARTY'S LIVE,Routine,10/27/2019,88,4207,MAPLE,,75219,4207 MAPLE AVE,10/1/19,FY2020,32.8074023,-96.81820069999999,,,
44,1511,EGGSELLENT CAFE II,Routine,10/31/2019,91,4218,LEMMON,,75219,4218 LEMMON AVE,10/1/19,FY2020,32.8165956,-96.8104554,Restaurant,4.3,161
45,1518,LA MADELINE FRENCH BAKERY,Routine,10/20/2019,96,3906,LEMMON,#110,75219,3906 LEMMON AVE #110,10/1/19,FY2020,32.8132742,-96.8066734,,,
46,1536,ACCENT FOOD SERVICES-GRANITE LEE,Routine,06/21/2019,97,3333,LEE PARK WAY,,75219,3333 LEE PARK WAY,06/1/19,FY2019,32.8093709,-96.805301,,,
47,1631,W HOTEL-POOL BAR,Routine,03/28/2018,99,2440,VICTORY PARK,,75219,2440 VICTORY PARK LN,03/1/18,FY2018,32.7886525,-96.80901539999999,Bar,4,103
48,1662,BIERNAT'S RESTAURANT,Routine,06/27/2019,80,4217,OAK LAWN,,75219,4217 OAK LAWN AVE,06/1/19,FY2019,32.8203338,-96.80265610000001,Restaurant,4.7,1000
49,1676,SUNRISE DONUTS,Routine,12/17/2018,94,2615,OAK LAWN,#107,75219,2615 OAK LAWN AVE #107,12/1/18,FY2019,32.8059099,-96.8129538,Meal_Delivery,3.9,232
50,1765,EDDIE V'S PRIME SEAFOOD,Routine,04/20/2017,97,4023,OAK LAWN,#110,75219,4023 OAK LAWN AVE #110,04/1/17,FY2017,32.8179976,-96.80286559999999,Bar,4.7,970
51,1833,FAMILY DOLLAR,Routine,06/17/2019,93,4807,MAPLE,#100,75219,4807 MAPLE AVE #100,06/1/19,FY2019,32.8144484,-96.827012,,,
52,1896,CEDAR SPRINGS TAP HOUSE,Routine,06/18/2019,83,4123,CEDAR SPRINGS,#101,75219,4123 CEDAR SPRINGS RD #101,06/1/19,FY2019,32.8116443,-96.8132487,Restaurant,4.2,19
53,1909,FOUNDATION FOR HUMAN UNDE,Routine,06/14/2019,95,2701,REAGAN,,75219,2701 REAGAN ST,06/1/19,FY2019,32.8078536,-96.8137749,,,
54,1993,CAFE BRAZIL,Routine,06/18/2019,82,3851,CEDAR SPRINGS,#A,75219,3851 CEDAR SPRINGS RD #A,06/1/19,FY2019,32.8100026,-96.8103594,Cafe,4.2,1046
55,1998,LITTLE BIT SPORTS CLUB,Routine,06/19/2019,80,4601,MAPLE,,75219,4601 MAPLE AVE,06/1/19,FY2019,32.8124833,-96.82420320000001,Restaurant,4.2,28
56,2008,MIA'S RESTAURANT,Routine,07/02/2019,89,4322,LEMMON,,75219,4322 LEMMON AVE,07/1/19,FY2019,32.8176182,-96.81175379999999,Restaurant,4.5,1202
57,2048,WALGREENS,Routine,06/24/2019,91,3802,CEDAR SPRINGS,,75219,3802 CEDAR SPRINGS RD,06/1/19,FY2019,32.8100945,-96.80868439999999,Restaurant,4.3,403
58,2060,HOMEWOOD RESTAURANT,Routine,06/26/2019,70,4002,OAK LAWN,,75219,4002 OAK LAWN AVE,06/1/19,FY2019,32.8176419,-96.80215609999999,Restaurant,4.6,114
59,2062,WENDY'S,Routine,06/27/2019,89,4018,LEMMON,,75219,4018 LEMMON AVE,06/1/19,FY2019,32.8144885,-96.80811639999999,Restaurant,3.5,794
60,2076,OPEN SESAME LEBANESE GRILL,Routine,06/24/2019,95,2615,OAK LAWN,#104,75219,2615 OAK LAWN AVE #104,06/1/19,FY2019,32.8059099,-96.8129538,Meal_Delivery,3.9,232
61,2077,SUE ELLEN'S,Routine,06/28/2019,97,3014,THROCKMORTON,,75219,3014 THROCKMORTON ST,06/1/19,FY2019,32.8106421,-96.81140479999999,Restaurant,3.4,159
62,2102,STARBUCKS COFFEE,Routine,06/24/2019,91,4101,LEMMON,#101,75219,4101 LEMMON AVE #101,06/1/19,FY2019,,,,,
63,2159,STREET'S FINE CHICKEN,Routine,06/18/2019,90,3857,CEDAR SPRINGS,,75219,3857 CEDAR SPRINGS RD,06/1/19,FY2019,32.8101066,-96.81046409999999,Cafe,4.2,1046
64,2201,CAMPUZANO,Routine,06/24/2019,87,2618,OAK LAWN,,75219,2618 OAK LAWN AVE,06/1/19,FY2019,32.8057192,-96.81200930000001,Bar,4.4,1365
65,2205,ZAGUAN BAKERY & CAFE,Routine,06/24/2019,83,2604,OAK LAWN,,75219,2604 OAK LAWN AVE,06/1/19,FY2019,32.8053264,-96.8123658,Bakery,4.3,1019
66,2242,CVS PHARMACY,Routine,06/12/2019,86,4207,LEMMON,,75219,4207 LEMMON AVE,06/1/19,FY2019,32.8158073,-96.8108991,,,
67,2254,ALEXANDRE'S,Routine,02/28/2019,100,4026,CEDAR SPRINGS,#B,75219,4026 CEDAR SPRINGS RD #B,02/1/19,FY2019,,,,,
68,2265,THE MINING COMPANY,Routine,11/11/2019,100,3903,CEDAR SPRINGS,,75219,3903 CEDAR SPRINGS RD,11/1/19,FY2020,32.8104093,-96.8107801,Restaurant,4.5,1198
69,2278,EL KALENTANO,Routine,09/12/2018,99,4614,MAPLE,,75219,4614 MAPLE AVE,09/1/18,FY2018,32.8131332,-96.82415089999999,,,
70,2291,PEKERS,Routine,11/14/2019,98,2615,OAK LAWN,#101,75219,2615 OAK LAWN AVE #101,11/1/19,FY2020,32.8059099,-96.8129538,Meal_Delivery,3.9,232
71,2321,ARLINGTON HALL,Routine,08/03/2017,96,3400,TURTLE CREEK,,75219,3400 TURTLE CREEK BLVD,08/1/17,FY2017,32.808656,-96.804254,,,
72,2346,TAQUERIA BOCA DEL RIO,Routine,08/01/2019,95,4605,MAPLE,,75219,4605 MAPLE AVE,08/1/19,FY2019,32.8125878,-96.824253,Restaurant,4.2,28
73,2349,MIKE'S CHICKEN,Routine,07/31/2019,94,4234,MAPLE,,75219,4234 MAPLE AVE,07/1/19,FY2019,32.8085206,-96.8186202,Restaurant,4.6,1055
74,2351,MCDONALDS,Routine,03/22/2018,98,4439,LEMMON,,75219,4439 LEMMON AVE,03/1/18,FY2018,32.818517,-96.8138544,Cafe,3.7,1081
75,2357,SNAP KITCHEN,Routine,07/30/2019,97,4436,LEMMON,,75219,4436 LEMMON AVE,07/1/19,FY2019,32.8190788,-96.81317870000001,Restaurant,4.1,36
76,2385,AVILA'S MEXICAN RESTAURANT,Routine,07/16/2019,74,4714,MAPLE,,75219,4714 MAPLE AVE,07/1/19,FY2019,32.81424459999999,-96.825521,Restaurant,4.5,866
77,2404,WAI KITCHEN,Routine,07/30/2019,76,4315,LEMMON,,75219,4315 LEMMON AVE,07/1/19,FY2019,32.8169274,-96.8122324,Restaurant,3.6,407
78,2412,THAI LOTUS KITCHEN,Routine,07/12/2019,94,3851,CEDAR SPRINGS,#D,75219,3851 CEDAR SPRINGS RD #D,07/1/19,FY2019,32.8100026,-96.8103594,Cafe,4.2,1046
79,2490,2999 SERVICES,Routine,01/23/2017,100,2999,TURTLE CREEK,2,75219,2999 TURTLE CREEK BLVD BLDG 2,01/1/17,FY2017,32.8047308,-96.8056707,,,
80,2493,TAQUERIA LE VENTANA,Routine,07/12/2019,85,3847,CEDAR SPRINGS,,75219,3847 CEDAR SPRINGS,07/1/19,FY2019,32.8099476,-96.8101715,Cafe,4.2,1046
81,2496,UNCLE JULIO'S,Routine,07/30/2019,88,4125,LEMMON,,75219,4125 LEMMON AVE,07/1/19,FY2019,32.81527670000001,-96.81018859999999,Restaurant,4.2,2244
82,2498,CONFERENCE CENTER,Routine,12/20/2017,99,2323,VICTORY,500,75219,2323 VICTORY AVE STE 500,12/1/17,FY2018,32.7855931,-96.81061559999999,Restaurant,1,1
83,2653,MALIBU POKE,Routine,07/17/2019,96,3888,OAK LAWN,#102,75219,3888 OAK LAWN #102,07/1/19,FY2019,32.8159746,-96.8013608,,,
84,2657,STEEL RESTAURANT & LOUNGE,Routine,07/18/2019,80,3102,OAK LAWN,#100,75219,3102 OAK LAWN AVE #100,07/1/19,FY2019,32.8086974,-96.8076466,Restaurant,4.4,233
85,2658,AMICO'S PIZZA,Routine,07/30/2019,95,4032,CEDAR SPRINGS,,75219,4032 CEDAR SPRINGS RD,07/1/19,FY2019,32.811933,-96.8117686,Meal_Delivery,3.4,154
86,2661,STARBUCKS COFFEE,Routine,07/18/2019,97,3330,OAK LAWN,,75219,3330 OAK LAWN AVE,07/1/19,FY2019,32.810662,-96.80673639999999,,,
87,2663,BARBACOA AGAVE MEXICANA,Routine,07/17/2019,87,4525,MAPLE,,75219,4525 MAPLE AVE,07/1/19,FY2019,32.8119833,-96.8237351,Restaurant,4.1,140
88,2698,RUSTY TACO,Routine,07/17/2019,97,3604,OAK LAWN,,75219,3604 OAK LAWN AVE,07/1/19,FY2019,32.8128129,-96.8042244,Restaurant,4.2,327
89,2699,LUCKY'S,Routine,07/17/2019,90,3531,OAK LAWN,,75219,3531 OAK LAWN AVE,07/1/19,FY2019,32.8127825,-96.80503069999999,Bar,4.5,1100
90,2703,PAPPADEAUX SEAFOOD,Routine,07/17/2019,94,3520,OAK LAWN,,75219,3520 N OAK LAWN AVE,07/1/19,FY2019,32.812038,-96.804552,Restaurant,4.4,3420
91,2718,THE GREEN DRAGON,Routine,07/31/2019,84,3889,MAPLE,,75219,3889 MAPLE AVE,07/1/19,FY2019,32.8033804,-96.81601359999999,,,
92,2777,POP FACTORY,Routine,08/13/2019,94,3700,MCKINNEY,#144,75219,3700 MCKINNEY AVE #144,08/1/19,FY2019,32.8076932,-96.7962127,Restaurant,4,437
93,2856,TACO CABANA,Routine,07/30/2019,78,3923,LEMMON,,75219,3923 LEMMON AVE,07/1/19,FY2019,32.8133235,-96.80778269999999,Restaurant,3.9,1070
94,2869,START RESTAURANT,Routine,07/24/2019,92,4023,LEMMON,,75219,4023 LEMMON AVE,07/1/19,FY2019,32.8140231,-96.8086378,Restaurant,4.2,216
95,2876,COSMIC CUP,Routine,07/12/2019,96,2912,OAK LAWN,,75219,2912 OAK LAWN AVE,07/1/19,FY2019,32.8076856,-96.80974859999999,Restaurant,4.5,1248
96,2880,SZECHUAN RESTAURANT,Routine,07/30/2019,84,4411,LEMMON,#108,75219,4411 LEMMON AVE #108,07/1/19,FY2019,32.8181643,-96.8134559,Restaurant,3.9,380
97,2890,REGENCY DELI,Routine,07/30/2019,90,3710,RAWLINS,#175,75219,3710 RAWLINS ST #175,07/1/19,FY2019,32.810628,-96.8057316,,,
98,2924,CHIPOTLE MEXICAN GRILL,Routine,08/12/2019,97,4330,LEMMON,,75219,4330 LEMMON AVE,08/1/19,FY2019,32.8177817,-96.81200539999999,Restaurant,4.5,1202
