Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year
TASTE DATE CAFE,Routine,07/24/2017,90,8131,LBJ,#150,75251,8131 LBJ FRWY STE #150,07/1/17,FY2017
TEXAS DAIQUIRI'S,Routine,10/03/2018,94,3333,CAMP WISDOM,#102,75115,3333 W CAMP WISDOM RD #102,10/1/18,FY2019
TAQUERIA GARIBALDI,Routine,07/07/2017,97,3383,LOMBARDY,B,75220,3383 LOMBARDY LN STE B,07/1/17,FY2017
MARIA'S ICE CREAM & FRUTERIA,Routine,07/08/2017,94,6870,SHADY BROOK,,75231,6870 SHADY BROOK LN,07/1/17,FY2017
ONE STOP FOOD STORE,Routine,01/18/2019,94,5520,HAMPTON,,75232,5520 S HAMPTON RD,01/1/19,FY2019
HIGHLAND PARK PHARMACY,Routine,06/21/2017,89,3229,KNOX,,75205,3229 KNOX ST,06/1/17,FY2017
365 FOOD & FUEL,Routine,08/01/2018,95,353,SINGLETON,,75212,353 SINGLETON BLVD,08/1/18,FY2018
HAWAIIAN ICE CREAM,Routine,10/13/2016,94,7777,FOREST,C-92,75230,7777 FOREST LN C-92,10/1/16,FY2017
WINSTON SUNDRY SHOP,Routine,12/05/2017,90,12400,COIT,#130,75251,12400 COIT RD #130,12/1/17,FY2018
DAIRY QUEEN,Routine,11/01/2017,92,3488,ROSEMEADE,,75287,3488 ROSEMEADE PKWY,11/1/17,FY2018
LITTLE CAESARS PIZZA,Routine,01/16/2019,95,2515,INWOOD,#105,75235,2515 INWOOD RD #105,01/1/19,FY2019
SHOP T MART,Routine,11/19/2018,90,12307,PLANO,,75243,12307 PLANO RD,11/1/18,FY2019
JUANITA'S PANADERIA,Routine,06/29/2017,89,530,CENTRE,#C,75208,530 CENTRE ST #C,06/1/17,FY2017
WORLD OF SPICES,Routine,01/22/2019,74,13340,AUDELIA,#136,75243,13340 AUDELIA RD #136,01/1/19,FY2019
LAKE HIGHLANDS CREAMERY,Routine,05/16/2017,99,9660,AUDELIA,#117,75238,9660 AUDELIA #117,05/1/17,FY2017
KOZY KITCHEN,Routine,07/14/2018,91,4433,MCKINNEY,,75205,4433 MCKINNEY AVE,07/1/18,FY2018
PALETERIA LA MEXICANA,Routine,01/31/2018,81,525,JEFFERSON,#D,75203,525 E JEFFERSON BLVD #D,01/1/18,FY2018
MAKI BOY,Routine,07/06/2017,91,2330,ROYAL,#600,75229,2330 ROYAL LN #600,07/1/17,FY2017
YUMMY YUMMY RESTAURANT,Routine,08/08/2017,86,8224,LAKE JUNE,,75217,8224 LAKE JUNE RD,08/1/17,FY2017
CONCRETE COWBOY,Routine,10/20/2016,93,2512,CEDAR SPRINGS,,75201,2512 CEDAR SPRINGS RD,10/1/16,FY2017
UNITED ARTIST THEATRE,Routine,01/23/2019,98,11801,MCCREE,,75238,11801 MCCREE RD,01/1/19,FY2019
POLLO REY POLLO FIESTA,Routine,08/14/2017,84,4535,MAPLE,,75219,4535 MAPLE AVE,08/1/17,FY2017
J N H DONUTS,Routine,04/11/2018,86,4880,SUNNYVALE,#100,75216,4880 SUNNYVALE ST #100,04/1/18,FY2018
PANADERIA EL ARTESANO,Routine,12/19/2017,82,525,JEFFERSON,#C,75203,525 E JEFFERSON BLVD #C,12/1/17,FY2018
SUBWAY SANDWICHES,Routine,03/23/2017,94,1515,COCKRELL HILL,#114,75211,1515 N COCKRELL HILL RD #114,03/1/17,FY2017
CITTI'S PIZZA,Routine,10/25/2016,88,9247,SKILLMAN,#104,75243,9247 SKILLMAN ST #104,10/1/16,FY2017
DALLAS HOMEWOOD SUITES,Routine,04/10/2018,83,9169,MARKVILLE,,75243,9169 MARKVILLE DR,04/1/18,FY2018
PIZZA PATRON,Routine,02/28/2018,85,1401,BUCKNER,#147,75217,1401 S BUCKNER BLVD #147,02/1/18,FY2018
DOLLAR TREE,Routine,04/16/2018,94,2525,WHEATLAND,,75237,2525 W WHEATLAND RD,04/1/18,FY2018
DIAMOND J'S GROCERY DELI MART,Routine,12/01/2016,89,3022,LAGOW,,75210,3022 LAGOW ST,12/1/16,FY2017
T R HOOVER MULTI-PURPOSE,Routine,02/04/2019,98,5106,BEXAR,,75215,5106 BEXAR ST,02/1/19,FY2019
MR. K. CONVENIENCE STORE,Routine,01/08/2019,94,4302,MALCOLM X,,75215,4302 MALCOLM X BLVD,01/1/19,FY2019
TACOZ TOLUKA,Routine,10/01/2018,82,10886,HARRY HINES,,75220,10886 HARRY HINES BLVD,10/1/18,FY2019
NOBLE REY BREWING COMPANY,Routine,01/06/2018,90,2636,FARRINGTON,,75207,2636 FARRINGTON ST,01/1/18,FY2018
BAKER BROS AMERICAN DELI,Routine,09/18/2017,84,5500,GREENVILLE,#1102,75206,5500 GREENVILLE AVE #1102,09/1/17,FY2017
CHILLS 360 DOH,Routine,01/08/2019,98,2646,ELM,#170,75226,2646 ELM ST #170,01/1/19,FY2019
SINO HOUSE,Routine,08/17/2017,71,18020,DALLAS,,75287,18020 N DALLAS PKWY,08/1/17,FY2017
PASTELERIA LA ROCA,Routine,08/14/2017,97,3812,CLARENDON,,75211,3812 W CLARENDON,08/1/17,FY2017
I AM THE JUICE PLACE,Routine,05/16/2017,90,211,ERVAY,#103,75201,211 N ERVAY ST #103,05/1/17,FY2017
FORTY FIVE TEN,Routine,12/22/2016,88,4510,MCKINNEY,,75205,4510 MCKINNEY AVE,12/1/16,FY2017
K QUICK SHOP,Routine,03/02/2018,88,4311,MALCOLM X,,75215,4311 S MALCOLM X BLVD,03/1/18,FY2018
RIVERSIDE GRILLE,Routine,03/27/2017,80,940,RIVERFRONT,,75207,940 N RIVERFRONT BLVD,03/1/17,FY2017
LAS FRESITAS NEVERIA Y FRUTERIA,Routine,11/16/2017,94,4441,LAWNVIEW,#B-1,75227,4441 LAWNVIEW AVE #B-1,11/1/17,FY2018
LRZ CORNER STORE,Routine,11/13/2017,99,9203,BRUTON,,75217,9203 BRUTON RD,11/1/17,FY2018
HONG KONG RESTAURANT,Routine,11/13/2018,84,9055,GARLAND,,75218,9055 GARLAND RD,11/1/18,FY2019
FAMILY DOLLAR,Routine,11/20/2018,95,5911,LOVETT,,75227,5911 LOVETT AVE,11/1/18,FY2019
THE JUNGLE BURGER,Routine,06/21/2018,80,4515,VILLAGE FAIR,#A-1,75224,4515 VILLAGE FAIR DR #A-1,06/1/18,FY2018
CVS PHARMACY,Routine,04/07/2017,95,5429,ROSS,,75202,5429 ROSS AVE,04/1/17,FY2017
SUBWAY CVC,Routine,08/21/2017,82,3030,DALLAS,230D,75146,3030 N DALLAS AVE 230D,08/1/17,FY2017
PERA,Routine,07/27/2017,75,2405,HENDERSON,,75206,2405 N HENDERSON AVE,07/1/17,FY2017
FUZZIWIGS CANDY FACTORY,Routine,10/25/2017,95,8687,CENTRAL,#2116,75225,8687 N CENTRAL EXPW #2116,10/1/17,FY2018
TEXAS SEAFOOD MARKETS,Routine,12/19/2018,80,4831,LANCASTER,#B,75216,4831 S LANCASTER RD #B,12/1/18,FY2019
PETER PIPER PIZZA,Routine,06/22/2018,95,729,JEFFERSON,,75208,729 W JEFFERSON BLVD,06/1/18,FY2018
YUMMY DONUTS,Routine,10/28/2016,85,4441,LAWNVIEW,#C,75227,4441 LAWNVIEW ST #C,10/1/16,FY2017
LITTLE CAESAR'S PIZZA,Routine,09/13/2017,94,11412,AUDELIA,,75243,11412 AUDELIA RD,09/1/17,FY2017
USA DONUTS,Routine,04/19/2017,84,920,WESTMORELAND,,75211,920 N WESTMORELAND RD,04/1/17,FY2017
ICE CREAM SHOP & JUICE,Routine,08/08/2017,83,9702,BROCKBANK,#130,75220,9702 BROCKBANK DR #130,08/1/17,FY2017
OAK CLIFF DONUTS,Routine,01/03/2017,90,2402,HAMPTON,,75224,2402 S HAMPTON RD,01/1/17,FY2017
BLUE BIRD,Routine,03/24/2018,94,11434,EMERALD,#106,75229,11434 EMERALD ST #106,03/1/18,FY2018
PIZZA PATRON,Routine,02/28/2018,93,8928,RL THORNTON,#110,75228,8928 E RL THORNTON FRWY #110,02/1/18,FY2018
DOLLAR GENERAL STORE,Routine,12/06/2017,96,8786,FERGUSON,,75228,8786 FERGUSON RD,12/1/17,FY2018
CARRIE'S,Routine,01/25/2017,75,2320,MLK,,75215,2320 MLK BLVD,01/1/17,FY2017
MAPLE DONUTS,Routine,03/15/2019,91,5321,MAPLE,,75235,5321 MAPLE AVE,03/1/19,FY2019
LADY LOVE II,Routine,11/08/2018,97,1615,HAVEN,,75215,1615 HAVEN ST,11/1/18,FY2019
EUREST DINING SERVICES,Routine,03/08/2017,97,500,AKARD,#B-10,75201,500 N AKARD ST STE #B-10,03/1/17,FY2017
A&R REVELES MEXICAN BAKERY,Routine,02/01/2017,90,2610,SYLVAN,,75212,2610 SYLVAN AVE,02/1/17,FY2017
WALMART,Routine,04/20/2017,92,3155,WHEATLAND,,75237,3155 W WHEATLAND RD,04/1/17,FY2017
WALGREENS,Routine,10/30/2017,93,5001,ROSS,,75206,5001 ROSS AVE,10/1/17,FY2018
EAGLE TRAVEL CENTER,Routine,07/20/2017,81,2275,NORTHWEST,,75220,2275 W NORTHWEST HWY,07/1/17,FY2017
KWIK SAVE MART,Routine,03/06/2019,85,7015,HOLLY HILL,#B,75231,7015 HOLLY HILL DR #B,03/1/19,FY2019
TOP MART,Routine,10/30/2018,85,7047,BRUTON,,75217,7047 BRUTON RD,10/1/18,FY2019
GATEWAY,Routine,03/15/2017,97,3303,ILLINOIS,,75211,3303 W ILLINOIS AVE,03/1/17,FY2017
DALLAS BEER KITCHEN,Routine,06/23/2017,85,1802,GREENVILLE,#110,75206,1802 GREENVILLE AVE #110,06/1/17,FY2017
GOLDEN CHICK,Routine,12/15/2016,87,3036,MOCKINGBIRD,,75205,3036 W MOCKINGBIRD LN,12/1/16,FY2017
WILLIAMS SONOMA,Routine,08/07/2018,95,8687,CENTRAL,#504,75225,8687 N CENTRAL EXPW #504,08/1/18,FY2018
DON CHINGON,Routine,03/05/2018,70,2237,GREENVILLE,,75206,2237 GREENVILLE AVE,03/1/18,FY2018
STARBUCKS COFFEE,Routine,03/11/2018,96,1601,COCKRELL HILL,,75211,1601 N COCKRELL HILL RD,03/1/18,FY2018
J'S FOOD MART,Routine,06/16/2017,94,10041,WHITEHURST,,75243,10041 WHITEHURST DR,06/1/17,FY2017
TACO EL PATRON,Routine,06/14/2017,86,10840,HARRY HINES,,75220,10840 HARRY HINES BLVD,06/1/17,FY2017
PIZZA PATRON,Routine,04/25/2018,88,11411,NORTHWEST,102,75218,11411 E NORTHWEST HWY 102,04/1/18,FY2018
QUIK TRIP,Routine,03/19/2018,89,7818,GARLAND,,75214,7818 GARLAND RD,03/1/18,FY2018
HIHO GROCERY,Routine,12/13/2016,93,105,SANER,,75216,105 E SANER AVE,12/1/16,FY2017
JUGOLANDIA,Routine,01/14/2019,81,4230,LBJ,#180,75244,4230 LBJ FRWY #180,01/1/19,FY2019
PLAYMATE'S CLUB,Routine,08/31/2018,92,5004,HOHEN,,75215,5004 HOHEN AVE,08/1/18,FY2018
HAUTE SWEETS PATISSERIE LLC,Routine,07/30/2018,93,10230,NORTHWEST,,75218,10230 E NORTHWEST HWY,07/1/18,FY2018
SHOP N GO,Routine,01/31/2018,94,2302,GUS THOMASSON,#100,75228,2302 GUS THOMASSON RD #100,01/1/18,FY2018
LAKE JUNE QUICK TRACK,Routine,01/18/2017,96,6808,LAKE JUNE,,75217,6808 LAKE JUNE RD,01/1/17,FY2017
GODIVA CHOCOLATIER,Routine,02/27/2017,100,13350,DALLAS,#1200,75240,13350 DALLAS PKWY #1200,02/1/17,FY2017
GRIMALDI'S PIZZERIA,Routine,02/22/2017,86,3636,MCKINNEY,190,75204,3636 MCKINNEY AVE 190,02/1/17,FY2017
MERCADO ARTESANAL,Routine,01/10/2018,86,371,JEFFERSON,#120,75208,371 W JEFFERSON BLVD #120,01/1/18,FY2018
SUBWAY,Routine,11/06/2017,93,4122,LBJ,#115,75244,4122 LBJ FRWY #115,11/1/17,FY2018
CARL'S JR,Routine,04/10/2018,93,2930,BUCKNER,,75227,2930 S BUCKNER BLVD,04/1/18,FY2018
2026 COMMERCE OPERATIONS,Routine,10/12/2017,85,2026,COMMERCE,,75201,2026 COMMERCE ST,10/1/17,FY2018
SANDRA GROCERY,Routine,02/07/2017,81,1827,HASKELL,,75223,1827 S HASKELL AVE,02/1/17,FY2017
DOMINO'S PIZZA,Routine,01/04/2018,92,15203,KNOLL TRAIL,#115,75248,15203 KNOLL TRAIL DR #115,01/1/18,FY2018
LOVE'S TRAVEL STOP,Routine,01/17/2019,87,8800,POLK,,75232,8800 S POLK ST,01/1/19,FY2019
CEDAR CREST SNACK BAR,Routine,11/13/2016,90,1800,SOUTHERLAND,,75203,1800 SOUTHERLAND AVE,11/1/16,FY2017
I LOVE JUICE BAR,Routine,09/11/2018,82,8018,PARK LANE,#120,75231,8018 PARK LANE #120,09/1/18,FY2018
PRIMO BROTHERS PIZZA,Routine,06/27/2018,80,9310,FOREST,#334,75243,9310 FOREST LN STE #334,06/1/18,FY2018
PVC COOL SPOT,Routine,04/12/2017,91,8414,PARK,,75243,8414 PARK LN,04/1/17,FY2017
CVS PHARMACY,Routine,08/20/2018,96,13033,COIT,,75240,13033 COIT RD,08/1/18,FY2018
AL'S PIZZERIA,Routine,10/11/2016,87,3701,NORTHWEST,#309,75220,3701 W NORTHWEST HWY STE #309,10/1/16,FY2017
MY EXECUTIVE SNACK SHOP,Routine,06/18/2018,83,4131,CENTRAL,#150,75204,4131 N CENTRAL EXPW #150,06/1/18,FY2018
SUBWAY SANDWICHES,Routine,01/05/2017,91,2445,NORTHWEST,#107,75220,2445 W NORTHWEST HWY #107,01/1/17,FY2017
DRAKES BREWHOUSE,Routine,10/12/2017,86,8499,GREENVILLE,#108,75231,8499 GREENVILLE AVE #108,10/1/17,FY2018
ROOTS PRESSED JUICES,Routine,07/19/2018,74,1906,ABRAMS,,75214,1906 ABRAMS PKWY,07/1/18,FY2018
CHALMITA,Routine,11/11/2018,94,2233,PRAIRIE CREEK,#L7,75227,2233 N PRAIRIE CREEK RD #L7,11/1/18,FY2019
PIZZA HUT,Routine,02/28/2018,95,2223,BUCKNER,#245,75227,2223 S BUCKNER BLVD #245,02/1/18,FY2018
MURPHY'S DELI,Routine,01/31/2017,97,2001,ROSS,#150,75201,2001 ROSS AVE #150,01/1/17,FY2017
DUNKIN DONUTS,Routine,08/02/2017,90,14841,COIT,,75248,14841 COIT RD,08/1/17,FY2017
SUBWAY,Routine,05/17/2018,93,11500,JUPITER,#104,75218,11500 JUPITER RD #104,05/1/18,FY2018
SALLY THE SALAD ROBOT 34TH FLR - VENDING MACHINE,Routine,09/21/2018,99,1601,ELM,FL34,75201,1601 ELM ST FL34,09/1/18,FY2018
STEP-N-GO,Routine,02/15/2017,87,8188,SPRING VALLEY,,75240,8188 SPRING VALLEY RD,02/1/17,FY2017
PLANO CAFE,Routine,05/31/2017,83,10945,ESTATE,#110,75238,10945 ESTATE LN #110,05/1/17,FY2017
INWOOD DONUT,Routine,12/12/2017,98,11814,INWOOD,,75234,11814 INWOOD RD,12/1/17,FY2018
SBARRO,Routine,02/04/2019,80,13350,DALLAS,#3670,75240,13350 DALLAS PKWY #3670,02/1/19,FY2019
DALLAS NUTRITION,Routine,07/26/2017,89,6523,ABRAMS,,75231,6523 ABRAMS RD,07/1/17,FY2017
REFRESQUERIA SAN LUIS,Routine,06/30/2017,88,11200,HARRY HINES,#S5,75229,11200 HARRY HINES BLVD #S5,06/1/17,FY2017
FUNK DA FRIED FISH & CHICKEN,Routine,03/25/2019,94,4353,SPRING,,75210,4353 SPRING AVE,03/1/19,FY2019
POTBELLY SANDWICH WORKS,Routine,08/01/2017,93,13350,DALLAS,#600,75240,13350 DALLAS PKWY #600,08/1/17,FY2017
WIMPY'S JR,Routine,10/19/2018,82,1802,SINGLETON,,75212,1802 SINGLETON BLVD,10/1/18,FY2019
BOCATTI,Routine,02/27/2019,93,3720,WALNUT HILL,#102,75229,3720 WALNUT HILL LN STE #102,02/1/19,FY2019
FROSTED ART,Routine,01/09/2019,97,1546,EDISON,,75207,1546 EDISON ST,01/1/19,FY2019
FRIENDLY 2 MART,Routine,02/20/2019,83,3287,POLK,,75224,3287 S POLK ST,02/1/19,FY2019
TWO SISTERS TO GO,Routine,09/27/2017,95,3111,MONTICELLO,#C,75205,3111 MONTICELLO AVE #C,09/1/17,FY2017
CHUCK'S PIZZA,Routine,03/17/2017,98,7932,LOOP 12,#114A,75217,7932 S LOOP 12 #114A,03/1/17,FY2017
ANA'S TAQUERIA,Routine,03/07/2017,94,4438,MAPLE,#5,75219,4438 MAPLE AVE STE #5,03/1/17,FY2017
TIFF'S TREATS,Routine,03/15/2017,80,8611,HILLCREST,#130,75225,8611 HILLCREST RD #130,03/1/17,FY2017
EIGHT BELLS ALEHOUSE,Routine,07/31/2017,93,831,EXPOSITION,#C,75226,831 EXPOSITION AVE #C,07/1/17,FY2017
DIVINOS PIZZARIA,Routine,08/07/2018,80,4201,GASTON,#104,75246,4201 GASTON AVE STE #104,08/1/18,FY2018
GOOD FRIEND MARKET,Routine,10/26/2016,88,1155,PEAVY,,75218,1155 PEAVY RD,10/1/16,FY2017
CICI'S PIZZA,Routine,01/10/2019,92,3128,FOREST,#211,75234,3128 FOREST LN STE #211,01/1/19,FY2019
JOY MART,Routine,03/31/2017,97,4705,YANCY,,75216,4705 YANCY ST,03/1/17,FY2017
HYPNOTIC DONUTS,Routine,05/31/2018,95,9007,GARLAND,,75218,9007 GARLAND RD,05/1/18,FY2018
LA CHIQUITIBUM ICE CREAM,Routine,06/20/2017,80,1512,BELTLINE,#7,75253,1512 S BELTLINE RD #7,06/1/17,FY2017
PIZZA HUT,Routine,12/21/2017,92,3233,FORT WORTH,,75211,3233 FORT WORTH AVE,12/1/17,FY2018
SOUTHPAWS ORGANIC CAF,Routine,09/20/2017,95,4023,OAK LAWN,,75219,4023 OAK LAWN,09/1/17,FY2017
JTC BLESS IMPORT,Routine,05/26/2017,82,9220,SKILLMAN,#111,75243,9220 SKILLMAN ST #111,05/1/17,FY2017
TACO BELL,Routine,01/04/2018,96,8407,LANCASTER,,75241,8407 S LANCASTER RD,01/1/18,FY2018
DONUT PALACE,Routine,06/28/2018,88,9585,SCYENE,,75227,9585 SCYENE RD,06/1/18,FY2018
THE PROMISED LAND,Routine,02/19/2019,81,801,JEFFERSON,#A,75208,801 W JEFFERSON BLVD #A,02/1/19,FY2019
CHESTERFIELDS,Routine,02/23/2018,88,2555,INWOOD,#143,75235,2555 INWOOD RD #143,02/1/18,FY2018
FAIRFIELD INN & SUITES,Routine,03/09/2018,90,2100,COCKRELL HILL,,75212,2100 N COCKRELL HILL RD,03/1/18,FY2018
PAPA JOHNS PIZZA,Routine,02/20/2018,90,1127,BECKLEY,,75203,1127 N BECKLEY AVE,02/1/18,FY2018
CICI'S PIZZA,Routine,08/02/2018,95,1515,BUCKNER,#115,75217,1515 S BUCKNER BLVD #115,08/1/18,FY2018
BENDERS SPORTS & SPIRITS,Routine,04/24/2019,95,18110,MIDWAY,#188,75287,18110 MIDWAY RD #188,04/1/19,FY2019
DULCET CAFE AND BAKERY,Routine,08/01/2018,85,320,SINGLETON,#190,75212,320 SINGLETON BLVD #190,08/1/18,FY2018
UNCLE UBER'S SAMMICH SHOP,Routine,09/21/2017,94,2713,COMMERCE,,75226,2713 COMMERCE ST,09/1/17,FY2017
ABRAMS FOOD & BEER WINE,Routine,02/07/2018,91,12121,ABRAMS,,75243,12121 ABRAMS RD,02/1/18,FY2018
KWICK MART,Routine,11/03/2016,84,8300,LA PRADA,#130,75228,8300 LA PRADA DR #130,11/1/16,FY2017
THE PAPER PLATE,Routine,01/08/2018,93,4848,COCKRELL HILL,,75236,4848 S COCKRELL HILL RD,01/1/18,FY2018
HOOK LINE & SINKER,Routine,01/08/2018,92,17600,PRESTON,,75252,17600 PRESTON RD,01/1/18,FY2018
ST PAUL UNITED METHODIST CHURCH,Routine,09/12/2017,100,1816,ROUTH,,75201,1816 ROUTH ST,09/1/17,FY2017
VITALITY BOWL,Routine,02/19/2019,92,7865,FIREFALL,#110,75230,7865 FIREFALL WAY #110,02/1/19,FY2019
SUBWAY SANDWICHES,Routine,11/22/2017,80,309,KIEST,#A,75224,309 W KIEST BLVD #A,11/1/17,FY2018
EMPIRE DELI,Routine,07/02/2018,81,1140,EMPIRE CENTRAL,#130,75247,1140 EMPIRE CENTRAL DR #130,07/1/18,FY2018
CICIS PIZZA,Routine,02/13/2018,90,6186,RETAIL,100,75231,6186 RETAIL RD STE 100,02/1/18,FY2018
J. PEPES TEX-MEX,Routine,01/09/2017,89,600,PEARL,#G101,75201,600 N PEARL ST #G101,01/1/17,FY2017
AMERICAN FOOD VENDING,Routine,12/12/2018,96,13011,TI,,75243,13011 TI BLVD,12/1/18,FY2019
SHIPLEY DONUT JKW,Routine,12/05/2016,88,10332,FERGUSON,,75228,10332 FERGUSON RD,12/1/16,FY2017
GREEN FOREST TEXACO,Routine,05/07/2017,92,9100,FOREST,,75243,9100 FOREST LN,05/1/17,FY2017
SAM BEER GRILL GROCERY,Routine,12/11/2018,95,3211,HAMPTON,#200,75224,3211 S HAMPTON RD #200,12/1/18,FY2019
TROPHY ROOM,Routine,01/24/2019,90,2714,MCKINNEY,,75205,2714 MCKINNEY AVE,01/1/19,FY2019
7-SEVEN BEVERAGE STORE,Routine,11/25/2018,96,9500,WEBB CHAPEL,,75220,9500 WEBB CHAPEL RD,11/1/18,FY2019
P&S CORNER STORE,Routine,08/10/2018,85,4203,DALTON,,75216,4203 DALTON DR,08/1/18,FY2018
AU BON PAIN - JACKSON CAFE,Routine,10/29/2018,92,8198,WALNUT HILL,G100,75231,8198 WALNUT HILL LN STE G100,10/1/18,FY2019
VERMONT GROCERY STORE,Routine,01/09/2019,80,819,VERMONT,,75216,819 E VERMONT AVE,01/1/19,FY2019
LAKEHILL PREP SCHOOL CONCESSION,Routine,12/01/2016,96,7401,FERGUSON,,75228,7401 FERGUSON RD,12/1/16,FY2017
PALETERIA Y NEVERIA LA MICHOACANA,Routine,02/05/2019,84,8086,SPRING VALLEY,,75240,8086 SPRING VALLEY RD,02/1/19,FY2019
CLEAN JUICE,Routine,02/01/2019,95,5225,BELTLINE,#252,75254,5225 BELTLINE RD #252,02/1/19,FY2019
TEXAS HORSE PARK,Routine,01/04/2019,93,811,PEMBERTON HILL,,75217,811 PEMBERTON HILL RD,01/1/19,FY2019
KFC STORE,Routine,01/23/2017,95,7975,BELTLINE,,75240,7975 BELTLINE RD,01/1/17,FY2017
A & J BAKERY,Routine,04/30/2019,92,3515,OAK LAWN,,75219,3515 OAK LAWN AVE,04/1/19,FY2019
CAFE 35,Routine,11/30/2016,93,8777,STEMMONS,#114,75247,8777 N STEMMONS FRWY #114,11/1/16,FY2017
FIESTA MART,Routine,01/04/2017,90,3630,FOREST,,75234,3630 FOREST LN,01/1/17,FY2017
THE STAND,Routine,11/21/2017,92,1520,ELM,#107,75201,1520 ELM ST #107,11/1/17,FY2018
POTPOURRI OF SILK,Routine,06/15/2017,91,317,ZANG,,75208,317 N ZANG BLVD,06/1/17,FY2017
PIZZA PATRON,Routine,08/30/2018,96,10081,LAKE JUNE,,75217,10081 LAKE JUNE RD,08/1/18,FY2018
PALETERIA Y NEVERIA COCO BONGO,Routine,03/29/2017,85,1819,BUCKNER,#120,75217,1819 S BUCKNER BLVD #120,03/1/17,FY2017
TACO CASA,Routine,07/17/2018,96,18120,COIT,A,75252,18120 COIT RD A,07/1/18,FY2018
C & P GROCERY,Routine,08/15/2017,92,6521,JEANE,,75217,6521 JEANE ST,08/1/17,FY2017
A SANDWICH SHOP,Routine,11/21/2016,87,8333,DOUGLAS,#C140,75225,8333 DOUGLAS AVE #C140,11/1/16,FY2017
MONSTER YOGURT,Routine,01/06/2019,93,9540,GARLAND,394,75218,9540 GARLAND RD 394,01/1/19,FY2019
SOUTHSIDE MARKET AND DELI,Routine,10/12/2018,81,4417,LANCASTER,#2289,75216,4417 S LANCASTER RD #2289,10/1/18,FY2019
SUBWAY,Routine,03/02/2017,96,2555,INWOOD,#139,75235,2555 INWOOD RD #139,03/1/17,FY2017
HIGH & TIGHT,Routine,08/01/2017,94,2701,MAIN,#180,75226,2701 MAIN ST #180,08/1/17,FY2017
5 STAR DONUTS,Routine,01/03/2017,82,2884,FOREST,,75234,2884 FOREST LN,01/1/17,FY2017
SALLIO BISTRO,Routine,04/29/2019,91,11910,PRESTON,#209,75230,11910 PRESTON RD #209,04/1/19,FY2019
LA FLOR DE MICHOACAN,Routine,03/14/2019,88,7906,LAKE JUNE,,75217,7906 LAKE JUNE RD,03/1/19,FY2019
URBAN BREW,Routine,07/26/2018,95,1409,ZANG,#16,75225,1409 N ZANG BLVD #16,07/1/18,FY2018
CHICKEN & RICE,Routine,10/17/2017,94,2902,BUCKNER,,75227,2902 S BUCKNER BLVD,10/1/17,FY2018
DICKEY'S BARBEQUE,Routine,01/11/2017,88,6243,RETAIL,#400,75220,6243 RETAIL RD #400,01/1/17,FY2017
RAINBOW ICE CREAM SHOP,Routine,11/27/2018,94,3446,WEBB CHAPEL,#A,75220,3446 WEBB CHAPEL EXT #A,11/1/18,FY2019
OK BEER & WINE,Routine,09/18/2018,96,1101,BEACON,#100,75223,1101 S BEACON ST #100,09/1/18,FY2018
NEVERIA LA MEXICANA,Routine,03/09/2018,81,801,JEFFERSON,A,75208,801 W JEFFERSON BLVD STE A,03/1/18,FY2018
PLEASANT GROVE DONUTS,Routine,10/28/2016,90,1340,BUCKNER,,75217,1340 S BUCKNER BLVD,10/1/16,FY2017
MAME INJERA,Routine,02/12/2019,91,10544,WALNUT,#105,75243,10544 WALNUT ST #105,02/1/19,FY2019
PALETERIA LA ESTRELLA,Routine,12/12/2016,94,409,CENTRE,,75208,409 CENTRE ST,12/1/16,FY2017
WHIP IN GROCERY,Routine,10/20/2016,97,7233,GASTON,,75214,7233 GASTON AVE,10/1/16,FY2017
TAQUERIA'S ROJAS,Routine,10/26/2017,98,1328,JIM MILLER,#101,75217,1328 N JIM MILLER RD #101,10/1/17,FY2018
BELLINI'S ITALIAN CAFE,Routine,07/17/2017,83,3810,CONGRESS,#109,75219,3810 CONGRESS AVE #109,07/1/17,FY2017
SUBROC,Routine,01/13/2017,82,400,ZANG,LLC30,75208,400 S ZANG BLVD LLC30,01/1/17,FY2017
OH DONUTS,Routine,01/31/2019,98,2236,BUCKNER,,75217,2236 S BUCKNER BLVD,01/1/19,FY2019
EMILIOS RESTAURANT,Routine,12/04/2017,87,2016,ERVAY,,75215,2016 S ERVAY ST,12/1/17,FY2018
GOOD DONUTS,Routine,03/29/2018,82,11404,SHILOH,#106,75228,11404 SHILOH RD #106,03/1/18,FY2018
HENDERSON CHICKEN,Routine,01/04/2018,82,8445,LANCASTER,#A100,75241,8445 S LANCASTER RD #A100,01/1/18,FY2018
WIT'S END CLUB,Routine,12/08/2016,93,2724,ELM,,75226,2724 ELM ST,12/1/16,FY2017
THE BRIDGE AT FAIR PARK ADULT DAY CENTER,Routine,07/23/2018,92,2535,MLK,,75215,2535 MLK BLVD,07/1/18,FY2018
O-DONUT OF DALLAS,Routine,07/31/2018,80,1117,CAMP WISDOM,,75232,1117 W CAMP WISDOM RD,07/1/18,FY2018
PACIUGO GELATO & CAFFE,Routine,03/23/2017,95,3699,MCKINNEY,#101B,75204,3699 MCKINNEY AVE #101B,03/1/17,FY2017
COCKRELL CENTER,Routine,03/12/2019,95,4291,DALLAS FT WORTH,,75211,4291 DALLAS FT WORTH TPKE,03/1/19,FY2019
