restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year
2204,Routine,6/28/2019,95,2204,ELM,,75201,2204 ELM ST,6/1/2019,FY2019
3606,Routine,12/30/2019,97,3606,GREENVILLE,#B,75206,3606 GREENVILLE AVE #B,12/1/2019,FY2020
9999,Routine,12/20/2017,98,1011,WALTON WALKER,,75211,1011 S WALTON WALKER BLVD,12/1/2017,FY2018
13209,Routine,8/7/2019,96,13209,C F HAWN,,75253,13209 C F HAWN FRWY,8/1/2019,FY2019
44023,Routine,1/10/2020,81,4024,ROSS,,75204,4024 ROSS AVE,1/1/2020,FY2020
44023,Routine,12/18/2019,80,1102,KIEST,,75224,1102 W KIEST BLVD,12/1/2019,FY2020
44023,Routine,12/30/2019,93,5123,LOVERS,,75209,5123 W LOVERS LN,12/1/2019,FY2020
44023,Routine,8/20/2019,97,7815,GARLAND,,75218,7815 GARLAND RD,8/1/2019,FY2019
44023,Routine,4/15/2019,93,225,COLORADO,,75203,225 E COLORADO BLVD,4/1/2019,FY2019
44023,Routine,2/25/2019,84,10468,GARLAND,,75218,10468 GARLAND RD,2/1/2019,FY2019
44023,Routine,2/26/2019,90,4201,TRAVIS,,75205,4201 TRAVIS ST,2/1/2019,FY2019
44023,Routine,1/8/2019,90,2502,ROYAL,#101,75229,2502 ROYAL LN #101,1/1/2019,FY2019
44023,Routine,12/26/2018,98,10100,BRUTON,,75217,10100 BRUTON RD,12/1/2018,FY2019
44023,Routine,11/1/2018,92,2986,WALNUT HILL,,75229,2986 WALNUT HILL LN,11/1/2018,FY2019
"""LET'S DO LUNCH""",Routine,8/28/2019,100,1720,REGAL,#105,75235,1720 REGAL ROW #105,8/1/2019,FY2019
#1 CHAMPION BILLARD & GAMES,Routine,2/18/2019,92,9530,OVERLAKE,#D,75220,9530 OVERLAKE DR #D,2/1/2019,FY2019
$ STUFF & MORE,Routine,12/28/2018,93,4702,EAST GRAND,,75223,4702 EAST GRAND AVE,12/1/2018,FY2019
039 NIGHT CLUB,Routine,3/1/2018,99,1820,MOCKINGBIRD,#34,75235,1820 W MOCKINGBIRD LN #34,3/1/2018,FY2018
1 ABC BEER & WINE,Routine,6/21/2019,93,9625,WEBB CHAPEL,#100A,75220,9625 WEBB CHAPEL RD #100A,6/1/2019,FY2019
1 QUICK STOP FOOD MART,Routine,3/14/2018,80,337,LEDBETTER,C,75216,337 E LEDBETTER RD C,3/1/2018,FY2018
1 STOP CONVENIENCE,Routine,1/31/2017,96,2743,CEDAR CREST,,75203,2743 CEDAR CREST BLVD,1/1/2017,FY2017
1 STOP MART,Routine,2/26/2019,100,8460,DENTON,,75235,8460 DENTON DR,2/1/2019,FY2019
1 WAY'S,Routine,12/26/2019,92,4217,SECOND,,75215,4217 S SECOND AVE,12/1/2019,FY2020
1-QUICK STOP,Routine,11/21/2018,87,3525,LEDBETTER,#A,75233,3525 W LEDBETTER DR STE #A,11/1/2018,FY2019
1-STOP SHOP,Routine,12/5/2019,91,1512,BELTLINE,#2,75253,1512 S BELTLINE RD #2,12/1/2019,FY2020
1.00 PLUS STORE,Routine,1/13/2017,96,6102,SAMUELL,#104,75227,6102 SAMUELL BLVD #104,1/1/2017,FY2017
12 CUTS STEAK HOUSE,Routine,10/30/2019,91,18010,DALLAS,,75287,18010 DALLAS PKWY,10/1/2019,FY2020
13910 SHELL,Routine,12/2/2019,96,13910,CENTRAL,,75243,13910 N CENTRAL EXPW,12/1/2019,FY2020
14323 PACIUGO GELATO & CAFE,Routine,3/21/2019,96,8008,CEDAR SPRINGS,C2321,75235,8008 CEDAR SPRINGS RD C2321,3/1/2019,FY2019
15695 HEIGHTS PREP,Routine,10/22/2019,91,2806,CANADA,,75212,2806 CANADA DR,10/1/2019,FY2020
15709 URBAN CHANGE FOR LIFE,Routine,6/5/2019,85,4909,LANCASTER,,75216,4909 S LANCASTER RD,6/1/2019,FY2019
15710 FOODA-CHASE TOWER,Routine,5/29/2019,96,2200,ROSS,,75201,2200 ROSS AVE,5/1/2019,FY2019
15734 3D CANTINA,Routine,10/31/2019,82,2707,MLK,#130,75215,2707 MLK BLVD STE #130,10/1/2019,FY2020
15742 TEXAS FOOD MART,Routine,7/19/2019,82,2984,WHEATLAND,#E,75037,2984 W WHEATLAND RD #E,7/1/2019,FY2019
15757 JAZEN TEA,Routine,1/7/2019,96,11613,CENTRAL,#106A,75243,11613 N CENTRAL EXPW #106A,1/1/2019,FY2019
15786 THE FORUM PARK LANE-1ST FLOOR SKILLED NURSING,Routine,9/16/2019,97,7831,PARK,,75225,7831 PARK LN,9/1/2019,FY2019
15789 THE MERCHANT AT LOWER GREENVILLE,Routine,6/14/2019,96,1924,GREENVILLE,,75206,1924 GREENVILLE AVE,6/1/2019,FY2019
15805 DOTTEA,Routine,12/17/2019,93,14902,PRESTON,#500,75254,14902 PRESTON RD #500,12/1/2019,FY2020
1600 CAFE,Routine,11/21/2019,94,1600,VICEROY,#125,75235,1600 VICEROY DR #125,11/1/2019,FY2020
1600 PACIFIC SUB TENANT LLC,Routine,1/10/2020,80,1600,PACIFIC,5THFL,75201,1600 PACIFIC AVE 5THFL,1/1/2020,FY2020
"16096 TRINITY BASIN PREPARATORY, INC",Routine,10/8/2019,100,2524,LEDBETTER,BU4,75237,2524 W LEDBETTER DR BU4,10/1/2019,FY2020
16152 VIDORRA,Routine,5/20/2019,84,2642,MAIN,#100,75226,2642 MAIN ST #100,5/1/2019,FY2019
16155 PRESTON HOLLOW CATERERS LLC,Routine,7/9/2019,94,9200,INWOOD,,75220,9200 INWOOD RD,7/1/2019,FY2019
16159 CORELOGIC MICROMARKET,Routine,3/7/2019,100,3001,HACKBERRY,,75063,3001 HACKBERRY RD,3/1/2019,FY2019
16160 THPG MICROMARKET,Routine,12/6/2018,99,9229,LBJ,,75243,9229 LBJ FRWY,12/1/2018,FY2019
16161 AH BELO DALLAS MORNING NEWS MICROMARKET,Routine,1/25/2019,99,1954,COMMERCE,,75201,1954 COMMERCE ST,1/1/2019,FY2019
16162 - KPMG,Routine,6/24/2019,95,2323,ROSS,,75201,2323 ROSS AVE,6/1/2019,FY2019
16163 - AMERICAN HEART ASSOCIATION MICROMARKET,Routine,12/4/2018,96,7272,GREENVILLE,,75231,7272 GREENVILLE AVE,12/1/2018,FY2019
16232 CRAZY BROTHERS,Routine,1/6/2020,91,7812,GREAT TRINITY FOREST,#300,75217,7812 GREAT TRINITY FOREST WAY #300,1/1/2020,FY2020
16267 DEVIGHAT LLC,Routine,4/8/2019,100,832,HOLCOMB,,75217,832 HOLCOMB RD,4/1/2019,FY2019
1717 RESTAURANT,Routine,9/30/2019,91,1717,HARWOOD,,75201,1717 N HARWOOD ST,9/1/2019,FY2019
1ST CHOICE FOOD MART,Routine,11/19/2018,89,2449,BELTLINE,,75253,2449 S BELTLINE RD,11/1/2018,FY2019
1STFLOORKITCHEN & BAR,Routine,9/23/2019,94,4100,MAPLE,,75219,4100 MAPLE AVE,9/1/2019,FY2019
20 FEET,Routine,8/29/2019,97,1160,PEAVY,,75218,1160 PEAVY RD,8/1/2019,FY2019
"2026 COMMERCE OPERATIONS, LLC - (REIGN)",Routine,11/24/2018,91,2026,COMMERCE,,75201,2026 COMMERCE ST,11/1/2018,FY2019
2100 DELI,Routine,6/28/2019,80,2100,MCKINNEY,#150,75201,2100 MCKINNEY AVE #150,6/1/2019,FY2019
2355 LOUNGE,Routine,2/14/2017,100,2355,THOMAS,#120,75201,2355 THOMAS #120,2/1/2017,FY2017
24 EVER,Routine,10/12/2018,87,6005,RL THORNTON,,75232,6005 S RL THORNTON FRWY,10/1/2018,FY2019
24 HOUR STORE,Routine,9/5/2019,85,8455,PARK,,75231,8455 PARK LN,9/1/2019,FY2019
2817 MAPLE LLC,Routine,9/19/2019,86,2817,MAPLE,#210,75201,2817 MAPLE AVE #210,9/1/2019,FY2019
2999 SERVICES,Routine,8/1/2017,96,2999,TURTLE CREEK,2,75219,2999 TURTLE CREEK BLVD BLDG 2,8/1/2017,FY2017
2ND FL WARMING KITCHEN,Routine,1/13/2020,97,8803,STULTS,,75243,8803 STULTS,1/1/2020,FY2020
3 AMIGOS BEER WINE & FOOD STORE,Routine,1/8/2020,80,10818,DENNIS,#103A,75229,10818 DENNIS RD #103A,1/1/2020,FY2020
3 AMIGOS FOOD MART,Routine,3/28/2019,86,7052,MILITARY,,75227,7052 MILITARY PKWY,3/1/2019,FY2019
3 FORKS RESTAURANT,Routine,8/26/2019,88,17776,DALLAS,,75287,17776 DALLAS PKWY,8/1/2019,FY2019
3 MEAL BAR & BUFFET,Routine,11/13/2019,99,555,LAMAR,#100,75202,555 S LAMAR ST #100,11/1/2019,FY2020
3 MEAL RESTAURANT(THE KITCHEN TABLE),Routine,9/4/2019,83,400,OLIVE,FL 2,75201,400 N OLIVE ST FL 2,9/1/2019,FY2019
3015 AT TRINITY GROVES,Routine,12/24/2019,98,3015,GULDEN,#100,75212,3015 GULDEN LN #100,12/1/2019,FY2020
303 BAR & GRILL,Routine,12/27/2019,97,303,DAVIS,,75208,303 W DAVIS ST,12/1/2019,FY2020
313 SHOP,Routine,12/18/2018,83,2524,LANCASTER,,75216,2524 S LANCASTER RD,12/1/2018,FY2019
3131 LOUNGE,Routine,9/30/2019,100,3131,MAIN,,75219,3131 MAIN ST,9/1/2019,FY2019
365 FOOD & FUEL #3,Routine,2/20/2019,85,353,SINGLETON,,75212,353 SINGLETON BLVD,2/1/2019,FY2019
3ELEVEN KITCHEN & COCKTAILS,Routine,11/7/2019,88,311,MARKET,#100,75202,311 N MARKET ST #100,11/1/2019,FY2020
3RD FL SOUTH WING LVL3,Routine,9/25/2019,97,5855,MILTON,,75206,5855 MILTON ST,9/1/2019,FY2019
4 SEASONS FOOD MART,Routine,10/14/2019,85,19090,MARSH,,75287,19090 MARSH LN,10/1/2019,FY2020
400 RECORD BRASSERIE,Routine,11/7/2019,88,400,RECORD,,75202,400 S RECORD,11/1/2019,FY2020
45 MINT,Routine,8/21/2019,97,14902,PRESTON,#512B,75254,14902 PRESTON RD #512B,8/1/2019,FY2019
4TH QUARTER BOYZ,Routine,11/22/2019,92,7460,WESTMORELAND,#123,75237,7460 WESTMORELAND RD #123,11/1/2019,FY2020
5 STAR CHEVRON,Routine,2/21/2019,90,3301,FORT WORTH,,75211,3301 FORT WORTH AVE,2/1/2019,FY2019
5 STAR DONUTS,Routine,12/13/2018,92,2884,FOREST,,75234,2884 FOREST LN,12/1/2018,FY2019
50247 THE REPUBLIC BANQUET BAR,Routine,6/30/2018,87,3121,ROSS,#130,75204,3121 ROSS AVE #130,6/1/2018,FY2018
50248 THE REPUBLIC BAR,Routine,7/1/2018,89,3121,ROSS,#100,75204,3121 ROSS AVE #100,7/1/2018,FY2018
50266 LOVERS SEAFOOD AND MARKET - RESTAURANT,Routine,5/7/2019,89,5200,LOVERS,#100,75209,5200 W LOVERS LN #100,5/1/2019,FY2019
50286 SLAYTER'S 50/50 UPSTAIRS BAR (2ND FL),Routine,2/15/2019,100,2817,GREENVILLE,,75206,2817 GREENVILLE AVE,2/1/2019,FY2019
50305 LA SABROCITA #3 FRUTERIA,Routine,1/8/2020,85,9009,BRUTON,441,75227,9009 BRUTON RD 441,1/1/2020,FY2020
50326 THE TRADITION-PRESTONWOOD ASSISTED LIVING AND MEMORY-4TH FL,Routine,12/19/2019,100,5555,ARAPAHO,,75248,5555 ARAPAHO RD,12/1/2019,FY2020
504 BAR & GRILL,Follow-up,7/16/2018,70,2121,GREENVILLE,,75206,2121 GREENVILLE AVE,7/1/2018,FY2018
6-TWELVE FOOD STORE,Routine,3/31/2019,93,1221,HAMPTON,,75208,1221 N HAMPTON RD,3/1/2019,FY2019
6-TWELVE FOOD STORE #102,Routine,11/7/2019,80,1910,EDGEFIELD,,75224,1910 S EDGEFIELD AVE,11/1/2019,FY2020
60 VINES,Routine,9/18/2019,85,500,CRESCENT,#160,75201,500 CRESCENT CT #160,9/1/2019,FY2019
6060 DELI,Routine,8/7/2019,97,6060,CENTRAL,#168,75206,6060 N CENTRAL EXPW #168,8/1/2019,FY2019
6866 SHADY BROOK LLC,Routine,10/4/2019,84,6866,SHADY BROOK,,75231,6866 SHADY BROOK LN,10/1/2019,FY2020
7 - ELEVEN,Routine,2/7/2019,93,9230,SKILLMAN,#201,75243,9230 SKILLMAN ST #201,2/1/2019,FY2019
7 - ELEVEN #35421,Routine,10/15/2019,93,10804,PRESTON,,75230,10804 PRESTON RD,10/1/2019,FY2020
7 ELEVEN,Routine,5/6/2019,97,5501,BUCKNER,,75228,5501 S BUCKNER BLVD,5/1/2019,FY2019
7- ELEVEN,Routine,11/15/2018,96,2008,COMMERCE,,75201,2008 COMMERCE ST,11/1/2018,FY2019
7- ELEVEN CONVENIENCE STORE #21368C,Routine,9/19/2019,94,2120,GREENVILLE,,75206,2120 GREENVILLE AVE,9/1/2019,FY2019
7-11 #17433C,Routine,11/13/2019,92,8440,PARK,,75231,8440 PARK LN,11/1/2019,FY2020
7-11 #18765,Routine,11/8/2019,83,111,CARROLL,,75226,111 N CARROLL AVE,11/1/2019,FY2020
7-11 #21445,Routine,10/29/2019,90,8402,HARRY HINES,,75235,8402 HARRY HINES BLVD,10/1/2019,FY2020
7-11 #22948,Routine,3/12/2019,92,5403,ARAPAHO,,75248,5403 ARAPAHO RD,3/1/2019,FY2019
7-11 #23195B,Routine,1/28/2019,88,5804,ABRAMS,,75214,5804 ABRAMS RD,1/1/2019,FY2019
7-11 #24092,Follow-up,3/8/2019,92,9750,WALNUT HILL,,75238,9750 WALNUT HILL LN,3/1/2019,FY2019
7-11 #25080,Routine,1/2/2019,98,17605,MIDWAY,,75252,17605 MIDWAY RD,1/1/2019,FY2019
7-11 #25511,Routine,11/20/2018,81,9820,WALNUT,,75243,9820 WALNUT ST,11/1/2018,FY2019
7-11 #25764,Routine,10/23/2018,85,10690,WALNUT HILL,,75238,10690 WALNUT HILL LN,10/1/2018,FY2019
7-11 #26151,Routine,6/21/2019,80,1410,ILLINOIS,,75216,1410 E ILLINOIS AVE,6/1/2019,FY2019
7-11 #26702,Routine,12/13/2018,91,3637,FOREST,,75234,3637 FOREST LN,12/1/2018,FY2019
7-11 #27529,Routine,10/7/2019,98,18101,COIT,,75252,18101 COIT RD,10/1/2019,FY2020
7-11 CONVENIENCE STORE #21972B,Routine,2/8/2019,95,8902,GARLAND,,75218,8902 GARLAND RD,2/1/2019,FY2019
7-11CONVENIENCE STORE #33441,Routine,3/18/2019,98,2608,ELM,,75226,2608 ELM ST,3/1/2019,FY2019
7-11CONVENIENCE STORE #34111,Routine,7/19/2018,86,14801,COIT,,75248,14801 COIT RD,7/1/2018,FY2018
7-7-ELEVEN #33121,Routine,7/22/2019,92,4200,ABRAMS,,75214,4200 ABRAMS RD,7/1/2019,FY2019
7-ELEVEN,Routine,1/9/2020,90,10811,WEBB CHAPEL,,75221,10811 WEBB CHAPEL RD,1/1/2020,FY2020
7-ELEVEN,Routine,1/14/2020,80,2802,FITZHUGH,,75204,2802 N FITZHUGH AVE,1/1/2020,FY2020
7-ELEVEN,Routine,12/9/2019,89,3230,DAVIS,,75211,3230 W DAVIS ST,12/1/2019,FY2020
7-ELEVEN,Routine,12/27/2019,96,3733,NORTHWEST,,75220,3733 W NORTHWEST HWY,12/1/2019,FY2020
7-ELEVEN,Routine,12/4/2019,99,4590,FRANKFORD,,75252,4590 FRANKFORD RD,12/1/2019,FY2020
7-ELEVEN,Routine,11/7/2019,82,302,MARSALIS,,75203,302 N MARSALIS AVE,11/1/2019,FY2020
7-ELEVEN,Routine,11/4/2019,80,6881,GREENVILLE,,75231,6881 GREENVILLE AVE,11/1/2019,FY2020
7-ELEVEN,Routine,10/3/2019,80,10998,HARRY HINES,,75220,10998 HARRY HINES BLVD,10/1/2019,FY2020
7-ELEVEN,Routine,10/15/2019,91,11803,PRESTON,,75230,11803 PRESTON RD,10/1/2019,FY2020
7-ELEVEN,Routine,7/31/2019,96,3702,GREENVILLE,,75206,3702 GREENVILLE AVE,7/1/2019,FY2019
7-ELEVEN,Routine,6/21/2019,81,2990,LOMBARDY,#101,75220,2990 LOMBARDY LN #101,6/1/2019,FY2019
7-ELEVEN,Routine,5/9/2019,86,1023,HAMPTON,,75208,1023 S HAMPTON RD,5/1/2019,FY2019
7-ELEVEN,Routine,5/24/2019,96,1805,SYLVAN,,75208,1805 SYLVAN AVE,5/1/2019,FY2019
7-ELEVEN,Routine,3/11/2019,80,14300,MONTFORT,,75240,14300 MONTFORT DR,3/1/2019,FY2019
7-ELEVEN,Routine,3/9/2019,91,2607,STEMMONS,,75207,2607 N STEMMONS FRWY,3/1/2019,FY2019
7-ELEVEN,Routine,2/9/2019,94,1985,NORTHWEST,,75220,1985 W NORTHWEST HWY,2/1/2019,FY2019
7-ELEVEN,Routine,1/2/2019,91,3976,ROSEMEADE,,75287,3976 ROSEMEADE PKWY,1/1/2019,FY2019
7-ELEVEN,Routine,1/16/2019,97,5601,LEMMON,,75209,5601 LEMMON AVE,1/1/2019,FY2019
7-ELEVEN,Routine,1/14/2019,90,7650,CAMPBELL,,75248,7650 CAMPBELL RD,1/1/2019,FY2019
7-ELEVEN,Routine,12/17/2018,92,6833,NORTHWEST,,75225,6833 W NORTHWEST HWY,12/1/2018,FY2019
7-ELEVEN,Routine,11/15/2018,87,1290,LAMAR,,75215,1290 S LAMAR,11/1/2018,FY2019
7-ELEVEN,Routine,11/16/2018,87,2691,JOHN WEST,,75228,2691 JOHN WEST RD,11/1/2018,FY2019
7-ELEVEN,Routine,11/18/2018,90,4415,MOCKINGBIRD,,75205,4415 W MOCKINGBIRD LN,11/1/2018,FY2019
7-ELEVEN #12200,Routine,10/8/2019,93,2529,OAK LAWN,,75219,2529 OAK LAWN AVE,10/1/2019,FY2020
7-ELEVEN #12300B,Routine,3/5/2019,89,835,NINTH,,75203,835 W NINTH ST,3/1/2019,FY2019
7-ELEVEN #18717,Routine,10/21/2019,80,2223,BECKLEY,,75224,2223 S BECKLEY AVE,10/1/2019,FY2020
7-ELEVEN #20769,Routine,2/12/2019,86,10340,FOREST,#106,75243,10340 FOREST LN #106,2/1/2019,FY2019
7-ELEVEN #22788B,Routine,1/15/2019,96,5365,SPRING VALLEY,#101,75254,5365 SPRING VALLEY RD #101,1/1/2019,FY2019
7-ELEVEN #26721,Routine,11/17/2018,92,2750,NORTHWEST,100,75221,2750 W NORTHWEST HWY 100,11/1/2018,FY2019
7-ELEVEN #26771C,Routine,1/23/2019,91,18118,MIDWAY,,75252,18118 MIDWAY RD,1/1/2019,FY2019
7-ELEVEN #27206,Routine,2/26/2019,91,13601,C F HAWN,,75253,13601 C F HAWN FRWY,2/1/2019,FY2019
7-ELEVEN #33321,Routine,7/15/2019,95,5712,SKILLMAN,,752062802,5712 SKILLMAN ST,7/1/2019,FY2019
7-ELEVEN #34102,Routine,1/10/2019,84,2061,FORT WORTH,,75208,2061 FORT WORTH AVE,1/1/2019,FY2019
7-ELEVEN #34113,Routine,12/23/2019,89,11363,NORTHWEST,,75238,11363 E NORTHWEST HWY,12/1/2019,FY2020
7-ELEVEN #34120,Routine,10/17/2019,89,1295,COMMERCE,,75208,1295 W COMMERCE ST,10/1/2019,FY2020
7-ELEVEN #34530A,Routine,3/21/2019,86,511,AKARD,#101,75202,511 N AKARD ST #101,3/1/2019,FY2019
7-ELEVEN #34997,Routine,2/26/2019,96,1010,ROSS,,75221,1010 ROSS AVE,2/1/2019,FY2019
7-ELEVEN #35384,Routine,2/7/2019,88,5910,SINGLETON,,75212,5910 SINGLETON BLVD,2/1/2019,FY2019
7-ELEVEN #35386B,Routine,10/9/2019,88,2503,LEMMON,,75204,2503 LEMMON AVE,10/1/2019,FY2020
7-ELEVEN #35394,Routine,5/30/2019,85,9501,FOREST,#2,75243,9501 FOREST LN #2,5/1/2019,FY2019
7-ELEVEN #35395B,Routine,5/7/2019,80,3300,ILLINOIS,,75211,3300 W ILLINOIS AVE,5/1/2019,FY2019
7-ELEVEN #35402,Routine,3/31/2019,87,2821,WALTON WALKER,,75211,2821 S WALTON WALKER BLVD,3/1/2019,FY2019
7-ELEVEN #35405,Routine,12/11/2018,82,3716,MAPLE,,75219,3716 MAPLE AVE,12/1/2018,FY2019
7-ELEVEN #35409B,Routine,3/9/2019,90,1607,INWOOD,,75234,1607 INWOOD RD,3/1/2019,FY2019
7-ELEVEN #35415,Routine,1/16/2019,81,15050,PRESTON,,75254,15050 PRESTON RD,1/1/2019,FY2019
7-ELEVEN #35416,Routine,3/15/2019,91,750,RIVERFRONT,,75207,750 N RIVERFRONT BLVD,3/1/2019,FY2019
7-ELEVEN #35419B,Routine,1/31/2019,92,4239,LEMMON,,75219,4239 LEMMON AVE,1/1/2019,FY2019
7-ELEVEN #35422A,Routine,2/6/2019,86,10120,NORTHWEST,,75218,10120 E NORTHWEST HWY,2/1/2019,FY2019
7-ELEVEN #35424,Routine,12/9/2019,100,8201,RL THORNTON,,75228,8201 E RL THORNTON FRWY,12/1/2019,FY2020
7-ELEVEN #35425B,Follow-up,6/28/2019,92,8302,ABRAMS,,75243,8302 ABRAMS RD,6/1/2019,FY2019
7-ELEVEN #35531,Routine,5/9/2019,93,408,HAMPTON,,75208,408 N HAMPTON RD,5/1/2019,FY2019
7-ELEVEN #35648,Routine,3/11/2019,80,3020,HAMPTON,,75212,3020 N HAMPTON RD,3/1/2019,FY2019
7-ELEVEN #36104,Routine,1/31/2019,96,1919,BRYAN,#102,75201,1919 BRYAN ST #102,1/1/2019,FY2019
7-ELEVEN #37014A,Routine,10/3/2019,87,1502,ELM,,75202,1502 ELM ST,10/1/2019,FY2020
7-ELEVEN #37187A,Routine,11/15/2018,92,211,ERVAY,#120,75201,211 N ERVAY ST #120,11/1/2018,FY2019
7-ELEVEN #38412,Routine,5/28/2019,96,2935,CAMP WISDOM,,75237,2935 W CAMP WISDOM RD,5/1/2019,FY2019
7-ELEVEN #39787A,Routine,12/16/2019,97,1005,RIVERFRONT,,75207,1005 S RIVERFRONT BLVD,12/1/2019,FY2020
7-ELEVEN CONVENIENCE #35412A,Routine,5/3/2019,68,2242,ZANG,,75224,2242 S ZANG BLVD,5/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #12202A,Routine,3/19/2019,91,4438,LEMMON,,75219,4438 LEMMON AVE,3/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #12214,Routine,12/17/2019,90,13608,PRESTON,,75240,13608 PRESTON RD,12/1/2019,FY2020
7-ELEVEN CONVENIENCE STORE #12301A,Routine,11/25/2019,88,2911,LEDBETTER,,75211,2911 E LEDBETTER DR,11/1/2019,FY2020
7-ELEVEN CONVENIENCE STORE #17718,Routine,12/13/2019,92,4104,GASTON,,75246,4104 GASTON AVE,12/1/2019,FY2020
7-ELEVEN CONVENIENCE STORE #2132B,Routine,7/31/2019,89,2129,ABRAMS,,75214,2129 ABRAMS RD,7/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #22009B,Routine,9/21/2018,91,5406,HARRY HINES,,75235,5406 HARRY HINES BLVD,9/1/2018,FY2018
7-ELEVEN CONVENIENCE STORE #23379B,Routine,2/12/2019,92,7037,LAKE JUNE,,75217,7037 LAKE JUNE RD,2/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #24499B,Routine,1/8/2020,80,9804,FERGUSON,,75228,9804 FERGUSON RD,1/1/2020,FY2020
7-ELEVEN CONVENIENCE STORE #25250,Routine,12/5/2019,82,5550,EAST GRAND,,75223,5550 EAST GRAND AVE,12/1/2019,FY2020
7-ELEVEN CONVENIENCE STORE #27372C,Routine,1/3/2019,96,2635,WILLOWBROOK,,75220,2635 WILLOWBROOK RD,1/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #27427J,Routine,12/18/2019,83,3602,LANCASTER,,75216,3602 S LANCASTER RD,12/1/2019,FY2020
7-ELEVEN CONVENIENCE STORE #33494C,Routine,10/2/2019,94,18008,PRESTON,,75252,18008 PRESTON RD,10/1/2019,FY2020
7-ELEVEN CONVENIENCE STORE #33624A,Routine,3/20/2019,95,1722,ROUTH,#100,75201,1722 ROUTH ST #100,3/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #35400A,Routine,1/9/2020,85,10208,LAKE JUNE,,75217,10208 LAKE JUNE RD,1/1/2020,FY2020
7-ELEVEN CONVENIENCE STORE #35403B,Routine,7/31/2019,92,5671,MOCKINGBIRD,,75206,5671 E MOCKINGBIRD LN,7/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #35414B,Routine,12/17/2018,97,15707,HILLCREST,,75248,15707 HILLCREST RD,12/1/2018,FY2019
7-ELEVEN CONVENIENCE STORE #36002C,Routine,3/13/2019,83,9998,MARSH,,75220,9998 MARSH LN,3/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #36365,Routine,1/8/2019,84,2358,ROYAL,,75229,2358 ROYAL LN,1/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #37015 A,Routine,1/24/2019,90,2400,LEDBETTER,,75224,2400 W LEDBETTER DR,1/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #37044A,Routine,3/15/2019,97,4331,MAPLE,,75219,4331 MAPLE AVE,3/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #37329A,Routine,11/7/2019,81,4301,ROSS,,75204,4301 ROSS AVE,11/1/2019,FY2020
7-ELEVEN CONVENIENCE STORE #37535A,Routine,12/11/2018,80,5000,ROSS,,75206,5000 ROSS AVE,12/1/2018,FY2019
7-ELEVEN CONVENIENCE STORE #37692A,Routine,3/9/2019,85,1885,JOHN WEST,,75228,1885 JOHN WEST RD,3/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #37923A,Routine,11/7/2019,80,2831,HENDERSON,,75206,2831 N HENDERSON AVE,11/1/2019,FY2020
7-ELEVEN CONVENIENCE STORE #38039A,Follow-up,12/12/2018,91,2990,OLIVE,#180,75201,2990 OLIVE ST #180,12/1/2018,FY2019
7-ELEVEN CONVENIENCE STORE #38069A,Routine,2/6/2019,89,1290,LAMAR,,75221,1290 LAMAR ST,2/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #38111A,Routine,6/4/2019,94,9707,WEBBCHAPEL,,75220,9707 WEBBCHAPEL RD,6/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #38264A,Routine,2/13/2019,97,4710,BUCKNER,,75227,4710 S BUCKNER BLVD,2/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #38438A,Routine,6/11/2019,85,555,MOCKINGBIRD,,75247,555 W MOCKINGBIRD LN,6/1/2019,FY2019
7-ELEVEN CONVENIENCE STORE #39265,Routine,2/14/2019,88,7950,FOREST,,752302426,7950 FOREST LN,2/1/2019,FY2019
7-ELEVEN CONVENIENE STORE #39412,Routine,12/27/2019,85,440,BUCKNER,#101,75217,440 S BUCKNER BLVD #101,12/1/2019,FY2020
7-ELEVEN STORE #21104,Routine,10/11/2019,93,11441,SHILOH,,75228,11441 SHILOH RD,10/1/2019,FY2020
7-ELEVEN STORE #34112,Routine,9/19/2019,88,4747,GREENVILLE,,75206,4747 GREENVILLE AVE,9/1/2019,FY2019
7-ELEVEN STORE #34567,Routine,10/16/2018,96,711,ELM,#102,75202,711 ELM ST #102,10/1/2018,FY2019
7-ELEVEN STORE #35474A,Routine,2/27/2019,82,7567,GREENVILLE,,75231,7567 GREENVILLE AVE,2/1/2019,FY2019
7-ELEVEN STORE #35832,Routine,10/10/2019,91,2711,MCKINNEY,,75204,2711 MCKINNEY AVE,10/1/2019,FY2020
7-ELEVEN STORE #36449B,Routine,7/15/2019,80,5950,RL THORNTON,,75232,5950 S RL THORNTON FRWY,7/1/2019,FY2019
