restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year,lat,long
CHILI'S GRILL & BAR,Routine,04/26/2019,96,246,CASA LINDA PLAZA,,75218,246 CASA LINDA PLAZA,Apr 2019,FY2019,29.401486, -98.639791
SILVERADO SENIOR LIVING-TURTLE CREEK,Routine,06/13/2019,97,3611,DICKASON,,75219,3611 DICKASON AVE,Jun 2019,FY2019,32.807181, -96.807989
IGNITE MIDDLE SCHOOL,Routine,05/16/2019,98,2211,CADDO,,75204,2211 CADDO ST,May 2019,FY2019,32.801916, -96.789008
WENDY'S,Routine,11/04/2019,96,3790,FOREST,,75234,3790 FOREST LN,Nov 2019,FY2020,32.909467, -96.852448
BRAIN STORM SHELTER,Routine,10/10/2019,98,5601,SEARS,,75206,5601 SEARS ST,Oct 2019,FY2020,32.814543, -96.772051
WOLFGANG PUCK CATERING-BUTCHER ROOM,Routine,04/24/2019,100,400,HOUSTON,3F,75202,400 S HOUSTON ST 3F,Apr 2019,FY2019,32.587214, -96.312451
SUBWAY,Routine,10/21/2019,98,3701,NORTHWEST,#300,75220,3701 W NORTHWEST HWY #300,Oct 2019,FY2020,32.860684, -96.856674
SUNSET HIGH SCHOOL,Routine,11/07/2019,100,2120,JEFFERSON,,75211,2120 W JEFFERSON BLVD,Nov 2019,FY2020,34.025545, -118.318691
NORTHLAKE ELEMENTARY,Routine,05/15/2019,98,10059,RAVENSWAY,,75238,10059 RAVENSWAY DR,May 2019,FY2019,32.884891, -96.719691
ROBERT HILL JR HIGH,Routine,05/23/2019,99,505,EASTON,,75218,505 EASTON RD,May 2019,FY2019,32.856051, -96.703247
OAKCLIFF BIBLE FELLOWSHIP-SERVING LINE,Routine,10/23/2019,99,1660,CAMP WISDOM,,75232,1660 W CAMP WISDOM RD,Oct 2019,FY2020,32.645844, -97.026584
MOXIE'S GRILL & BAR (OUTSIDE BAR),Routine,10/31/2019,100,100,CRESCENT,#140,75201,100 CRESCENT CT #140,Oct 2019,FY2020,30.456855, -98.104981
WALMART #5889,Routine,06/11/2019,100,9410,WEBB CHAPEL,,75220,9410 WEBB CHAPEL RD,Jun 2019,FY2019,32.861059, -96.857995
ACCENT FOOD SERVICES @ JB HUNT,Routine,05/29/2019,100,5701,KIEST,,75236,5701 W KIEST BLVD,May 2019,FY2019,32.705783, -96.921936
WALMART #5889,Routine,06/11/2019,100,9410,WEBB CHAPEL,,75220,9410 WEBB CHAPEL RD,Jun 2019,FY2019,32.861059, -96.857995
VAIL DONUTS,Routine,10/08/2019,98,3855,FRANKFORD,#104,75287,3855 FRANKFORD RD #104,Oct 2019,FY2020,32.99703, -96.847865
B H MACON ELEMENTARY,Routine,05/29/2019,100,650,HOLCOMB,,75217,650 HOLCOMB RD,May 2019,FY2019,32.430972, -106.874215
LAKEHILL PREP SCHOOL,Routine,05/24/2019,98,2720,HILLSIDE,,75214,2720 HILLSIDE DR,May 2019,FY2019,47.024881, -122.894734
WINGSTOP RESTAURANT,Routine,06/04/2019,97,13536,PRESTON,#110,75240,13536 PRESTON RD #110,Jun 2019,FY2019,32.93183, -96.803471
HAMILTON PARK ELEMENTARY,Routine,04/09/2019,99,8301,TOWNS,,75243,8301 TOWNS ST,Apr 2019,FY2019,32.916665, -96.75939
MCDONALD'S RESTAURANT,Routine,11/07/2019,97,6950,GREENVILLE,,75231,6950 GREENVILLE AVE,Nov 2019,FY2020,32.87295, -96.763344
MADISON HIGH SCHOOL,Routine,05/31/2019,100,3000,MLK,,75215,3000 MLK BLVD,May 2019,FY2019,0,0
NOVA ACADEMY,Routine,05/09/2019,100,6459,SCYENE,,75227,6459 SCYENE RD,May 2019,FY2019,32.76345, -96.710303
LUMIN LINDSLEY PARK COMMUNITY SCHOOL,Routine,11/14/2019,100,7130,LINDSLEY,,75223,7130 LINDSLEY AVE,Nov 2019,FY2020,32.808203, -96.738181
REGENERATION ARCADE BAR AND PIZZERIA,Routine,05/20/2019,98,17721,DALLAS,#140,75287,17721 DALLAS PKWY #140,May 2019,FY2019,32.990874, -96.829659
TRINITY BASIN PREPARATORY (1ST FLOOR),Routine,11/08/2019,98,855,EIGHTH,,75203,855 E EIGHTH ST,Nov 2019,FY2020,34.052642, -117.739899
MCDONALDS,Routine,11/14/2019,88,4223,ILLINOIS,,75211,4223 W ILLINOIS AVE,Nov 2019,FY2020,32.72043, -96.889729
CHIPOTLE MEXICAN GRILL,Routine,10/24/2019,94,8687,CENTRAL,#2396,75231,8687 N CENTRAL EXPW #2396,Oct 2019,FY2020,32.869358, -96.770707
AMERICAN LEGION POST 292,Routine,10/18/2019,85,4442,MARSALIS,,75216,4442 S MARSALIS AVE,Oct 2019,FY2020,32.69059, -96.814581
OAK CLIFF BIBLE FELLOWSHIP CHURCH-YOUTH CENTER SNACK AREA,Routine,10/23/2019,94,1821,CAMP WISDOM,,75232,1821 W CAMP WISDOM RD,Oct 2019,FY2020,32.662215, -96.847314
TACO CABANA #191,Routine,10/23/2019,88,11824,WEBB CHAPEL,,75234,11824 WEBB CHAPEL RD,Oct 2019,FY2020,32.911073, -96.873132
URBANO CATERING,Routine,05/22/2019,97,1410,FITZHUGH,#A,75204,1410 N FITZHUGH AVE #A,May 2019,FY2019,32.804182, -96.77401
JOE'S DUGOUT,Routine,11/01/2019,94,19021,MIDWAY,#600,75287,19021 MIDWAY RD #600,Nov 2019,FY2020,33.011366, -96.843756
BIG TONYS WEST PHILLY CHEESE STEAKS DALLAS,Routine,10/30/2019,75,13378,PRESTON,,75240,13378 PRESTON RD,Oct 2019,FY2020,44.949504, -93.449012
BRYAN STREET TAVERN,Follow-up,10/23/2019,80,4315,BRYAN,,75204,4315 BRYAN ST,Oct 2019,FY2020,32.799374, -96.778857
BARNES & NOBLE CAFE,Routine,10/14/2019,97,5301,BELTLINE,#118,75240,5301 BELTLINE RD #118,Oct 2019,FY2020,32.95412, -96.817035
WINGSTOP,Routine,10/14/2019,96,18101,PRESTON,#204D,75252,18101 PRESTON RD #204D,Oct 2019,FY2020,32.998852, -96.797507
LOOK CINEMA,Routine,10/28/2019,97,5420,BELTLINE,,75254,5420 BELTLINE RD,Oct 2019,FY2020,42.187052, -89.116575
EL RIO GRANDE SUPERMARKET - JUICE BAR,Routine,10/09/2019,96,10325,LAKE JUNE,#400,75217,10325 LAKE JUNE RD #400,Oct 2019,FY2020,32.73414, -96.646616
WEEKEND,Routine,10/29/2019,95,1511,COMMERCE,,75201,1511 COMMERCE ST,Oct 2019,FY2020,40.599365, -80.65683
CULINAIRE INTERNATIONAL BAR,Routine,10/23/2019,98,2301,FLORA,,75201,2301 FLORA ST,Oct 2019,FY2020,32.789489, -96.79807
THE ARTISAN,Routine,10/22/2019,88,2330,FLORA,#300,75201,2330 FLORA ST #300,Oct 2019,FY2020,39.12617, -84.524527
HARRY STONE RECREATION CENTER,Routine,10/16/2019,93,2403,MILLMAR,,75228,2403 MILLMAR DR,Oct 2019,FY2020,32.826059, -96.674467
RODRIGUEZ MEXICAN GRILL,Routine,10/16/2019,96,8009,LAKE JUNE,,75217,8009 LAKE JUNE RD,Oct 2019,FY2020,32.734304, -96.684079
RAGIN CRAB,Routine,10/29/2019,83,2100,GREENVILLE,,75206,2100 GREENVILLE AVE,Oct 2019,FY2020,32.815147, -96.770189
FIESTA MART #32 GROCERY,Routine,01/02/2019,93,9727,WEBB CHAPEL,,75220,9727 WEBB CHAPEL RD,Jan 2019,FY2019,32.867633, -96.864815
15695 HEIGHTS PREP,Routine,10/22/2019,91,2806,CANADA,,75212,2806 CANADA DR,Oct 2019,FY2020,32.792643, -96.866047
MEDIEVAL TIMES BAR,Routine,10/15/2019,100,2021,STEMMONS,,75207,2021 N STEMMONS FRWY,Oct 2019,FY2020,32.800514, -96.823102
IHOP #3650,Routine,10/14/2019,91,7317,GASTON,#100,75214,7317 GASTON AVE #100,Oct 2019,FY2020,32.710158, -97.441185
VERONA ITALIAN CAFE,Routine,10/24/2019,81,9039,GARLAND,,75218,9039 GARLAND RD,Oct 2019,FY2020,39.934878, -84.370281
AFC SUSHI @TOM THUMB #3650,Routine,10/17/2019,98,14999,PRESTON,,75254,14999 PRESTON RD,Oct 2019,FY2020,32.952333, -96.803733
MCDONALDS #2383,Routine,11/04/2019,96,13040,COIT,,75240,13040 COIT RD,Nov 2019,FY2020,32.925643, -96.769009
SAUCE PIZZA & WINE,Routine,11/11/2019,90,8185,WALNUT HILL LN,#140,75231,8185 WALNUT HILL LN #140,Nov 2019,FY2020,32.88302, -96.764363
ILLINOIS FOOD MART,Routine,10/18/2019,85,225,ILLINOIS,,75224,225 W ILLINOIS AVE,Oct 2019,FY2020,32.720436, -96.825962
SKYLINE STUDENT KITCHEN - CULINARY,Routine,05/28/2019,100,7777,FORNEY,,75227,7777 FORNEY RD,May 2019,FY2019,32.778131, -96.690619
LUNA PREPARATORY PRIMARY,Routine,10/16/2019,94,2020,LAMAR,,75202,2020 N LAMAR ST,Oct 2019,FY2020,32.783653, -96.807119
SUSHI YA RESTAURANT,Routine,10/17/2019,85,1306,ELM,,75202,1306 ELM ST,Oct 2019,FY2020,45.51164, -123.103038
HOMEMADE DONUTS,Routine,11/08/2019,93,5515,GRAND,,75223,5515 E GRAND AVE,Nov 2019,FY2020,32.793423, -96.7477
THE CROSSINGS BY SAVORY CATERING,Routine,10/23/2019,83,5429,LBJ,,75240,5429 LBJ FRWY,Oct 2019,FY2020,0,0
PINNACLE PREP PRIMARY,Routine,05/21/2019,100,2510,VERNON,,75224,2510 S VERNON AVE,May 2019,FY2019,32.72157, -96.836712
SUBWAY,Routine,11/05/2019,90,8181,LANCASTER,#C,75241,8181 S LANCASTER RD STE #C,Nov 2019,FY2020,32.649109, -96.781884
EL TIZONCITO III,Routine,10/29/2019,90,5150,LEMMON,111,75209,5150 LEMMON AVE STE 111,Oct 2019,FY2020,32.82498, -96.820724
MARISCOS EL GUERO SPORTS BAR AND GRILL,Routine,10/27/2019,82,10230,HARRY HINES,#100,75220,10230 HARRY HINES BLVD #100,Oct 2019,FY2020,32.862798, -96.880845
TEXAS TORAH SCHOOL KITCHEN,Routine,11/06/2019,94,6506,FRANKFORD,,75252,6506 FRANKFORD RD,Nov 2019,FY2020,32.997814, -96.793039
SONIC DRIVE IN,Routine,10/08/2019,99,3650,FRANKFORD,,75287,3650 FRANKFORD RD,Oct 2019,FY2020,32.996916, -96.853306
YAMA SUSHI JAPANESE RESTAURANT,Routine,10/30/2019,82,8989,FOREST,#112,75243,8989 FOREST LN STE #112,Oct 2019,FY2020,32.909227, -96.749685
WING DADDY'S GRILL,Routine,10/30/2019,80,3410,LANCASTER,,75216,3410 S LANCASTER RD,Oct 2019,FY2020,32.705872, -96.800143
MARIE'S KITCHEN,Routine,11/07/2019,90,11910,GREENVILLE,#103,75243,11910 GREENVILLE AVE #103,Nov 2019,FY2020,32.91155, -96.74591
FIESTA MART #58 BAKERY,Routine,10/23/2019,96,8060,SPRING VALLEY,,75240,8060 SPRING VALLEY RD,Oct 2019,FY2020,38.976864, -94.483563
BENIHANA,Routine,10/22/2019,83,7775,BANNER,,75251,7775 BANNER DR,Oct 2019,FY2020,32.92126, -96.772808
MARISCOS LA RIVIERA NAYARIT,Routine,10/15/2019,84,10601,NEW CHURCH,,75238,10601 NEW CHURCH RD,Oct 2019,FY2020,32.885084, -96.702085
G TEXAS CATERING,Routine,06/17/2019,89,10319,FINNELL,,75220,10319 FINNELL ST,Jun 2019,FY2019,32.86409, -96.893354
CRIS AND JOHN,Routine,10/23/2019,79,5555,PRESTON OAKS,#5,75254,5555 PRESTON OAKS RD #5,Oct 2019,FY2020,32.943107, -96.813616
LA ESTRELLA BAKERY,Routine,11/11/2019,80,1111,SINGLETON,,75212,1111 SINGLETON BLVD,Nov 2019,FY2020,32.778519, -96.840213
7-ELEVEN,Routine,11/07/2019,82,302,MARSALIS,,75203,302 N MARSALIS AVE,Nov 2019,FY2020,32.751247, -96.815643
CRISWELL COLLEGE MAIN KITCHEN,Routine,07/01/2019,80,4024,GASTON,,75246,4024 GASTON AVE,Jul 2019,FY2019,32.793408, -96.777437
TRADER JOE'S,Routine,10/31/2019,96,5550,LOVERS,#168,75209,5550 W LOVERS LN #168,Oct 2019,FY2020,32.851181, -96.818254
7-11 #17433C,Routine,11/13/2019,92,8440,PARK,,75231,8440 PARK LN,Nov 2019,FY2020,44.907618, -93.737961
15734 3D CANTINA,Routine,10/31/2019,82,2707,MLK,#130,75215,2707 MLK BLVD STE #130,Oct 2019,FY2020,0,0
DANIEL WEBSTER ELEMENTARY,Routine,11/07/2019,99,3815,FRANKLIN,,75233,3815 S FRANKLIN AVE,Nov 2019,FY2020,0,0
MARK TWAIN SCHOOL,Routine,11/14/2019,94,724,GREEN COVE,,75232,724 GREEN COVE LN,Nov 2019,FY2020,32.68484, -96.833893
URSULINE ACADEMY CONCESSI,Routine,05/16/2019,97,4900,WALNUT HILL,,75229,4900 WALNUT HILL LN,May 2019,FY2019,32.880116, -96.823829
BENJAMIN FRANKLIN SCHOOL,Routine,11/13/2019,95,6920,MEADOW,,75231,6920 MEADOW RD,Nov 2019,FY2020,32.886601, -96.785319
MURPHY'S DELI,Routine,04/29/2019,91,8200,BROOKRIVER,#N106,75247,8200 BROOKRIVER DR #N106,Apr 2019,FY2019,32.823418, -96.86823
MCDONALDS,Routine,06/11/2019,88,11217,GARLAND,,75218,11217 GARLAND RD,Jun 2019,FY2019,32.848041, -96.684775
EL MOLCAJETAZO RESTAURANT,Routine,06/03/2019,80,11055,DENNIS,#20,75229,11055 DENNIS RD #20,Jun 2019,FY2019,32.898751, -96.881375
ALICE,Routine,05/31/2019,70,1623,HALL,#103,75204,1623 N HALL ST #103,May 2019,FY2019,32.795244, -96.788911
TRUCKERS CAFE,Routine,05/23/2019,86,1910,MLK,,75215,1910 MLK BLVD,May 2019,FY2019,39.936774, -74.074458
LEA LEA'S DAIQUIRI SPOT,Routine,05/15/2019,90,18900,DALLAS,#104,75287,18900 N DALLAS PKWY #104,May 2019,FY2019,0,0
SAUCE PIZZA & WINE,Routine,05/20/2019,92,8185,WALNUT HILL LN,#140,75231,8185 WALNUT HILL LN #140,May 2019,FY2019,32.88302, -96.764363
EL TIZONCITO III,Routine,04/29/2019,82,5150,LEMMON,111,75209,5150 LEMMON AVE STE 111,Apr 2019,FY2019,32.82498, -96.820724
JACK IN THE BOX #729,Routine,05/30/2019,89,1020,WESTMORELAND,,75211,1020 S WESTMORELAND RD,May 2019,FY2019,32.734608, -96.87419
DANTE'S ITALIAN EATERY,Routine,05/20/2019,92,12101,GREENVILLE,#100,75243,12101 GREENVILLE AVE #100,May 2019,FY2019,32.912637, -96.745599
LOUISE WOLFF KHAN ELEM,Routine,05/15/2019,99,610,FRANKLIN,,75211,610 N FRANKLIN AVE,May 2019,FY2019,36.171904, -85.515298
MARISCOS 2000 #2,Routine,05/07/2019,86,2460,WALNUT HILL,,75229,2460 WALNUT HILL LN,May 2019,FY2019,32.880986, -96.895214
CENTRAL MARKET GROCERY (SUSHI),Routine,05/21/2019,100,5750,LOVERS,,75206,5750 E LOVERS LN,May 2019,FY2019,32.851001, -96.768981
GOURMET CHINA,Routine,05/15/2019,93,9025,FOREST,#102,75243,9025 FOREST LN #102,May 2019,FY2019,41.72414, -87.842905
KIPP PLEASANT GROVE PRIMARY,Routine,05/06/2019,94,2200,ST. AUGUSTINE,,75227,2200 N ST. AUGUSTINE DR,May 2019,FY2019,32.750342, -96.656897
HILLCREST HIGH SCHOOL,Routine,05/13/2019,97,9924,HILLCREST,,75230,9924 HILLCREST RD,May 2019,FY2019,32.883026, -96.786677
UNCLE WOK,Follow-up,05/09/2019,88,8420,ABRAMS,#206,75243,8420 ABRAMS RD #206,May 2019,FY2019,32.894479, -96.740054
EL BOTANERO BAR,Routine,04/30/2019,74,3049,NORTHWEST,,75220,3049 W NORTHWEST HWY,Apr 2019,FY2019,32.855244, -96.869552
TORCHY'S TACO #19,Routine,06/05/2019,86,14760,PRESTON,#124,75254,14760 PRESTON RD #124,Jun 2019,FY2019,32.948886, -96.803457
CRAFTY IRISHMAN PUBLIC HOUSE,Routine,05/16/2019,93,1800,MAIN,#1000,75201,1800 MAIN ST #1000,May 2019,FY2019,42.537974, -94.533997
WHATABURGER #708,Routine,05/15/2019,88,11880,CENTRAL,,75243,11880 N CENTRAL EXPW,May 2019,FY2019,32.910989, -96.768225
CINDI'S NY DELI & RESTAURANT,Routine,05/28/2019,88,306,HOUSTON,,75202,306 S HOUSTON ST,May 2019,FY2019,32.972527, -96.333003
A WOK EXPRESS,Routine,05/30/2019,86,10349,FERGUSON,,75228,10349 FERGUSON RD,May 2019,FY2019,32.836508, -96.671795
IN-N-OUT BURGER #259,Routine,04/01/2019,100,7909,LBJ,,75240,7909 LBJ FRWY,Apr 2019,FY2019,0,0
THE MOTH,Routine,04/25/2019,89,1621,OAK LAWN,#B,75207,1621 OAK LAWN AVE #B,Apr 2019,FY2019,32.796842, -96.819857
FSK FOOD MART,Routine,05/22/2019,75,10969,STEMMONS,,75220,10969 N STEMMONS FRWY,May 2019,FY2019,0,0
LA MICHOACANA MEAT MARKET- BAKERY,Routine,04/14/2019,96,3380,LOMBARDY,,75220,3380 LOMBARDY LN,Apr 2019,FY2019,32.866457, -96.866593
SALSA LIMON,Routine,04/23/2019,84,411,AKARD,,75201,411 N AKARD ST,Apr 2019,FY2019,32.783016, -96.800243
CHINA KING SUPER BUFFET,Routine,04/29/2019,80,2829,NORTHWEST,#511,75220,2829 W NORTHWEST HWY #511,Apr 2019,FY2019,32.85752, -96.873062
SARAH CAFE,Routine,05/15/2019,80,12225,GREENVILLE,#150,75243,12225 GREENVILLE AVE #150,May 2019,FY2019,32.914462, -96.744685
NATHANIEL HAWTHORNE ELEM,Routine,05/20/2019,92,7800,UMPHRESS,,75217,7800 UMPHRESS RD,May 2019,FY2019,32.742749, -96.688797
LOS BALONES SPORT BAR & RESTAURANT,Routine,06/04/2019,86,2905,WEBB CHAPEL,,75220,2905 WEBB CHAPEL EXT,Jun 2019,FY2019,32.856989, -96.870533
STARBUCKS IN TARGET STORES -T0875,Routine,05/21/2019,91,2417,HASKELL,,75204,2417 N HASKELL AVE,May 2019,FY2019,32.804882, -96.789963
MELIO'S CHAR BAR,Routine,05/20/2019,85,2026,GREENVILLE,,75206,2026 GREENVILLE AVE,May 2019,FY2019,32.814664, -96.770195
SUDIE L WILLIAMS TALENTED AND GIFTED ACADEMY,Routine,04/29/2019,98,4518,POMONA,,75209,4518 POMONA RD,Apr 2019,FY2019,32.855411, -96.831725
GREAT EAST CAMPUS,Routine,05/21/2019,92,2901,MORGAN,,75241,2901 MORGAN DR,May 2019,FY2019,40.699043, -73.527526
SKY ROCKET BURGER,Routine,05/15/2019,92,7877,FRANKFORD,#101B,75252,7877 FRANKFORD RD #101B,May 2019,FY2019,32.997683, -96.768902
CHINA WOK,Routine,05/20/2019,84,10121,LAKE JUNE,#110,75217,10121 LAKE JUNE RD #110,May 2019,FY2019,32.734115, -96.649944
CC:2841,Routine,05/10/2019,86,2851,WALNUT HILL,,75229,2851 WALNUT HILL LN,May 2019,FY2019,32.881035, -96.88164
FLYING FISH,Routine,04/26/2019,90,1838,IRVING,,75207,1838 IRVING BLVD,Apr 2019,FY2019,32.793872, -96.825924
PORTA DI ROMA,Routine,04/23/2019,84,1623,MAIN,#104,75201,1623 MAIN ST #104,Apr 2019,FY2019,42.453628, -71.405824
CHURCH'S CHICKEN #35,Routine,05/29/2019,92,4656,SCYENE,,75210,4656 SCYENE RD,May 2019,FY2019,32.766553, -96.740688
TACO JOINT,Routine,05/29/2019,90,6434,MOCKINGBIRD,#101,75214,6434 E MOCKINGBIRD LN #101,May 2019,FY2019,32.836396, -96.75157
BEST WESTERN PLUS HOTEL,Routine,06/10/2019,85,8051,LBJ,,75251,8051 LBJ FRWY,Jun 2019,FY2019,0,0
KNIGHT ELEMENTARY,Routine,04/29/2019,93,2615,ANSON,,75235,2615 ANSON AVE,Apr 2019,FY2019,0,0
SAL'S PIZZA,Routine,06/12/2019,90,2525,WYCLIFF,#116,75219,2525 WYCLIFF AVE #116,Jun 2019,FY2019,32.810425, -96.819225
BALEADAS BY LILI'S BAR AND GRILL,Routine,05/17/2019,76,3215,SHEILA,,75220,3215 SHEILA LN,May 2019,FY2019,32.855872, -96.867239
MCDONALDS,Routine,05/21/2019,90,4223,ILLINOIS,,75211,4223 W ILLINOIS AVE,May 2019,FY2019,32.72043, -96.889729
FITZHUGH CHEVRON,Routine,05/30/2019,81,4151,CENTRAL,,75204,4151 N CENTRAL EXPW,May 2019,FY2019,32.815283, -96.789951
DUNSTON'S STEAKHOUSE,Routine,04/29/2019,93,8526,HARRY HINES,,75235,8526 HARRY HINES BLVD,Apr 2019,FY2019,32.837036, -96.86517
GILL ELEMENTARY,Routine,05/15/2019,88,10910,FERGUSON,,75228,10910 FERGUSON RD,May 2019,FY2019,32.844961, -96.661627
SHELL TRAVEL CENTER,Routine,05/21/2019,92,8165,THORNTON,,75232,8165 S THORNTON FRWY,May 2019,FY2019,32.648719, -96.823745
TERIYAKI HOUSE,Routine,05/28/2019,91,4344,HAMPTON,#150,75232,4344 S HAMPTON RD #150,May 2019,FY2019,32.690596, -96.856994
FISH CITY GRILL,Routine,05/30/2019,81,10720,PRESTON,#1012,75230,10720 PRESTON RD #1012,May 2019,FY2019,41.870035, -85.733782
WHATABURGER,Routine,05/21/2019,89,8008,CEDAR SPRINGS,C2081,75235,8008 CEDAR SPRINGS RD C2081,May 2019,FY2019,32.843868, -96.849682
BURGER KING,Routine,04/30/2019,95,8383,STEMMONS,,75247,8383 N STEMMONS FRWY,Apr 2019,FY2019,32.826033, -96.87257
GRASSROOTS KITCHEN,Routine,06/12/2019,97,2109,EDGEFIELD,,75224,2109 S EDGEFIELD,Jun 2019,FY2019,32.72494, -96.844615
GATEWAY CHARTER ACADEMY,Routine,05/21/2019,91,1015,WHEATLAND,,75241,1015 E WHEATLAND RD,May 2019,FY2019,32.647732, -96.808608
SALATA,Routine,05/29/2019,89,8307,WESTCHESTER,#B,75225,8307 WESTCHESTER DR #B,May 2019,FY2019,32.863947, -96.806564
MCDONALDS,Routine,06/13/2019,93,5337,EAST GRAND,,75223,5337 EAST GRAND AVE,Jun 2019,FY2019,32.791815, -96.74946
KIEST MARKET,Routine,05/21/2019,94,3807,KIEST,,75203,3807 E KIEST BLVD,May 2019,FY2019,32.738912, -96.78889
TORTILLERIA EL CHARRACO,Routine,06/03/2019,92,11055,DENNIS,#1,75229,11055 DENNIS RD STE #1,Jun 2019,FY2019,32.898751, -96.881375
AMC THEATRES NORTHPARK 15 (BAR),Routine,02/07/2019,100,8687,CENTRAL,#3000,75225,8687 N CENTRAL EXPW #3000,Feb 2019,FY2019,32.869358, -96.770707
GEORGE B DEALEY,Routine,05/23/2019,97,6501,ROYAL,,75230,6501 ROYAL LN,May 2019,FY2019,32.894846, -96.791779
TEXAS CATERING,Routine,05/29/2019,93,6211,OWENS,#130,75235,6211 OWENS ST #130,May 2019,FY2019,32.827497, -96.838892
WALGREENS $#06891,Routine,06/12/2019,96,11403,NORTHWEST,,75218,11403 E NORTHWEST HWY,Jun 2019,FY2019,32.864464, -96.682588
ODDFELLOW'S,Routine,05/23/2019,80,316,SEVENTH,,75208,316 W SEVENTH ST,May 2019,FY2019,44.156197, -94.021727
BIERGARTEN,Routine,05/31/2019,100,665,LAMAR,#110,75202,665 S LAMAR ST #110,May 2019,FY2019,32.269998, -94.97752
SCOTTISH RITE HOSPITAL SERVERY,Routine,05/30/2019,96,2222,WELBURN,,75219,2222 WELBURN ST,May 2019,FY2019,32.803251, -96.813357
LA MADELEINE,Routine,06/05/2019,92,4343,NORTHWEST,#365,75220,4343 W NORTHWEST HWY #365,Jun 2019,FY2019,32.863914, -96.83605
ZIZIKI'S,Routine,05/30/2019,88,4514,TRAVIS,#122,75205,4514 TRAVIS ST #122,May 2019,FY2019,32.822501, -96.790952
MONTESSORI ACADEMY AT ONESIMO HERNANDEZ ELEMENTARY,Routine,04/26/2019,99,5555,MAPLE,,75235,5555 MAPLE AVE,Apr 2019,FY2019,38.660362, -90.28007
MALIBU POKE,Routine,05/20/2019,92,2021,MCKINNEY,#145,75201,2021 MCKINNEY AVE #145,May 2019,FY2019,32.791624, -96.803269
THE ISLAND SPOT,Routine,05/14/2019,66,309,JEFFERSON,,75208,309 W JEFFERSON BLVD,May 2019,FY2019,41.673086, -86.185092
RESTAURANTE EL SALVADORENO,Routine,05/09/2019,90,8414,DENTON,,75235,8414 DENTON DR,May 2019,FY2019,32.841325, -96.858088
GASTON DONUTS,Routine,06/06/2019,80,4837,GASTON,,75246,4837 GASTON AVE,Jun 2019,FY2019,32.799918, -96.76956
DON TACO,Routine,06/12/2019,90,3806,POLK,,75224,3806 S POLK ST,Jun 2019,FY2019,32.697247, -96.839987
R & R CAFE,Routine,06/14/2019,76,12221,MERIT,#140,75251,12221 MERIT DR #140,Jun 2019,FY2019,32.913928, -96.772346
FAST WOK,Routine,04/21/2019,81,9730,WEBB CHAPEL,,75220,9730 WEBB CHAPEL RD,Apr 2019,FY2019,32.868654, -96.864645
PANADERIA & RESTAURANT GUATEMALTECA,Routine,06/03/2019,76,11055,DENNIS,#17,75229,11055 DENNIS RD #17,Jun 2019,FY2019,32.898751, -96.881375
CLINTON P RUSSELL SCHOOL,Routine,05/24/2019,93,3031,BECKLEY,,75224,3031 S BECKLEY AVE,May 2019,FY2019,32.708583, -96.822985
FAJITTA PETE'S,Routine,05/20/2019,92,6090,CAMPBELL,#124,75248,6090 CAMPBELL RD #124,May 2019,FY2019,32.983111, -96.802215
HENDERSON CHICKEN,Routine,05/16/2019,95,19021,MIDWAY,#500,75234,19021 MIDWAY RD #500,May 2019,FY2019,33.011366, -96.843756
FAMILY DOLLAR #3735,Routine,02/15/2019,97,3402,BUCKNER,,75228,3402 N BUCKNER BLVD,Feb 2019,FY2019,32.804593, -96.682396
TROMPOS TACOS DOWNTOWN,Routine,05/29/2019,83,1211,COMMERCE,,75202,1211 COMMERCE ST,May 2019,FY2019,36.815763, -76.269415
BURGER KING,Routine,06/03/2019,93,5575,PETERSON,,75240,5575 PETERSON LN,Jun 2019,FY2019,32.930578, -96.811968
WM M ANDERSON ELEMENTARY,Routine,05/23/2019,95,620,ST AUGUSTINE,,75217,620 N ST AUGUSTINE RD,May 2019,FY2019,32.722312, -96.656999
COLISEUM CONCESSION SOUTH,Routine,03/05/2019,100,515,FAIR PARK,,75226,515 FAIR PARK,Mar 2019,FY2019,0,0
MURPHYS DELI,Routine,06/13/2019,90,2323,VICTORY,#150,75219,2323 VICTORY AVE #150,Jun 2019,FY2019,46.994205, -123.812408
16152 VIDORRA,Routine,05/20/2019,84,2642,MAIN,#100,75226,2642 MAIN ST #100,May 2019,FY2019,41.678741, -70.026921
FAMILY DOLLAR,Routine,06/12/2019,93,2417,GUS THOMASSON,,75228,2417 GUS THOMASSON RD,Jun 2019,FY2019,32.797529, -96.634193
GOLDEN CHICK,Routine,05/14/2019,86,11823,PLANO,,75243,11823 PLANO RD,May 2019,FY2019,32.9105, -96.700535
MARTINEZ ELEM SCHOOL,Routine,05/16/2019,90,4500,BERNAL,,75212,4500 BERNAL DR,May 2019,FY2019,32.787852, -96.894314
303 BAR & GRILL,Routine,05/16/2019,83,303,DAVIS,,75208,303 W DAVIS ST,May 2019,FY2019,33.302557, -96.40284
THE ARTISAN,Routine,10/22/2019,86,2330,FLORA,#200,75201,2330 FLORA ST #200,Oct 2019,FY2020,39.12617, -84.524527
