restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year
WILLIAMS PREPARATORY SCHOOL KITCHEN,Routine,09/11/2019,96,1919,BURBANK,,75235,1919 BURBANK ST,Sep 2019,FY2019
JACK IN THE BOX,Routine,09/11/2019,80,110,CAMP WISDOM,,75241,110 E CAMP WISDOM RD,Sep 2019,FY2019
VILLA GRILL DALLAS,Routine,10/03/2019,80,12817,PRESTON,#425,75230,12817 PRESTON RD #425,Oct 2019,FY2020
PUPUSERIA CAROLINA,Routine,09/26/2019,95,9334,RL THORNTON,B2,75228,9334 E RL THORNTON FRWY B2,Sep 2019,FY2019
LA JAVITA RESTAURANT,Routine,10/03/2019,69,6839,HARRY HINES,,75235,6839 HARRY HINES BLVD,Oct 2019,FY2020
SPIRAL DINER & BAKERY,Routine,09/26/2019,80,1101,BECKLEY,,75203,1101 N BECKLEY AVE,Sep 2019,FY2019
AL'S PIZZERIA,Routine,09/18/2019,97,3701,NORTHWEST,#309,75220,3701 W NORTHWEST HWY #309,Sep 2019,FY2019
ADAMS MARK HOTEL CONV3,Routine,09/25/2019,100,443,OLIVE,,75201,443 N OLIVE ST,Sep 2019,FY2019
PANDA'S RESTAURANT,Routine,09/26/2019,90,3917,CEDAR SPRINGS,,75219,3917 CEDAR SPRINGS RD,Sep 2019,FY2019
TERILLIS RESTAURANT & BAR,Routine,09/25/2019,80,2815,GREENVILLE,,75206,2815 GREENVILLE AVE,Sep 2019,FY2019
MCDONALD'S,Routine,10/10/2019,100,11749,PLANO,,752435219,11749 PLANO RD,Oct 2019,FY2020
CHARCO BROILER STEAK,Routine,09/16/2019,93,1612,BUCKNER,,75217,1612 S BUCKNER BLVD,Sep 2019,FY2019
BONTON FARMS,Routine,09/23/2019,81,6907,BEXAR,,75215,6907 BEXAR ST,Sep 2019,FY2019
VAL'S CHEESECAKES,Routine,01/25/2019,100,3906,MAPLE,,75209,3906 MAPLE AVE,Jan 2019,FY2019
DISD VENDING #1-2 @ EL CENTRO COLLEGE WEST CAMPUS,Routine,09/26/2019,97,3330,HAMPTON,,75212,3330 N HAMPTON RD,Sep 2019,FY2019
LITTLE BIT SPORTS BAR,Routine,10/09/2019,93,4601,MAPLE,,75219,4601 MAPLE AVE,Oct 2019,FY2020
KARADA DFW,Routine,09/18/2019,87,9751,WALNUT,#122,75243,9751 WALNUT ST #122,Sep 2019,FY2019
CRIS AND JOHN,Follow-up,09/24/2019,77,5555,PRESTON OAKS,#5,75254,5555 PRESTON OAKS RD #5,Sep 2019,FY2019
HUNGER BUSTER,Routine,09/05/2019,90,3116,SYLVAN,,75212,3116 SYLVAN AVE,Sep 2019,FY2019
FRIENDLY CHEVROLET,Routine,09/24/2019,86,2754,STEMMONS,,75207,2754 N STEMMONS FRWY,Sep 2019,FY2019
SUPER TACASO,Routine,09/20/2019,91,2801,CLARENDON,,75211,2801 W CLARENDON DR,Sep 2019,FY2019
SAM'S CLUB/ROTISSERIE,Routine,09/20/2019,87,2900,WHEATLAND,,75237,2900 W WHEATLAND RD,Sep 2019,FY2019
SMITHY,Routine,09/12/2019,85,2927,HENDERSON,,75206,2927 N HENDERSON AVE,Sep 2019,FY2019
KAZE,Follow-up,10/03/2019,90,7525,GREENVILLE,,75231,7525 GREENVILLE AVE,Oct 2019,FY2020
"SHARKS, FISH AND CHICKEN",Routine,10/10/2019,83,9759,FOREST,#120,75041,9759 FOREST LN STE #120,Oct 2019,FY2020
"GROUND FLOOR,STREETLEVEL, OR 1ST FLOOR",Routine,09/23/2019,85,1303,MAIN,,75202,1303 MAIN ST,Sep 2019,FY2019
BANQUET KITCHEN - BALLROOM LEVEL,Routine,10/04/2019,92,1530,MAIN,,75201,1530 MAIN ST,Oct 2019,FY2020
PRODUCTION KITCHEN,Routine,09/19/2019,98,2500,VICTORY,#51,75201,2500 VICTORY AVE EVNT #51,Sep 2019,FY2019
CASSANDRA'S FINE CATERING,Routine,09/24/2019,98,1435,DRAGON,,75207,1435 DRAGON ST,Sep 2019,FY2019
MEXICALI RESTAURANT,Follow-up,06/28/2019,91,11277,NORTHWEST,#148,75238,11277 E NORTHWEST HWY #148,Jun 2019,FY2019
FLAMMING CHEESE SAGANAKI GREEK REST. LLC,Routine,10/08/2019,83,9025,FOREST,#101,75243,9025 FOREST LN STE #101,Oct 2019,FY2020
CESAR'S TACOS,Routine,09/28/2019,84,2019,NORTHWEST,,75220,2019 W NORTHWEST HWY,Sep 2019,FY2019
BIG BOX CATERING,Routine,09/09/2019,87,5014,ROSS,,75206,5014 ROSS AVE,Sep 2019,FY2019
LA QUINTA INN & SUITES #706,Routine,09/16/2019,96,10001,CENTRAL,,75231,10001 N CENTRAL EXPW,Sep 2019,FY2019
CHILI'S GRILL & BAR #25,Routine,10/07/2019,83,12815,PRESTON,,75230,12815 PRESTON RD,Oct 2019,FY2020
TACO EL VIAJERO,Routine,09/20/2019,89,2025,BECKLEY,,75224,2025 S BECKLEY AVE,Sep 2019,FY2019
FIESTA MART #68 / BAKERY,Routine,10/09/2019,98,6401,ABRAMS,,75231,6401 ABRAMS RD,Oct 2019,FY2020
HILTON GARDEN INN BAR,Routine,10/04/2019,91,2325,STEMMONS,,75235,2325 N STEMMONS FRWY,Oct 2019,FY2020
KROGER - SUSHI,Routine,07/08/2019,95,3939,FRANKFORD,,75287,3939 FRANKFORD RD,Jul 2019,FY2019
ALPHA FOOD MART,Follow-up,09/17/2019,82,5626,ALPHA,,75240,5626 ALPHA RD,Sep 2019,FY2019
HENDERSON TAP HOUSE,Routine,09/11/2019,75,2323,HENDERSON,#102,75206,2323 N HENDERSON AVE STE #102,Sep 2019,FY2019
AIR CULINAIRE,Routine,09/05/2019,82,8001,LEMMON,,75209,8001 LEMMON AVE,Sep 2019,FY2019
SONIC DRIVE IN,Routine,09/12/2019,90,4801,ROSS,,75204,4801 ROSS AVE,Sep 2019,FY2019
JAVIER'S RESTAURANT,Routine,09/25/2019,92,4912,COLE,,75206,4912 COLE AVE,Sep 2019,FY2019
HAMPTON PREPARATORY,Routine,09/23/2019,99,8915,HAMPTON,,75232,8915 HAMPTON RD,Sep 2019,FY2019
MARISCOS LA REYNA,Routine,09/20/2019,85,517,JEFFERSON,,75208,517 W JEFFERSON BLVD,Sep 2019,FY2019
MANSION ON TURTLE CREEK,Routine,10/14/2019,95,2821,TURTLE CREEK,,75219,2821 TURTLE CREEK BLVD,Oct 2019,FY2020
VINDU INDIAN CUISINE,Routine,09/18/2019,82,4701,FRANKFORD,#237,75287,4701 FRANKFORD RD #237,Sep 2019,FY2019
TOM THUMB #2642 BAKERY,Routine,10/08/2019,85,5809,LOVERS,,75206,5809 E LOVERS LN,Oct 2019,FY2020
SLATERS 50/50,Routine,09/18/2019,80,11661,PRESTON,#153,75230,11661 PRESTON RD #153,Sep 2019,FY2019
FIRESIDE PIES,Routine,09/20/2019,86,2820,HENDERSON,,75206,2820 N HENDERSON AVE,Sep 2019,FY2019
WHISK CREPES CAFE,Routine,09/04/2019,83,1888,SYLVAN,F120,75208,1888 SYLVAN AVE F120,Sep 2019,FY2019
LA PANADERIA CHICHEN-ITZA,Routine,09/03/2019,83,5710,RICHMOND,,75206,5710 RICHMOND AVE,Sep 2019,FY2019
MI HONDURAS,Routine,09/18/2019,86,10818,DENNIS,#101,75229,10818 DENNIS RD #101,Sep 2019,FY2019
LILLY'S CAFE,Routine,09/17/2019,96,12655,CENTRAL,#123,75243,12655 N CENTRAL EXPW #123,Sep 2019,FY2019
TEJANO'S DINER,Routine,09/17/2019,91,8318,LAKE JUNE,,75217,8318 LAKE JUNE RD,Sep 2019,FY2019
MARISCOS ACAPULCO,Routine,09/11/2019,90,3301,SINGLETON,,75212,3301 SINGLETON BLVD,Sep 2019,FY2019
15786 THE FORUM PARK LANE-1ST FLOOR SKILLED NURSING,Routine,09/16/2019,97,7831,PARK,,75225,7831 PARK LN,Sep 2019,FY2019
MURPHYS RESTAURANT & LOUNGE,Routine,12/02/2019,86,10051,WHITEHURST,#100,75243,10051 WHITEHURST DR #100,Dec 2019,FY2020
RUTH'S CHRIS STEAK HOUSE RESTAURANT,Routine,09/19/2019,90,1900,CEDAR SPRINGS RD-GROUND,LEVEL,75201,1900 CEDAR SPRINGS RD-GROUND LEVEL,Sep 2019,FY2019
ICHIGOH RAMEN LOUNGE,Routine,09/25/2019,97,2724,COMMERCE,,75226,2724 COMMERCE ST,Sep 2019,FY2019
CN COMMISSARY,Routine,09/24/2019,93,8805,SOVEREIGN,,75247,8805 SOVEREIGN ROW,Sep 2019,FY2019
P F CHANG'S CHINA BISTRO,Routine,09/09/2019,91,18323,DALLAS,,75287,18323 N DALLAS PKWY,Sep 2019,FY2019
7-ELEVEN STORE #21104,Routine,10/11/2019,93,11441,SHILOH,,75228,11441 SHILOH RD,Oct 2019,FY2020
MCDONALDS,Routine,09/12/2019,90,10695,NORTHWEST,,75238,10695 E NORTHWEST HWY,Sep 2019,FY2019
ARBOR KITCHEN,Routine,09/18/2019,93,2101,STEMMONS,,75207,2101 N STEMMONS FRWY,Sep 2019,FY2019
ZOE'S KITCHEN,Routine,09/23/2019,89,6025,ROYAL,104,75230,6025 ROYAL LN STE 104,Sep 2019,FY2019
6866 SHADY BROOK LLC,Routine,10/04/2019,84,6866,SHADY BROOK,,75231,6866 SHADY BROOK LN,Oct 2019,FY2020
CHURCH'S CHICKEN #1386,Routine,09/16/2019,95,4210,GASTON,,75246,4210 GASTON AVE,Sep 2019,FY2019
TOM THUMB #2642 STARBUCKS,Routine,10/08/2019,93,5809,LOVERS,,75206,5809 E LOVERS LN,Oct 2019,FY2020
DUNSTON'S STEAKHOUSE,Routine,09/20/2019,84,5423,LOVERS,,75209,5423 W LOVERS LN,Sep 2019,FY2019
JOHN IRELAND ELEMENTARY,Routine,09/25/2019,95,1515,JIM MILLER,,75217,1515 N JIM MILLER RD,Sep 2019,FY2019
ASO ROCK RESTAURANT & LOUNGE,Follow-up,09/06/2019,85,9220,SKILLMAN,#115,75243,9220 SKILLMAN ST #115,Sep 2019,FY2019
TWO SISTERS CATERING,Routine,09/17/2019,90,2633,GASTON,,75226,2633 GASTON AVE,Sep 2019,FY2019
MUGHLAI RESTAURANT,Routine,09/18/2019,94,5301,ALPHA,#14,75240,5301 ALPHA RD #14,Sep 2019,FY2019
TEXAS LANGUAGE CHARTER S,Routine,09/23/2019,100,831,TENTH,,75208,831 W TENTH ST,Sep 2019,FY2019
HUGE GUYZZ KITCHEN,Routine,09/20/2019,91,4607,VILLAGE FAIR,#101,75224,4607 VILLAGE FAIR DR #101,Sep 2019,FY2019
SONIC DRIVE IN,Routine,09/25/2019,90,10709,AUDELIA,,75238,10709 AUDELIA RD,Sep 2019,FY2019
LIMON'S TAMALES-TACOS-ENCHILADAS,Routine,10/11/2019,83,3105,DAVIS,,75211,3105 W DAVIS ST,Oct 2019,FY2020
Z BEST DELI,Routine,09/13/2019,83,17062,PRESTON,#100,75248,17062 PRESTON RD #100,Sep 2019,FY2019
LAKEWOOD SMOKEHOUSE,Routine,10/04/2019,85,1901,ABRAMS,,75214,1901 ABRAMS RD,Oct 2019,FY2020
STELLAR,Routine,09/25/2019,81,2810,HENDERSON,,75206,2810 N HENDERSON AVE,Sep 2019,FY2019
SUMMER INSTITUTE OF LINQUISTIC/DINING HALL,Routine,09/30/2019,94,7500,CAMP WISDOM,,75236,7500 W CAMP WISDOM RD,Sep 2019,FY2019
OLIVELLAS LAKEWOOD,Routine,09/11/2019,88,6465,MOCKINGBIRD,525,75214,6465 E MOCKINGBIRD LN 525,Sep 2019,FY2019
CAPTAIN D'S,Routine,09/09/2019,92,5514,JIM MILLER,,75228,5514 N JIM MILLER RD,Sep 2019,FY2019
24 HOUR STORE,Routine,09/05/2019,85,8455,PARK,,75231,8455 PARK LN,Sep 2019,FY2019
INDIA PALACE RESTAURANT,Routine,10/03/2019,88,12817,PRESTON,#105,75230,12817 PRESTON RD #105,Oct 2019,FY2020
WAL-MART SUPERCENTER #2427-BAKERY,Routine,10/14/2019,96,9301,FOREST,,75243,9301 FOREST LN,Oct 2019,FY2020
HENRY'S MAJESTIC,Routine,09/19/2019,88,4900,MCKINNEY,,75205,4900 MCKINNEY AVE,Sep 2019,FY2019
TRINITY HALL,Routine,08/28/2019,91,5321,MOCKINGBIRD,,75206,5321 E MOCKINGBIRD LN,Aug 2019,FY2019
REFUL,Routine,09/03/2019,87,2937,GREENVILLE,#130,75206,2937 GREENVILLE AVE #130,Sep 2019,FY2019
AUNT IRENE'S KITCHEN & CATERING,Routine,09/18/2019,90,3309,MALCOLM X,#A,75216,3309 S MALCOLM X BLVD #A,Sep 2019,FY2019
SEVEN DAY GROCERY,Routine,09/13/2019,72,2232,CORINTH ST,,75203,2232 S CORINTH ST RD,Sep 2019,FY2019
BAYLOR UNIVERSITY MED CTR PHYSICIANS,Routine,09/06/2019,90,3500,GASTON,,75246,3500 GASTON AVE,Sep 2019,FY2019
CHURCH'S CHICKEN,Routine,09/17/2019,85,10201,C F HAWN,,75217,10201 C F HAWN FRWY,Sep 2019,FY2019
KFC,Routine,09/03/2019,91,6130,MOCKINGBIRD,,75206,6130 E MOCKINGBIRD LN,Sep 2019,FY2019
MARBELLA'S TAQUERIA,Routine,09/26/2019,80,2011,BECKLEY,,75224,2011 S BECKLEY AVE,Sep 2019,FY2019
LEE A MCSHAN JR ELEM SCHOOL,Routine,10/08/2019,91,8307,MEADOW,,75231,8307 MEADOW RD,Oct 2019,FY2020
PEI WEI ASIAN DINER,Routine,09/17/2019,88,11700,PRESTON,#A,75230,11700 PRESTON RD #A,Sep 2019,FY2019
GUZMAN'SS,Routine,09/23/2019,95,2475,COCKRELL HILL,#200,75211,2475 S COCKRELL HILL RD STE #200,Sep 2019,FY2019
JIMMY'S BIG BURGERS,Routine,09/22/2019,93,4141,WHEATLAND,,75237,4141 W WHEATLAND RD,Sep 2019,FY2019
HENRIQUE'S,Routine,10/09/2019,93,3035,BUCKNER,,75228,3035 N BUCKNER BLVD,Oct 2019,FY2020
CIRCLE TEN COUNCIL- DINING HALL KITCHEN,Routine,09/23/2019,98,6400,REDBIRD,,75236,6400 W REDBIRD,Sep 2019,FY2019
THE PORCH,Routine,09/19/2019,85,2912,HENDERSON,,75206,2912 N HENDERSON AVE,Sep 2019,FY2019
KLIFF CLUB,Routine,09/13/2019,86,5250,SINGING HILLS,,75241,5250 SINGING HILLS DR,Sep 2019,FY2019
ICHIRO RAMEN SHOP,Routine,09/24/2019,86,4906,MAPLE,,75235,4906 MAPLE AVE,Sep 2019,FY2019
FAMILY PANCAKE HOUSE RESTAURANT,Routine,09/27/2019,83,425,ILLINOIS,,75224,425 W ILLINOIS AVE,Sep 2019,FY2019
KUNG FU SALOON,Routine,09/26/2019,93,2911,ROUTH,,75201,2911 ROUTH ST,Sep 2019,FY2019
BURGER POP,Routine,09/25/2019,88,8424,HARRY HINES,,75235,8424 HARRY HINES BLVD,Sep 2019,FY2019
PIZZA INN,Routine,09/16/2019,92,4304,LIVE OAK,,75204,4304 LIVE OAK ST,Sep 2019,FY2019
HIGHLAND MART,Routine,10/03/2019,94,8002,FERGUSON,,75228,8002 FERGUSON RD,Oct 2019,FY2020
OAK,Routine,09/28/2019,94,1628,OAK LAWN,#A,75207,1628 OAK LAWN AVE #A,Sep 2019,FY2019
RICO'S FRUTERIA Y NIEVERIA,Routine,10/03/2019,98,10835,FERGUSON,#140,75218,10835 FERGUSON RD #140,Oct 2019,FY2020
BOTTLED BLONDE DALLAS (BACKYARD BAR & KITCHEN),Routine,09/17/2019,85,505,GOOD LATIMER,,75204,505 N GOOD LATIMER,Sep 2019,FY2019
1717 RESTAURANT,Routine,09/30/2019,91,1717,HARWOOD,,75201,1717 N HARWOOD ST,Sep 2019,FY2019
WING'S WORLD,Routine,09/09/2019,84,3207,KIRNWOOD,#118,75237,3207 KIRNWOOD DR #118,Sep 2019,FY2019
DAVID W. CARTER HIGH SCHOOL,Routine,09/20/2019,100,1819,WHEATLAND,,75232,1819 W WHEATLAND RD,Sep 2019,FY2019
UME PREPARATORY ACADEMY,Routine,09/19/2019,98,3838,SPUR 408,,75236,3838 SPUR 408,Sep 2019,FY2019
ACCENT FOOD SERVICES @ PALLET LOGISTICS,Routine,09/23/2019,100,4100,PLATINUM,,75237,4100 W PLATINUM WAY,Sep 2019,FY2019
BLACK SWAN SALOON,Routine,09/26/2019,97,2708,ELM,,75226,2708 ELM ST,Sep 2019,FY2019
CESAR'S TACOS,Routine,09/14/2019,67,2019,NORTHWEST,,75220,2019 W NORTHWEST HWY,Sep 2019,FY2019
RICK'S OLD FASHIONED HAMBURGER,Routine,10/09/2019,93,11620,PLANO,#1-2,75243,11620 PLANO RD #1-2,Oct 2019,FY2020
DOLLAR TREE,Routine,09/24/2019,95,904,FORT WORTH,,75208,904 FORT WORTH AVE,Sep 2019,FY2019
TACO BORRACHO,Routine,09/25/2019,97,300,AKARD,#11B,75201,300 N AKARD ST #11B,Sep 2019,FY2019
FAYE'S PLACE,Routine,09/20/2019,94,1718,EWING,,75216,1718 S EWING AVE,Sep 2019,FY2019
HAMPTON INN,Routine,12/09/2019,87,8605,RL THORNTON,,75223,8605 E RL THORNTON FRWY,Dec 2019,FY2020
WEST END HOTEL MAIN KITCHEN,Routine,09/18/2019,84,1015,ELM,,75202,1015 ELM ST,Sep 2019,FY2019
BELO CULINAIRE,Routine,09/23/2019,90,2101,ROSS,,75201,2101 ROSS AVE,Sep 2019,FY2019
THE FORUM PARK LANE- 2ND FLOOR SKILLED NURSING,Routine,09/16/2019,99,7831,PARK,,75225,7831 PARK LN,Sep 2019,FY2019
LAKEWEST REHABILITATION AND,Routine,09/24/2019,86,2450,BICKERS,,75212,2450 BICKERS ST,Sep 2019,FY2019
MCDONALDS,Routine,10/02/2019,97,14770,PRESTON,,75254,14770 PRESTON RD,Oct 2019,FY2020
KWIK MART/CHURCH'S,Routine,09/17/2019,95,820,WALTON WALKER,,75211,820 S WALTON WALKER BLVD,Sep 2019,FY2019
COMPANY CAFE,Routine,09/03/2019,91,2104,GREENVILLE,,75206,2104 GREENVILLE AVE,Sep 2019,FY2019
PURE MILK & HONEY,Routine,09/30/2019,98,5321,MOCKINGBIRD,#135,75206,5321 E MOCKINGBIRD LN #135,Sep 2019,FY2019
THE OLD MONK,Routine,09/19/2019,82,2847,HENDERSON,,75206,2847 N HENDERSON AVE,Sep 2019,FY2019
GATORS,Routine,09/23/2019,89,1714,MARKET,,75202,1714 N MARKET ST,Sep 2019,FY2019
SEVY'S GRILL,Routine,09/17/2019,89,8201,PRESTON,#100,75225,8201 PRESTON RD #100,Sep 2019,FY2019
TEXAS BEST SMOKEHOUSE,Routine,10/10/2019,95,4880,MOUNTAIN CREEK,#120,75236,4880 MOUNTAIN CREEK PKWY #120,Oct 2019,FY2020
ANGELO & VITO'S PIZZERIA,Routine,09/13/2019,93,4520,FRANKFORD,#400,75287,4520 FRANKFORD RD #400,Sep 2019,FY2019
JR'S PIZZA RESTAURANT,Routine,09/19/2019,93,11020,DENNIS,#A,75229,11020 DENNIS DR #A,Sep 2019,FY2019
HYATT PLACE DALLAS,Routine,11/20/2019,94,12411,CENTRAL,,75243,12411 N CENTRAL EXPW,Nov 2019,FY2020
GOLDEN CORRAL,Follow-up,11/14/2019,89,1540,COCKRELL HILL,,75211,1540 N COCKRELL HILL RD,Nov 2019,FY2020
RENO'S CHOP AND SALOON,Routine,12/03/2019,97,210,CROWDUS,,75226,210 N CROWDUS ST,Dec 2019,FY2020
ST ELIZABETH OF HUNGARY SCHOOL,Routine,04/15/2019,96,4019,HAMPTON,,75224,4019 S HAMPTON RD,Apr 2019,FY2019
AQUI ME QUEDO,Routine,12/09/2019,80,7840,LAKE JUNE,#B,75217,7840 LAKE JUNE RD STE #B,Dec 2019,FY2020
DIXON GROCERY,Routine,11/20/2019,98,3752,DIXON,,75210,3752 DIXON AVE,Nov 2019,FY2020
"GROUND FLOOR,STREETLEVEL, OR 1ST FLOOR",Routine,12/13/2019,81,1303,MAIN,,75202,1303 MAIN ST,Dec 2019,FY2020
CHINA KING SUPER BUFFET,Routine,11/18/2019,77,2829,NORTHWEST,#511,75220,2829 W NORTHWEST HWY #511,Nov 2019,FY2020
BOLLA 8 CAFE,Routine,11/14/2019,83,11180,HARRY HINES,#108,75229,11180 HARRY HINES BLVD #108,Nov 2019,FY2020
WILMER HUTCHINS ISD CAFETERIA/KITCHEN,Routine,11/15/2019,95,5520,LANGDON,,75241,5520 LANGDON RD,Nov 2019,FY2020
7-ELEVEN CONVENIENCE STORE #17718,Routine,12/13/2019,92,4104,GASTON,,75246,4104 GASTON AVE,Dec 2019,FY2020
CASHSAVER PRODUCE,Routine,12/09/2019,97,2130,LEDBETTER,,75216,2130 E LEDBETTER DR,Dec 2019,FY2020
EL PAISA,Routine,11/14/2019,74,10844,HARRY HINES,,75220,10844 HARRY HINES BLVD,Nov 2019,FY2020
URSULINE ACADEMY CONCESSI,Routine,11/11/2019,97,4900,WALNUT HILL,,75229,4900 WALNUT HILL LN,Nov 2019,FY2020
OFF THE BONE,Routine,11/21/2019,88,1734,LAMAR,,75215,1734 S LAMAR ST,Nov 2019,FY2020
EL FENIX,Routine,12/11/2019,93,120,COLORADO,,75203,120 E COLORADO BLVD,Dec 2019,FY2020
BLATT BEER AND TABLE,Routine,11/15/2019,93,7859,WALNUT HILL,#170,75230,7859 WALNUT HILL LN #170,Nov 2019,FY2020
JINYA RAMEN BAR,Routine,11/04/2019,94,625,HIGH MARKET,#185,75219,625 HIGH MARKET ST #185,Nov 2019,FY2020
REGENERATION ARCADE BAR AND PIZZERIA,Routine,11/15/2019,98,17721,DALLAS,#140,75287,17721 DALLAS PKWY #140,Nov 2019,FY2020
WHOLE FOODS MARKET (BEER BAR),Routine,11/20/2019,98,8190,PARK,#351,75231,8190 PARK LN #351,Nov 2019,FY2020
DICKEY'S BBQ,Routine,12/09/2019,93,1201,ELM,#LL5,75202,1201 ELM ST #LL5,Dec 2019,FY2020
FELLOWSHIP CHURCH,Routine,12/12/2019,95,2809,ROSS,,75201,2809 ROSS AVE,Dec 2019,FY2020
ONE MAIN PLACE 2nd FLOOR BAR,Routine,12/03/2019,90,1201,MAIN,,75201,1201 MAIN ST,Dec 2019,FY2020
MARRIOTT COURTYARD,Routine,11/14/2019,88,10325,CENTRAL,,75231,10325 N CENTRAL EXPW,Nov 2019,FY2020
ANTOINE'S OF DALLAS FOOD,Routine,11/05/2019,88,4234,HARRY HINES,A,75219,4234 HARRY HINES BLVD A,Nov 2019,FY2020
TRUETT ELEMENTARY SCHOOL,Routine,11/18/2019,99,1811,GROSS,,75228,1811 GROSS RD,Nov 2019,FY2020
ADOLPHUS HOTEL - MAIN BASEMENT KITCHEN,Routine,12/04/2019,95,1321,COMMERCE,,75202,1321 COMMERCE ST,Dec 2019,FY2020
CHICKEN SCRATCH,Routine,12/11/2019,86,2303,PITTMAN,A,75208,2303 PITTMAN ST STE A,Dec 2019,FY2020
CHEF WANG,Routine,12/11/2019,93,1201,MAIN,,75202,1201 MAIN ST,Dec 2019,FY2020
LINCOLN HIGH SCHOOL,Routine,11/11/2019,96,2826,ELSIE FAYE HEGGINS,,75215,2826 ELSIE FAYE HEGGINS ST,Nov 2019,FY2020
ST. JOHN'S EPISCOPAL SCHOOL,Routine,11/20/2019,91,848,HARTER,,75218,848 HARTER RD,Nov 2019,FY2020
PANDA TEA,Routine,11/21/2019,81,5521,GREENVILLE,#108A,75206,5521 GREENVILLE AVE #108A,Nov 2019,FY2020
CHINA WOK,Routine,11/27/2019,87,10121,LAKE JUNE,#110,75217,10121 LAKE JUNE RD #110,Nov 2019,FY2020
DOLLAR HOUSE,Routine,12/05/2019,82,1150,KIEST,#214,75224,1150 W KIEST BLVD #214,Dec 2019,FY2020
DAIRY QUEEN,Routine,11/15/2019,75,14815,COIT,,75248,14815 COIT RD,Nov 2019,FY2020
MOVIES 17 CONCESSION #2,Routine,11/13/2019,97,11819,WEBB CHAPEL,,75234,11819 WEBB CHAPEL RD,Nov 2019,FY2020
SHEBELLE ETHIOPIAN CUISINE,Routine,12/04/2019,93,17194,PRESTON,#140,75248,17194 PRESTON RD #140,Dec 2019,FY2020
RITZ CARLTON HOTEL - KITCHEN,Routine,11/11/2019,93,2121,MCKINNEY,#101,75201,2121 MCKINNEY AVE #101,Nov 2019,FY2020
TROMPOS TACOS DOWNTOWN,Routine,12/06/2019,84,1211,COMMERCE,,75202,1211 COMMERCE ST,Dec 2019,FY2020
CASHSAVER DELI,Routine,12/09/2019,95,2130,LEDBETTER,,75216,2130 E LEDBETTER DR,Dec 2019,FY2020
OUTBACK STEAKHOUSE,Routine,12/12/2019,94,9049,VANTAGE POINT,,75243,9049 VANTAGE POINT,Dec 2019,FY2020
SONIC DRIVE IN #4259,Routine,12/13/2019,97,9613,CLARK,,75249,9613 CLARK RD,Dec 2019,FY2020
OAKCLIFF TACO GARAGE,Routine,11/18/2019,86,2518,BECKLEY,#1,75224,2518 S BECKLEY AVE #1,Nov 2019,FY2020
EDELIN'S SHAKES & CAKES,Routine,12/06/2019,89,11200,HARRY HINES,#S3,75229,11200 HARRY HINES BLVD #S3,Dec 2019,FY2020
PLUCKERS WING BAR,Routine,11/18/2019,80,5500,GREENVILLE,#406,75206,5500 GREENVILLE AVE #406,Nov 2019,FY2020
MEALS ON WHEELS,Routine,11/22/2019,100,1440,MOCKINGBIRD,,75247,1440 W MOCKINGBIRD LN,Nov 2019,FY2020
MARRIOTT EMPLOYEE CAFETERIA,Routine,12/04/2019,93,650,PEARL,,75201,650 N PEARL EXPW,Dec 2019,FY2020
RENAISSANCE CONVENIENCE,Routine,12/06/2019,99,1201,ELM,#LL45,75202,1201 ELM ST #LL45,Dec 2019,FY2020
CC YOUNG LEVEL 6 (SKILLED NURSING CAFE),Routine,11/26/2019,100,4849,LAWTHER,,75214,4849 W LAWTHER DR,Nov 2019,FY2020
INAGU,Routine,11/23/2019,82,10788,HARRY HINES,#G-10,75220,10788 HARRY HINES BLVD #G-10,Nov 2019,FY2020
HATCHWAYS BAR,Routine,11/04/2019,99,2346,VICTORY PARK,,75219,2346 VICTORY PARK LN,Nov 2019,FY2020
ASIAN STAR BUFFET,Routine,12/04/2019,86,9208,RL THORNTON,#112,75228,9208 E RL THORNTON FRWY #112,Dec 2019,FY2020
TORTAS Y TACOS EL RANCHITO #4,Routine,12/05/2019,83,5560,GRAND,,75223,5560 E GRAND AVE,Dec 2019,FY2020
ANA'S RESTAURANT COMIDA MEXICANA LLC,Routine,11/13/2019,88,4626,MAPLE,,75219,4626 MAPLE AVE,Nov 2019,FY2020
DALAT RESTAURANT & BAR,Routine,12/12/2019,81,2537,FITZHUGH,,75204,2537 N FITZHUGH AVE,Dec 2019,FY2020
EINSTEIN BROS BAGELS#1760,Routine,12/11/2019,84,14999,PRESTON,,75254,14999 PRESTON RD,Dec 2019,FY2020
DON TACO,Routine,11/13/2019,84,13549,MONTFORT,,75240,13549 MONTFORT DR,Nov 2019,FY2020
NOVA ACADEMY,Routine,11/21/2019,93,6459,SCYENE,,75227,6459 SCYENE RD,Nov 2019,FY2020
ROSY FRUTERIA & ICE CREAM,Routine,11/08/2019,90,3603,MARVIN D LOVE,#300,75224,3603 MARVIN D LOVE FRWY #300,Nov 2019,FY2020
T G TERRY SCH,Routine,11/18/2019,97,6661,GREENSPAN,,75232,6661 GREENSPAN DR,Nov 2019,FY2020
FITOS TAQUERIA,Routine,11/20/2019,85,2808,CLARENDON,,75211,2808 W CLARENDON DR,Nov 2019,FY2020
